,WELL,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,EU_647_Intensity,IF_568_Intensity,DAPI_Intensity_2,NucleusArea_2,EXPERIMENT
82,G05,206.60976249176966,3311.1515617752243,2054.4460132890367,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3375,239.11635771893748,444.4985409283881,1753.9754692963686,2056.6408885232413,260515_mACPOLR2A_CRC_EU
83,G06,227.35019676421103,2956.1506852888438,2299.909722222222,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3597,244.06473080638236,502.06090613705277,1624.679161671324,2314.7258485639686,260515_mACPOLR2A_CRC_EU
84,G07,262.2848191282312,3103.4984211975484,2216.0603817686015,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3870,257.85854076131574,622.0985730039671,1602.2182094443453,2213.9494833524686,260515_mACPOLR2A_CRC_EU
85,G08,294.28310159912417,3163.417488357911,2261.09288468279,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3767,253.891641203505,661.1896727740511,1528.8530526744323,2290.6869933027847,260515_mACPOLR2A_CRC_EU
86,G09,348.94034202035283,3286.2348035677423,2104.269987309645,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4101,257.42778496112135,758.0919326359423,1565.4729234915872,2155.154609475032,260515_mACPOLR2A_CRC_EU
87,G10,202.23672118911088,3053.0359415050543,2149.049951659684,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3723,231.96804940542285,412.33900212528965,1583.267532390134,2171.940716612378,260515_mACPOLR2A_CRC_EU
88,G11,233.85427218082341,3310.335787410986,2138.41433860653,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4001,245.0576209246048,510.5591216983295,1615.9643031100575,2135.6348314606744,260515_mACPOLR2A_CRC_EU
89,G12,264.44029256789526,3496.076597524634,2130.53120124805,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3906,249.58572236953916,614.257367420702,1690.1507364082067,2163.761958997722,260515_mACPOLR2A_CRC_EU
90,G13,302.6185858313709,3600.036097113507,2125.5600143317806,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3877,251.50478437426645,672.3167671854364,1631.0212781729983,2124.9323570432357,260515_mACPOLR2A_CRC_EU
91,G14,356.29671802010574,3514.1766120112247,2112.9733198243835,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3619,256.1603689274276,795.3183592008933,1609.0265735833045,2133.541278295606,260515_mACPOLR2A_CRC_EU
92,G15,157.2803064844174,3365.9239039747913,1645.4401544401544,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4138,321.8044743580928,769.983171982729,1578.9808655970003,1629.503861003861,260515_mACPOLR2A_CRC_EU
93,G16,156.35459142656475,3022.3238757136673,1663.7571942446043,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4503,158.7878729248074,1617.2836133425876,1553.0662614890891,1673.1035856573706,260515_mACPOLR2A_CRC_EU
94,G17,205.93154540817372,4078.4622555123287,2146.1530612244896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3682,158.11424945546628,599.2562988934524,1591.4091023528918,2125.382075471698,260515_mACPOLR2A_CRC_EU
95,G18,227.64714100845416,3844.711263726796,2101.497000856898,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3815,159.38748413647386,741.0329743763527,1537.1695890619922,2116.8097095795406,260515_mACPOLR2A_CRC_EU
96,G19,258.72467817920995,4207.725776689574,2185.155195089873,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4088,158.1359555101089,922.2414588147161,1573.0442616441592,2209.191544434858,260515_mACPOLR2A_CRC_EU
97,G20,307.7508076129735,3960.3004957410326,2060.684187279152,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3678,157.92962683273322,1248.3948229608566,1534.22276484176,2097.99356223176,260515_mACPOLR2A_CRC_EU
98,G21,352.379229394902,4500.851702512678,2202.914023372287,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3572,158.7764032947929,1484.1447563356917,1570.443098025082,2223.069036792063,260515_mACPOLR2A_CRC_EU
99,G22,156.6930100911801,4370.596976329766,1631.658022130014,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3365,158.74862865878626,1581.5569186752077,1602.4198928623541,1635.1747572815534,260515_mACPOLR2A_CRC_EU
100,H03,157.39456894055647,3054.778109682241,1696.7806637806639,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3180,344.3026311283729,791.2986578261333,1652.9744587839084,1676.1731256791018,260515_mACPOLR2A_CRC_EU
101,H04,158.5088144997806,3201.7794629865634,1722.9916219839142,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3547,323.04120560023927,804.9679954040992,1700.7671437294744,1705.5937912813738,260515_mACPOLR2A_CRC_EU
102,H05,196.7488934898615,3039.531206900183,2294.9442453205893,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3660,226.70076751149432,369.6903795545261,1552.3362016355181,2319.789264413519,260515_mACPOLR2A_CRC_EU
103,H06,205.84949384051205,3162.906061366636,2271.9519469759734,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,231.22152961110712,408.35729437597934,1551.2711130495957,2261.7174089068826,260515_mACPOLR2A_CRC_EU
104,H07,231.52064975363982,2929.2166322644002,2188.3564423402095,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4036,240.4321841853027,485.5088420321414,1464.0172821404446,2209.1202277294037,260515_mACPOLR2A_CRC_EU
105,H08,262.49265601671664,2995.0912803868914,2239.2657342657344,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3621,250.71657478459227,555.3231360563334,1531.5566713368928,2293.6294078509645,260515_mACPOLR2A_CRC_EU
106,H09,301.544366449052,3485.3112670090923,2135.832931450224,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4082,253.17265430454205,630.534096133413,1573.1520247683654,2190.325726141079,260515_mACPOLR2A_CRC_EU
107,H10,196.1878660253825,3208.1054626054515,2104.933647798742,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3991,222.6154893491203,373.25548379397236,1556.1475801031695,2117.643561306223,260515_mACPOLR2A_CRC_EU
108,H11,205.48617442577316,3575.615018782075,2166.0030052592037,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4112,227.80560126896395,408.1524375861094,1598.0579426258116,2174.3589081519735,260515_mACPOLR2A_CRC_EU
109,H12,236.37140463467463,3643.425642990895,2100.455501314307,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3496,237.354556273437,509.6789743041571,1655.2990692056035,2139.10635155096,260515_mACPOLR2A_CRC_EU
110,H13,263.110793199707,3589.649895166916,2075.8680959302324,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3205,244.898728805418,579.4322426034265,1638.328357122695,2094.403150733978,260515_mACPOLR2A_CRC_EU
111,H14,303.5581975000304,3398.55762760137,2144.1187673130194,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3652,241.571761283538,660.0136007301268,1578.1151100902543,2172.6234177215188,260515_mACPOLR2A_CRC_EU
112,H15,158.37846115188472,3270.490240189795,1675.9443181818183,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4185,321.97024404126495,747.1182967170091,1517.00344690226,1655.3431262614936,260515_mACPOLR2A_CRC_EU
113,H16,157.81079755418193,3081.6091439259144,1619.573544433095,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4323,158.26007740969317,1535.1478633702995,1480.7764466819854,1620.7824474660074,260515_mACPOLR2A_CRC_EU
114,H17,194.50626810889966,3377.686063885681,2166.035930273924,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4065,157.22201115578784,510.5998593472277,1464.8314068371685,2199.684907633322,260515_mACPOLR2A_CRC_EU
115,H18,205.26215137912217,3528.0051445388417,2116.65,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3923,157.62630283104704,583.8260081551161,1521.4766574109838,2138.8843255463453,260515_mACPOLR2A_CRC_EU
116,H19,226.40352664817442,4227.5251011016,2252.3351431391907,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3386,158.14759466832834,710.877603367518,1575.1767738284539,2293.634025717112,260515_mACPOLR2A_CRC_EU
117,H20,267.8508560418212,3930.918229858877,2210.913988657845,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3831,158.20292642943656,993.9024318880026,1556.4614142071098,2233.855415860735,260515_mACPOLR2A_CRC_EU
118,H21,299.64677195198755,4042.6852134328774,2187.2112802148613,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3630,161.30058001583592,1164.1906995935801,1496.166878522844,2199.00404676259,260515_mACPOLR2A_CRC_EU
119,H22,157.65922656144863,4161.900676503379,1642.802743902439,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3394,158.80516030513513,1595.827417435248,1585.0525577148214,1648.3035443804908,260515_mACPOLR2A_CRC_EU
120,I03,158.08555243481905,3336.203727454818,1737.2692598187311,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3304,332.6263066953248,808.9024356881017,1789.512560766389,1700.4197434900893,260515_mACPOLR2A_CRC_EU
121,I04,159.11150090804222,2998.758551360522,1694.5135566188198,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3527,325.4395007494657,810.8515159536194,1692.0268771409878,1689.099652008858,260515_mACPOLR2A_CRC_EU
122,I05,197.40242223712914,3269.6292381344074,2165.4988009592325,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3807,225.374714851973,383.0095693031781,1655.7950931850428,2212.191116544417,260515_mACPOLR2A_CRC_EU
123,I06,197.38574432144904,3193.069540326925,2274.3250377073905,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3874,226.04566705337058,372.06014136643466,1575.1878942778615,2299.0533484676503,260515_mACPOLR2A_CRC_EU
124,I07,205.3924236288429,3084.754846596059,2300.0562724014335,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3596,225.09036106892617,391.94579251931583,1484.4857947355845,2326.1993392070485,260515_mACPOLR2A_CRC_EU
125,I08,232.66085987172937,3051.9572058632443,2264.39464993395,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3655,239.11531770424853,468.10546830515756,1494.3311811486471,2277.8660415271265,260515_mACPOLR2A_CRC_EU
126,I09,262.6200924521054,3186.230250492086,2193.9943596549438,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3703,245.84188697811587,541.5973700033329,1426.5527473326101,2210.6331557922767,260515_mACPOLR2A_CRC_EU
127,I10,194.71914686116267,3436.3401092913796,2202.0351080246915,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3952,219.36465793349456,356.79092056888226,1520.7870030992483,2223.5229253505117,260515_mACPOLR2A_CRC_EU
128,I11,198.36176617650804,3530.022488420173,2201.4398034398037,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3974,219.98531929056992,370.5925295070966,1557.1301129311403,2216.3443686006826,260515_mACPOLR2A_CRC_EU
129,I12,209.93922432885216,3472.2046451236088,2181.878679109835,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3644,228.40308386117215,409.8292061521184,1558.0168251053772,2168.358417920896,260515_mACPOLR2A_CRC_EU
130,I13,233.83547627575103,3807.1402456269116,2105.8823096726737,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3833,229.3373262830688,490.75449366485117,1605.9953965120424,2137.93700490381,260515_mACPOLR2A_CRC_EU
131,I14,266.2203312340607,3363.8062173409044,2141.218708388815,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3390,231.47342728853536,587.0765894039814,1521.3051983284663,2174.4558219178084,260515_mACPOLR2A_CRC_EU
132,I15,158.304441467496,3267.5355253935422,1674.098628192999,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4632,312.86190358018507,766.9273722242511,1521.5595110766076,1633.6459540922792,260515_mACPOLR2A_CRC_EU
133,I16,158.06716461498056,3284.3803830796905,1658.7155371138774,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4756,158.53444120638457,1558.299653562816,1497.3930763529327,1671.5663696060037,260515_mACPOLR2A_CRC_EU
134,I17,194.8498477950865,3998.3555708496597,2097.661029976941,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3870,158.736032921511,497.43176893581153,1496.127340938858,2150.4352893890677,260515_mACPOLR2A_CRC_EU
135,I18,198.21127384251236,3805.220955616348,2131.551390058972,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3821,157.36781327226646,525.998739238856,1447.3811675747022,2148.0275150472917,260515_mACPOLR2A_CRC_EU
136,I19,205.44306055349395,3715.4840173523153,2218.799778761062,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3832,157.58182349824884,574.4549681280402,1492.5051692589966,2222.1836137527434,260515_mACPOLR2A_CRC_EU
137,I20,229.50949162304275,3835.8989190884095,2266.4050791007494,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3927,158.35023447779747,725.027559207913,1473.9156066380704,2274.517269736842,260515_mACPOLR2A_CRC_EU
138,I21,264.0390065752878,4349.816175764413,2263.842190016103,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3985,157.93197985906036,907.7606962910492,1444.2167622996203,2265.5704971475143,260515_mACPOLR2A_CRC_EU
139,I22,159.30373082059947,4150.289352665736,1681.700089259149,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3129,158.45208244782012,1596.1458372013255,1473.6624645114289,1682.802662037037,260515_mACPOLR2A_CRC_EU
140,J03,158.1520031284976,3079.863987991481,1712.556191623983,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3545,319.26324555820827,761.8131370738208,1652.5353624980758,1680.9169901463124,260515_mACPOLR2A_CRC_EU
141,J04,160.02856223585803,3281.03732994599,1697.2322820037107,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3449,310.8245485868767,804.0353536355572,1693.5290849004002,1688.0578987730062,260515_mACPOLR2A_CRC_EU
142,J05,324.7231184614926,3184.9817282182407,2263.863544610416,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4156,247.37155114598076,699.38488831078,1531.2974482612592,2248.875150060024,260515_mACPOLR2A_CRC_EU
143,J06,195.73440475428296,3272.758128391428,2283.068018588931,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4125,216.76104459761197,355.6254174984128,1542.439344821978,2319.9921121822963,260515_mACPOLR2A_CRC_EU
144,J07,201.01867305827136,3175.182486926836,2109.4499217527386,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3788,220.73418616328496,373.47329910132305,1464.7184377810856,2132.211394891945,260515_mACPOLR2A_CRC_EU
145,J08,210.29097925303995,3313.1676419571936,2197.5257657657658,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4044,227.9519490928981,398.35925277574614,1557.8933838504872,2211.077536231884,260515_mACPOLR2A_CRC_EU
146,J09,232.4690561191605,3244.1312808889606,2186.2623311341504,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4009,234.7793863303435,449.1659930195101,1459.79680252734,2219.8159776188995,260515_mACPOLR2A_CRC_EU
147,J10,338.86963785323314,3403.0867259181405,2157.8604258195337,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4076,245.39890403659115,716.4753738645506,1529.1921831503566,2154.9476510067116,260515_mACPOLR2A_CRC_EU
148,J11,196.50134051562154,3550.110710137645,2245.8675595238096,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3983,217.94829452573862,352.05743603672397,1559.1846016739328,2244.8885662431944,260515_mACPOLR2A_CRC_EU
149,J12,200.63597736285269,3663.526311375896,2328.7232255354893,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4172,221.83392959653162,383.2380764034676,1597.1153435925487,2364.0181034482757,260515_mACPOLR2A_CRC_EU
150,J13,209.38078718147938,3678.607247490775,2328.7582065652523,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3592,221.50389870975334,400.00724694646937,1558.3648858893641,2350.5354200988468,260515_mACPOLR2A_CRC_EU
151,J14,233.79627161207227,3800.9166993378576,2205.6476868327404,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3613,226.69821211740248,488.6274220785749,1578.2365473272737,2214.513907888737,260515_mACPOLR2A_CRC_EU
152,J15,159.81410283545347,3363.112360354967,1667.5350636386324,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4395,297.6076295132425,723.1078253539779,1499.3350637362053,1654.7960852329038,260515_mACPOLR2A_CRC_EU
153,J16,158.34968074863065,3207.205161757653,1655.632321300502,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4126,158.16398754104077,1491.8755869429474,1424.4091072918143,1654.480417754569,260515_mACPOLR2A_CRC_EU
154,J17,332.77402273610056,3543.722501596397,2183.020777479893,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4151,158.3838182757926,1284.8424426117385,1403.6584796436514,2188.5728556665517,260515_mACPOLR2A_CRC_EU
155,J18,195.96423940351184,3634.091216354,2102.7541979278312,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3969,158.21118869902645,511.2194076283626,1464.6388147641583,2123.0159132007234,260515_mACPOLR2A_CRC_EU
156,J19,196.89251783649644,3768.3034804788326,2235.2919594067134,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3643,157.86077531088054,497.61128655788843,1393.595521648164,2237.83937007874,260515_mACPOLR2A_CRC_EU
157,J20,205.62703277844767,3993.564219816944,2162.4278914802476,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3975,157.4861089974553,588.7654111723552,1423.9482557933986,2187.461943513643,260515_mACPOLR2A_CRC_EU
158,J21,233.95821259324808,4064.31228934682,2135.8027984258856,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3747,158.11332619924838,728.9348953952227,1426.2853755201647,2159.779059449867,260515_mACPOLR2A_CRC_EU
159,J22,159.43194560451073,4337.870924785221,1676.2851810377006,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3168,159.029618857187,1596.8591229091537,1496.4135778774116,1651.0573338023214,260515_mACPOLR2A_CRC_EU
160,K03,158.71438930544184,3103.6524475145065,1743.2992371705964,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3302,324.08868054089874,746.095421878171,1603.4759660386133,1690.2676630434783,260515_mACPOLR2A_CRC_EU
161,K04,159.21928999545386,2924.706708587998,1761.2498521584862,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3878,333.08156777296017,780.6655840266352,1679.0226105417457,1738.5111375111376,260515_mACPOLR2A_CRC_EU
162,K05,333.9594179454288,2966.106346095033,2292.3640535372847,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4076,259.1602501704959,725.7911897196375,1541.7117014829198,2324.5701994524834,260515_mACPOLR2A_CRC_EU
163,K06,353.23650305066036,3180.6354940845513,2234.603075644223,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3764,257.0011355004464,760.8755371613258,1517.7702333276318,2255.6631130063965,260515_mACPOLR2A_CRC_EU
164,K07,198.22283310795407,3320.1424413840855,2136.800933786078,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3967,219.66399391795855,358.96992487941174,1538.5600627829099,2153.7533651758577,260515_mACPOLR2A_CRC_EU
165,K08,200.8913645713395,3015.038550519935,2154.6148772444117,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3938,222.6799541777216,357.7837252572618,1516.6290371158923,2150.040331292762,260515_mACPOLR2A_CRC_EU
