,WELL,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN,GFP_Intensity_BGS,GFP_Intensity_FC,IF_561_Intensity_BGS,IF_561_Intensity_FC,IF_647_Intensity,TIME_IN_AUXIN,TIME_IN_AUXIN_HRS
76,F19,704.7124003451361,481.52108580274586,314.1363908610441,1961.348823866896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa647,1743,250912_mACPOLR2A_Kinetic_pSer2,F,19,211.6929909588152,0.28648616891824286,520.9813613071326,0.4604075326315063,,240,4.0
77,F20,794.3996108344876,553.0720972580306,312.70284850756263,1901.2999361837906,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa647,1567,250912_mACPOLR2A_Kinetic_pSer2,F,20,283.2440024140999,0.38331684366664664,610.668571796484,0.5396669272217509,,120,2.0
78,F21,931.6207418235826,659.4310870175474,317.90325931766534,2097.386098130841,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa647,1712,250912_mACPOLR2A_Kinetic_pSer2,F,21,389.6029921736167,0.5272534915840384,747.8897027855792,0.6609335348890243,,60,1.0
79,F22,1391.3148513228723,272.01805126919766,316.9158763898651,1721.610510805501,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2036,250912_mACPOLR2A_Kinetic_pSer2,F,22,2.1899564252669848,0.0029636891780450473,1207.5838122848688,1.0671796051683677,,0,0.0
90,G13,1257.3985857380685,265.6865104399951,304.62786199644864,1693.1012701682114,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2913,250912_mACPOLR2A_Kinetic_pSer2,G,13,-4.141584403935553,-0.00560484616784443,1073.667546700065,0.948833610481665,,0,0.0
91,G14,1001.3269384102766,723.0987486726267,303.4771306530002,2023.513153153153,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,2775,250912_mACPOLR2A_Kinetic_pSer2,G,14,453.270653828696,0.6134155529207558,817.5958993722732,0.7225350822055829,,480,8.0
92,G15,1006.2296711551184,703.9435418464293,314.22674964707744,2075.085429314831,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,2306,250912_mACPOLR2A_Kinetic_pSer2,G,15,434.1154470024986,0.5874926265469606,822.4986321171148,0.7268677805588231,,240,4.0
93,G16,1030.914932381597,751.3239515891105,308.67587110002626,2039.6145884672253,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,2029,250912_mACPOLR2A_Kinetic_pSer2,G,16,481.4958567451798,0.65161299258968,847.1838933435936,0.7486829184077703,,120,2.0
94,G17,1030.964118177712,796.2555328381334,310.6731203621794,2062.0234070221068,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,2307,250912_mACPOLR2A_Kinetic_pSer2,G,17,526.4274379942027,0.712419335384353,847.2330791397085,0.7487263854350225,,60,1.0
95,G18,1046.4616500817465,737.7290737430573,307.92186597442384,1990.1868409953606,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,2371,250912_mACPOLR2A_Kinetic_pSer2,G,18,467.9009788991266,0.6332149131190895,862.730611043743,0.7624220393599778,,480,8.0
96,G19,962.4295480346515,721.6233109267346,310.59400568421154,2045.4188235294118,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,2125,250912_mACPOLR2A_Kinetic_pSer2,G,19,451.7952160828039,0.6114188287713944,778.6985089966479,0.6881602410717013,,240,4.0
97,G20,1063.5948646222475,767.5052784823032,310.2554488536404,2117.0065645514223,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,1828,250912_mACPOLR2A_Kinetic_pSer2,G,20,497.6771836383725,0.6735113385323022,879.8638255842441,0.7775631972179995,,120,2.0
98,G21,1143.7803931900055,839.3268873319845,312.8693478772804,2009.9793932455639,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,1747,250912_mACPOLR2A_Kinetic_pSer2,G,21,569.4987924880538,0.7707082153476181,960.049354152002,0.848425658147519,,60,1.0
99,G22,1348.069285594085,268.6791794530485,303.5379048557015,1699.0299435028248,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1770,250912_mACPOLR2A_Kinetic_pSer2,G,22,-1.1489153908821663,-0.0015548382932010867,1164.3382465560815,1.0289621454026492,,0,0.0
110,H13,1238.7182162260292,266.01955559319407,303.505002321927,1658.2905119008803,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,3067,250912_mACPOLR2A_Kinetic_pSer2,H,13,-3.808539250736601,-0.005154132945906347,1054.9871771880257,0.9323251833584679,,0,0.0
111,H14,1298.692946751233,1007.3238904323109,318.9003556545599,2027.636947487722,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2647,250912_mACPOLR2A_Kinetic_pSer2,H,14,737.4957955883802,0.9980601819383407,1114.9619077132295,0.9853267295789863,,0,0.0
112,H15,574.1981366448338,434.8316118819367,324.67385828272353,2051.329065300896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,2343,250912_mACPOLR2A_Kinetic_pSer2,H,15,165.003517038006,0.22330085299541613,390.46709760683024,0.34506799347273504,,240,4.0
113,H16,601.7447156194879,478.4689599916819,318.07173664889837,2070.0971293747543,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,2543,250912_mACPOLR2A_Kinetic_pSer2,H,16,208.64086514775124,0.2823556975846959,418.0136765814844,0.3694117673581172,,120,2.0
114,H17,797.9651023118919,612.5627343225157,322.945762376846,2060.5313309166236,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1931,250912_mACPOLR2A_Kinetic_pSer2,H,17,342.734639478585,0.46382609728867946,614.2340632738883,0.5428178636191907,,60,1.0
115,H18,1357.3988047871035,1020.0907380403781,317.68922325542223,1951.4997728305316,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2201,250912_mACPOLR2A_Kinetic_pSer2,H,18,750.2626431964475,1.015337680091833,1173.6677657491,1.0372069334724545,,0,0.0
116,H19,562.5306731583853,414.00313958481007,321.8150020203489,2087.2757242757243,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,2002,250912_mACPOLR2A_Kinetic_pSer2,H,19,144.1750447408794,0.19511348030160577,378.79963412038177,0.33475709086695615,,240,4.0
117,H20,637.607691061008,479.20814134046867,315.61821264274494,2034.0925287356322,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,1740,250912_mACPOLR2A_Kinetic_pSer2,H,20,209.380046496538,0.28335603884205446,453.8766520230045,0.40110500105543667,,120,2.0
118,H21,772.350179006408,582.2557823959833,310.77000965325095,2101.9948559670784,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1944,250912_mACPOLR2A_Kinetic_pSer2,H,21,312.4276875520526,0.4228114065816508,588.6191399684044,0.5201811542980858,,60,1.0
119,H22,1258.9080945465332,264.97890839943335,309.3013801002419,1737.4631236442517,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1844,250912_mACPOLR2A_Kinetic_pSer2,H,22,-4.84918644449732,-0.006562450842430518,1075.1770555085297,0.9501676106544296,,0,0.0
130,I13,1151.5325546898546,265.6095961979364,303.95801596957,1710.1796768008765,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,3651,250912_mACPOLR2A_Kinetic_pSer2,I,13,-4.218498645994259,-0.005708934954359502,967.8015156518511,0.8552764858618763,,480,8.0
131,I14,633.1817636507624,442.73817224243425,315.7497448603841,1967.7186813186813,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2730,250912_mACPOLR2A_Kinetic_pSer2,I,14,172.91007739850357,0.23400087748248322,449.45072461275885,0.39719367049757426,,480,8.0
132,I15,625.4323753532104,439.5979571555701,314.1996298997058,1995.0946358482338,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2293,250912_mACPOLR2A_Kinetic_pSer2,I,15,169.76986231163943,0.229751194081345,441.7013363152069,0.3903452935488719,,480,8.0
133,I16,639.5004634593529,446.54379721420014,319.7118437957239,1912.8972133394243,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2189,250912_mACPOLR2A_Kinetic_pSer2,I,16,176.71570237026947,0.2391510665065162,455.76942442134936,0.40277770325646844,,480,8.0
134,I17,600.3716998662724,438.4946576999694,304.4930171281421,2010.2229934924078,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2305,250912_mACPOLR2A_Kinetic_pSer2,I,17,168.66656285603875,0.22825808827385932,416.64066082826884,0.3681983903697042,,480,8.0
135,I18,632.16779672399,444.6786142405462,313.0116871559042,2009.8525641025642,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2340,250912_mACPOLR2A_Kinetic_pSer2,I,18,174.85051939661554,0.23662689637677578,448.4367576859865,0.39629759619320004,,480,8.0
136,I19,623.2550633446839,449.05087400124023,318.66200763196304,1996.377990430622,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2508,250912_mACPOLR2A_Kinetic_pSer2,I,19,179.22277915730956,0.24254391773248196,439.52402430668036,0.38842113478991064,,480,8.0
137,I20,651.9495528275319,450.120277212696,324.1861616484068,1939.5955555555556,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1800,250912_mACPOLR2A_Kinetic_pSer2,I,20,180.29218236876534,0.2439911514254408,468.21851378952834,0.41377935311421343,,480,8.0
138,I21,646.3290980261689,449.0291884751786,314.0873828269029,1918.209889001009,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1982,250912_mACPOLR2A_Kinetic_pSer2,I,21,179.20109363124794,0.24251457050065237,462.5980589881654,0.4088123813191574,,480,8.0
139,I22,1246.9156424897596,267.564582758789,316.78387169132554,1704.3020134228188,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1937,250912_mACPOLR2A_Kinetic_pSer2,I,22,-2.263512085141656,-0.0030632327628576763,1063.1846034517562,0.9395695054788286,,480,8.0
150,J13,1193.3470872886471,265.2112829964902,294.573612893419,1719.3816222687817,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,3341,250912_mACPOLR2A_Kinetic_pSer2,J,13,-4.616811847440488,-0.00624797605626396,1009.6160482506436,0.8922292968677202,,0,0.0
151,J14,633.0585220137273,453.5810342300344,310.2692438087621,2000.5060783430888,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2221,250912_mACPOLR2A_Kinetic_pSer2,J,14,183.75293938610372,0.24867462731646398,449.32748297572374,0.39708475800618986,,480,8.0
152,J15,565.644744737021,433.37164397178043,312.8624765487118,2065.9603143418467,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa647,2545,250912_mACPOLR2A_Kinetic_pSer2,J,15,163.54354912784976,0.22132506432414356,381.9137056990175,0.33750909337307333,,120,2.0
153,J16,617.7533600280805,486.08503741767794,307.83639936766855,2058.6078147612156,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa647,2073,250912_mACPOLR2A_Kinetic_pSer2,J,16,216.25694257374727,0.29266260871139826,434.02232099007693,0.3835591073981578,,240,4.0
154,J17,807.9544918889992,614.4993583330731,316.93373283088187,2050.6448723690105,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa647,2233,250912_mACPOLR2A_Kinetic_pSer2,J,17,344.67126348914246,0.46644694926354546,624.2234528509957,0.5516457997974671,,60,1.0
155,J18,616.2360502844522,450.7465225129892,301.86866534451104,2002.9519184069936,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2059,250912_mACPOLR2A_Kinetic_pSer2,J,18,180.91842766905853,0.24483865523778459,432.50501124644865,0.38221821329486605,,480,8.0
156,J19,563.2122741620854,434.5971206790429,311.9793068073471,1953.922077922078,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa647,1848,250912_mACPOLR2A_Kinetic_pSer2,J,19,164.76902583511225,0.22298351378613107,379.4812351240818,0.33535944300401793,,240,4.0
157,J20,584.0075260469166,481.78472943515214,295.3906700420917,2035.460302457467,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa647,2116,250912_mACPOLR2A_Kinetic_pSer2,J,20,211.95663459122147,0.2868429603919032,400.2764870089131,0.35373685786339815,,120,2.0
158,J21,765.2983993724679,618.2619677917775,306.96132088457205,2008.6707188160676,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1892,250912_mACPOLR2A_Kinetic_pSer2,J,21,348.4338729478468,0.47153892497836475,581.5673603344644,0.5139492759564547,,60,1.0
159,J22,1245.0263234121323,268.08360075156565,310.95315415761996,1647.3950966525224,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2121,250912_mACPOLR2A_Kinetic_pSer2,J,22,-1.7444940923650165,-0.0023608407012369703,1061.2952843741289,0.9378998550853834,,0,0.0
170,K13,1103.593551328471,266.3981038151192,297.5180482129967,1683.4615144904956,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,3209,250912_mACPOLR2A_Kinetic_pSer2,K,13,-3.4299910288114575,-0.004641839981652062,919.8625122904675,0.8129112883833117,,0,0.0
171,K14,750.0359383056954,541.5411832517226,311.2395957331786,2017.3226086956522,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa647,2300,250912_mACPOLR2A_Kinetic_pSer2,K,14,271.71308840779193,0.3677119463914432,566.3048992676918,0.5004613614867187,,480,8.0
172,K15,650.188552642252,487.4691698308234,306.4608092917717,2058.465038314176,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa647,2088,250912_mACPOLR2A_Kinetic_pSer2,K,15,217.6410749868927,0.2945357684722462,466.4575136042485,0.41222310214156044,,120,2.0
173,K16,698.2924190301961,560.7688421652962,309.958338028862,2031.9174635128334,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa647,1987,250912_mACPOLR2A_Kinetic_pSer2,K,16,290.9407473213655,0.39373292287473205,514.5613799921925,0.4547339942359371,,240,4.0
174,K17,768.6365046846677,650.6737602975624,300.32179587075046,2096.823134953898,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa647,2386,250912_mACPOLR2A_Kinetic_pSer2,K,17,380.8456654536317,0.5154021167670897,584.9054656466642,0.5168992640838571,,60,1.0
175,K18,723.1929214172116,518.9615564608887,303.3243843905698,1958.0979699911738,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa647,2266,250912_mACPOLR2A_Kinetic_pSer2,K,18,249.13346161695802,0.33715471941094194,539.461882379208,0.4767393474342296,,480,8.0
176,K19,660.8879762333786,500.6022251384049,309.9028976013413,2086.571280456195,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa647,1929,250912_mACPOLR2A_Kinetic_pSer2,K,19,230.77413029447422,0.3123088590418457,477.15693719537506,0.4216785175979031,,240,4.0
177,K20,646.3701210571309,533.6906933798775,305.6173867384669,2100.9641943734014,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa647,1955,250912_mACPOLR2A_Kinetic_pSer2,K,20,263.86259853594686,0.35708780263812495,462.63908201912733,0.40884863465539745,,120,2.0
178,K21,776.0036617067815,646.6457241981939,302.5849544666371,2065.8133147113595,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa647,2148,250912_mACPOLR2A_Kinetic_pSer2,K,21,376.8176293542632,0.5099509366163167,592.272622668778,0.5234098512928699,,60,1.0
179,K22,1174.3456499663905,264.2079623160607,300.9710278198441,1677.7155260469867,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1958,250912_mACPOLR2A_Kinetic_pSer2,K,22,-5.620132527869998,-0.0076057796218464225,990.614610928387,0.8754371320731049,,0,0.0
190,L13,1222.912233573067,265.7727181935462,288.1936949016299,1703.4003139717424,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1911,250912_mACPOLR2A_Kinetic_pSer2,L,13,-4.05537665038446,-0.005488180382482148,1039.1811945350635,0.9183569418539957,,0,0.0
191,L14,1013.7563042352394,759.0824635866007,348.3724526560343,2005.4643377001455,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,2061,250912_mACPOLR2A_Kinetic_pSer2,L,14,489.25436874267007,0.6621126617974321,830.025265197236,0.7335193017509573,,480,8.0
192,L15,924.7848042779873,726.1078078178622,304.8499303944694,2063.6262931034485,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,2320,250912_mACPOLR2A_Kinetic_pSer2,L,15,456.2797129739315,0.6174877417195557,741.0537652399837,0.6548924029554477,,120,2.0
193,L16,960.1394601774977,749.7458729772757,316.29037317965697,2108.2717277486913,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,1910,250912_mACPOLR2A_Kinetic_pSer2,L,16,479.917778133345,0.6494773635652673,776.4084211394941,0.6861364187660891,,240,4.0
194,L17,1049.825669136789,851.3193264278646,313.3904291665275,2129.003203074952,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,1561,250912_mACPOLR2A_Kinetic_pSer2,L,17,581.4912315839339,0.7869376989833443,866.0946300987855,0.7653949282728777,,60,1.0
195,L18,1006.8078780367018,773.7375278909657,318.02824890171,1921.7939058171746,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,1805,250912_mACPOLR2A_Kinetic_pSer2,L,18,503.909433047035,0.6819455018399483,823.0768389986983,0.7273787600745443,,480,8.0
196,L19,894.2402930949411,719.4941015806221,300.1163563962447,2069.6767830045524,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,1977,250912_mACPOLR2A_Kinetic_pSer2,L,19,449.66600673669143,0.6085373492021849,710.5092540569376,0.6278992625599101,,240,4.0
197,L20,995.0418336192511,761.1619271578181,312.26670701625204,1884.4035921817222,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,1893,250912_mACPOLR2A_Kinetic_pSer2,L,20,491.33383231388746,0.6649268199290965,811.3107945812476,0.7169807384150368,,120,2.0
198,L21,1029.8708793098428,840.030060596456,308.0615453321862,2055.1919140225177,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,1954,250912_mACPOLR2A_Kinetic_pSer2,L,21,570.2019657525253,0.7716598265167539,846.1398402718394,0.7477602560355567,,60,1.0
199,L22,1232.6848171192357,267.0166279247683,307.6641173818978,1664.9205097087379,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1648,250912_mACPOLR2A_Kinetic_pSer2,L,22,-2.811466919162399,-0.003804785331168145,1048.9537780812323,0.9269932797579814,,0,0.0
210,M13,1177.0006864269983,268.694723942706,292.2167549424265,1643.1515422440768,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2237,250912_mACPOLR2A_Kinetic_pSer2,M,13,-1.13337090122468,-0.0015338017852392861,993.2696473889948,0.8777834708803286,,0,0.0
211,M14,1333.4172956781326,1070.5159510238905,316.2416017755477,1922.7172533179457,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1733,250912_mACPOLR2A_Kinetic_pSer2,M,14,800.6878561799598,1.0835786077630916,1149.6862566401292,1.0160137233930402,,0,0.0
212,M15,554.528824913049,438.80546698306375,314.9874134081626,1976.9249667994688,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,1506,250912_mACPOLR2A_Kinetic_pSer2,M,15,168.97737213913308,0.2286787094780599,370.79778587504546,0.3276856071618891,,120,2.0
213,M16,601.9384708846975,490.889502999326,311.3799959833221,2031.9846897663174,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,1241,250912_mACPOLR2A_Kinetic_pSer2,M,16,221.06140815539533,0.29916453837827933,418.20743184669396,0.3695829949493802,,240,4.0
214,M17,746.5163577050625,622.1400594521607,311.5950117540785,2066.5024154589373,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1656,250912_mACPOLR2A_Kinetic_pSer2,M,17,352.31196460823,0.47678718387189195,562.7853186670591,0.4973509979678216,,60,1.0
215,M18,1271.6778164930029,1033.0485331938394,304.677534408454,2061.019822639541,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1917,250912_mACPOLR2A_Kinetic_pSer2,M,18,763.2204383499087,1.0328735894024286,1087.9467774549994,0.9614526135555189,,0,0.0
216,M19,536.0165367381296,432.6952297615886,317.97224681568883,2063.6847767617,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,1859,250912_mACPOLR2A_Kinetic_pSer2,M,19,162.86713491765795,0.22040966644156834,352.2854977001261,0.31132571877625953,,240,4.0
217,M20,584.9168391047218,498.778586141409,303.5726086218733,1962.3380035026269,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,1713,250912_mACPOLR2A_Kinetic_pSer2,M,20,228.95049129747832,0.3098409107768939,401.1858000667183,0.3545404462687171,,120,2.0
218,M21,749.2456903195406,612.6111062521667,309.7246711702549,2003.1104684788895,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1729,250912_mACPOLR2A_Kinetic_pSer2,M,21,342.783011408236,0.46389155948818894,565.514651281537,0.4997629946112518,,60,1.0
219,M22,1131.5503430583858,269.3370575755087,307.0492683017867,1753.268930523029,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2562,250912_mACPOLR2A_Kinetic_pSer2,M,22,-0.4910372684219624,-0.0006645254771503286,947.8193040203823,0.837617580117758,,0,0.0
230,N13,183.62841412333114,266.5286562930568,298.8407850994487,1694.632045929019,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1916,250912_mACPOLR2A_Kinetic_pSer2,N,13,-3.2994385508738446,-0.0044651620525542265,-0.10262491467238988,-9.06928486506433e-05,,0,0.0
231,N14,1170.0553536019963,270.33327823949605,293.8288683726418,1750.6822846943328,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2241,250912_mACPOLR2A_Kinetic_pSer2,N,14,0.5051833955653819,0.0006836695676182888,986.3243145639929,0.8716456629149134,,0,0.0
232,N15,183.89977679747875,266.4460850086465,296.65546499073736,1669.1383526383527,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1554,250912_mACPOLR2A_Kinetic_pSer2,N,15,-3.3820098352841796,-0.004576906569112064,0.16873775947522063,0.00014911883854508117,,0,0.0
233,N16,1180.0587962244297,267.1334580452025,294.68948985463277,1706.2116136236739,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1791,250912_mACPOLR2A_Kinetic_pSer2,N,16,-2.6946367987281974,-0.003646678000992235,996.3277571864262,0.8804860182091218,,0,0.0
234,N17,185.13298778922294,269.18392836345737,298.98024500523184,1710.172324881822,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2327,250912_mACPOLR2A_Kinetic_pSer2,N,17,-0.6441664804733023,-0.0008717567185408023,1.4019487512194075,0.0012389459841812423,,0,0.0
235,N18,1203.1146296058748,277.1355293144004,300.86791518595163,1666.3224092116918,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2258,250912_mACPOLR2A_Kinetic_pSer2,N,18,7.30743447046973,0.009889221634519147,1019.3835905678714,0.9008611796799298,,0,0.0
237,N20,1178.513391457649,273.356752755213,301.86816215517854,1682.3569641367806,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2398,250912_mACPOLR2A_Kinetic_pSer2,N,20,3.5286579112823233,0.004775366826495423,994.7823524196456,0.8791202956546617,,0,0.0
