,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_488_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
108,250912_mACPOLR2A_Kinetic_pSer2,H11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2295,592.4164511957127,322.58835635178207,0.4365619377867578
109,250912_mACPOLR2A_Kinetic_pSer2,H12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3224,263.27229812655327,-6.5557967173774045,-0.008872023004926212
110,250912_mACPOLR2A_Kinetic_pSer2,H13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3067,266.01955559319407,-3.808539250736601,-0.005154132945906347
111,250912_mACPOLR2A_Kinetic_pSer2,H14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2647,1007.3238904323109,737.4957955883802,0.9980601819383407
112,250912_mACPOLR2A_Kinetic_pSer2,H15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,2343,434.8316118819367,165.003517038006,0.22330085299541613
113,250912_mACPOLR2A_Kinetic_pSer2,H16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,2543,478.4689599916819,208.64086514775124,0.2823556975846959
114,250912_mACPOLR2A_Kinetic_pSer2,H17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1931,612.5627343225157,342.734639478585,0.46382609728867946
115,250912_mACPOLR2A_Kinetic_pSer2,H18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2201,1020.0907380403781,750.2626431964475,1.015337680091833
116,250912_mACPOLR2A_Kinetic_pSer2,H19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,2002,414.00313958481007,144.1750447408794,0.19511348030160577
117,250912_mACPOLR2A_Kinetic_pSer2,H20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1740,479.20814134046867,209.380046496538,0.28335603884205446
118,250912_mACPOLR2A_Kinetic_pSer2,H21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1944,582.2557823959833,312.4276875520526,0.4228114065816508
119,250912_mACPOLR2A_Kinetic_pSer2,H22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1844,264.97890839943335,-4.84918644449732,-0.006562450842430518
120,250912_mACPOLR2A_Kinetic_pSer2,I03,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2520,267.7473876096396,-2.080707234291083,-0.0028158411929117434
121,250912_mACPOLR2A_Kinetic_pSer2,I04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1939,430.64451302515636,160.81641818122569,0.2176344116790179
122,250912_mACPOLR2A_Kinetic_pSer2,I05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1933,431.31469137605427,161.4865965321236,0.2185413705129929
123,250912_mACPOLR2A_Kinetic_pSer2,I06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1859,442.3040832368558,172.4759883929251,0.2334134206393707
124,250912_mACPOLR2A_Kinetic_pSer2,I07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2023,434.54747666816206,164.7193818242314,0.22291633006680917
125,250912_mACPOLR2A_Kinetic_pSer2,I08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2297,440.1960993472771,170.3680045033464,0.23056066568545605
126,250912_mACPOLR2A_Kinetic_pSer2,I09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2211,431.57002801650293,161.74193317257226,0.21888692005421898
127,250912_mACPOLR2A_Kinetic_pSer2,I10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1800,436.883899380478,167.05580453654733,0.22607823348549713
128,250912_mACPOLR2A_Kinetic_pSer2,I11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2511,442.2817345358796,172.45363969194892,0.23338317592652516
129,250912_mACPOLR2A_Kinetic_pSer2,I12,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4061,267.3234636135931,-2.5046312303375657,-0.003389541630464241
130,250912_mACPOLR2A_Kinetic_pSer2,I13,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,3651,265.6095961979364,-4.218498645994259,-0.005708934954359502
131,250912_mACPOLR2A_Kinetic_pSer2,I14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2730,442.73817224243425,172.91007739850357,0.23400087748248322
132,250912_mACPOLR2A_Kinetic_pSer2,I15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2293,439.5979571555701,169.76986231163943,0.229751194081345
133,250912_mACPOLR2A_Kinetic_pSer2,I16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2189,446.54379721420014,176.71570237026947,0.2391510665065162
134,250912_mACPOLR2A_Kinetic_pSer2,I17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2305,438.4946576999694,168.66656285603875,0.22825808827385932
135,250912_mACPOLR2A_Kinetic_pSer2,I18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2340,444.6786142405462,174.85051939661554,0.23662689637677578
136,250912_mACPOLR2A_Kinetic_pSer2,I19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2508,449.05087400124023,179.22277915730956,0.24254391773248196
137,250912_mACPOLR2A_Kinetic_pSer2,I20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1800,450.120277212696,180.29218236876534,0.2439911514254408
138,250912_mACPOLR2A_Kinetic_pSer2,I21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1982,449.0291884751786,179.20109363124794,0.24251457050065237
139,250912_mACPOLR2A_Kinetic_pSer2,I22,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1937,267.564582758789,-2.263512085141656,-0.0030632327628576763
140,250912_mACPOLR2A_Kinetic_pSer2,J03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2439,269.03477060547374,-0.7933242384569326,-0.001073613352790342
141,250912_mACPOLR2A_Kinetic_pSer2,J04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2224,445.47584129427054,175.64774645033987,0.23770579144715576
142,250912_mACPOLR2A_Kinetic_pSer2,J05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1928,428.62609680806145,158.79800196413078,0.2149028695212028
143,250912_mACPOLR2A_Kinetic_pSer2,J06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1890,479.0286987203067,209.20060387637602,0.2831131974113674
144,250912_mACPOLR2A_Kinetic_pSer2,J07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2822,591.9545256832668,322.1264308393361,0.43593680953009295
145,250912_mACPOLR2A_Kinetic_pSer2,J08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2454,432.9198765175999,163.09178167366923,0.2207136830658226
146,250912_mACPOLR2A_Kinetic_pSer2,J09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2645,432.49469369638524,162.66659885245457,0.22013827904801392
147,250912_mACPOLR2A_Kinetic_pSer2,J10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2588,487.36623185109136,217.53813700716069,0.29439646151023463
148,250912_mACPOLR2A_Kinetic_pSer2,J11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2649,598.4839569741068,328.65586213017616,0.44477315194868344
149,250912_mACPOLR2A_Kinetic_pSer2,J12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3288,267.8879999044575,-1.9400949394731697,-0.0026255492164852607
150,250912_mACPOLR2A_Kinetic_pSer2,J13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3341,265.2112829964902,-4.616811847440488,-0.00624797605626396
151,250912_mACPOLR2A_Kinetic_pSer2,J14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2221,453.5810342300344,183.75293938610372,0.24867462731646398
152,250912_mACPOLR2A_Kinetic_pSer2,J15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,2545,433.37164397178043,163.54354912784976,0.22132506432414356
153,250912_mACPOLR2A_Kinetic_pSer2,J16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,2073,486.08503741767794,216.25694257374727,0.29266260871139826
154,250912_mACPOLR2A_Kinetic_pSer2,J17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,2233,614.4993583330731,344.67126348914246,0.46644694926354546
155,250912_mACPOLR2A_Kinetic_pSer2,J18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2059,450.7465225129892,180.91842766905853,0.24483865523778459
156,250912_mACPOLR2A_Kinetic_pSer2,J19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1848,434.5971206790429,164.76902583511225,0.22298351378613107
157,250912_mACPOLR2A_Kinetic_pSer2,J20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,2116,481.78472943515214,211.95663459122147,0.2868429603919032
158,250912_mACPOLR2A_Kinetic_pSer2,J21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1892,618.2619677917775,348.4338729478468,0.47153892497836475
159,250912_mACPOLR2A_Kinetic_pSer2,J22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2121,268.08360075156565,-1.7444940923650165,-0.0023608407012369703
160,250912_mACPOLR2A_Kinetic_pSer2,K03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1799,267.111276833509,-2.7168180104216617,-0.003676696048974095
161,250912_mACPOLR2A_Kinetic_pSer2,K04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1773,502.6227667928655,232.79467194893482,0.31504327757457246
162,250912_mACPOLR2A_Kinetic_pSer2,K05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1644,493.5606065481459,223.73251170421526,0.3027793686049174
163,250912_mACPOLR2A_Kinetic_pSer2,K06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1899,534.2316346556596,264.40353981172893,0.35781986369034324
164,250912_mACPOLR2A_Kinetic_pSer2,K07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1942,634.9403255707904,365.1122307268597,0.4941099076184407
165,250912_mACPOLR2A_Kinetic_pSer2,K08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2483,514.1694182046971,244.3413233607664,0.3306694724326422
166,250912_mACPOLR2A_Kinetic_pSer2,K09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1903,477.7042861168296,207.87619127289895,0.2813208570456394
167,250912_mACPOLR2A_Kinetic_pSer2,K10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1896,532.863795117645,263.0357002737144,0.3559687532347452
168,250912_mACPOLR2A_Kinetic_pSer2,K11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2403,646.7640316218244,376.93593677789374,0.5101110431951741
169,250912_mACPOLR2A_Kinetic_pSer2,K12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2919,265.2823432147537,-4.545751629176948,-0.006151809576681383
170,250912_mACPOLR2A_Kinetic_pSer2,K13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3209,266.3981038151192,-3.4299910288114575,-0.004641839981652062
171,250912_mACPOLR2A_Kinetic_pSer2,K14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2300,541.5411832517226,271.71308840779193,0.3677119463914432
172,250912_mACPOLR2A_Kinetic_pSer2,K15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,2088,487.4691698308234,217.6410749868927,0.2945357684722462
173,250912_mACPOLR2A_Kinetic_pSer2,K16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1987,560.7688421652962,290.9407473213655,0.39373292287473205
174,250912_mACPOLR2A_Kinetic_pSer2,K17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,2386,650.6737602975624,380.8456654536317,0.5154021167670897
175,250912_mACPOLR2A_Kinetic_pSer2,K18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2266,518.9615564608887,249.13346161695802,0.33715471941094194
176,250912_mACPOLR2A_Kinetic_pSer2,K19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1929,500.6022251384049,230.77413029447422,0.3123088590418457
177,250912_mACPOLR2A_Kinetic_pSer2,K20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1955,533.6906933798775,263.86259853594686,0.35708780263812495
178,250912_mACPOLR2A_Kinetic_pSer2,K21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,2148,646.6457241981939,376.8176293542632,0.5099509366163167
179,250912_mACPOLR2A_Kinetic_pSer2,K22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1958,264.2079623160607,-5.620132527869998,-0.0076057796218464225
180,250912_mACPOLR2A_Kinetic_pSer2,L03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1954,269.3344642876325,-0.49363055629817154,-0.0006680349986757807
181,250912_mACPOLR2A_Kinetic_pSer2,L04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1505,726.2211943230789,456.3930994791482,0.6176411887720037
182,250912_mACPOLR2A_Kinetic_pSer2,L05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2028,702.7794124668387,432.95131762290805,0.5859171990159237
183,250912_mACPOLR2A_Kinetic_pSer2,L06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2135,683.085761389273,413.2576665453423,0.5592655908371622
184,250912_mACPOLR2A_Kinetic_pSer2,L07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2139,772.3789852806498,502.5508904367191,0.6801069730063823
185,250912_mACPOLR2A_Kinetic_pSer2,L08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2255,739.6058722863173,469.77777744238665,0.6357548027113459
186,250912_mACPOLR2A_Kinetic_pSer2,L09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2397,696.2557877043242,426.42769286039356,0.577088714628188
187,250912_mACPOLR2A_Kinetic_pSer2,L10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2366,735.2872951909934,465.45920034706273,0.6299104306250819
188,250912_mACPOLR2A_Kinetic_pSer2,L11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2133,812.116684018432,542.2885891745013,0.7338843844428778
189,250912_mACPOLR2A_Kinetic_pSer2,L12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2874,264.0503778690245,-5.777716974906184,-0.007819040175764713
190,250912_mACPOLR2A_Kinetic_pSer2,L13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1911,265.7727181935462,-4.05537665038446,-0.005488180382482148
191,250912_mACPOLR2A_Kinetic_pSer2,L14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2061,759.0824635866007,489.25436874267007,0.6621126617974321
192,250912_mACPOLR2A_Kinetic_pSer2,L15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,2320,726.1078078178622,456.2797129739315,0.6174877417195557
193,250912_mACPOLR2A_Kinetic_pSer2,L16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1910,749.7458729772757,479.917778133345,0.6494773635652673
194,250912_mACPOLR2A_Kinetic_pSer2,L17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1561,851.3193264278646,581.4912315839339,0.7869376989833443
195,250912_mACPOLR2A_Kinetic_pSer2,L18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1805,773.7375278909657,503.909433047035,0.6819455018399483
196,250912_mACPOLR2A_Kinetic_pSer2,L19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1977,719.4941015806221,449.66600673669143,0.6085373492021849
197,250912_mACPOLR2A_Kinetic_pSer2,L20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1893,761.1619271578181,491.33383231388746,0.6649268199290965
198,250912_mACPOLR2A_Kinetic_pSer2,L21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1954,840.030060596456,570.2019657525253,0.7716598265167539
199,250912_mACPOLR2A_Kinetic_pSer2,L22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1648,267.0166279247683,-2.811466919162399,-0.003804785331168145
200,250912_mACPOLR2A_Kinetic_pSer2,M03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1570,266.1896767540418,-3.638418089888887,-0.004923906336123752
201,250912_mACPOLR2A_Kinetic_pSer2,M04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1711,982.4916043501759,712.6635095062452,0.9644544093856882
202,250912_mACPOLR2A_Kinetic_pSer2,M05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1756,420.7470863537332,150.91899150980254,0.20424012858819562
203,250912_mACPOLR2A_Kinetic_pSer2,M06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2059,517.1088915093289,247.28079666539827,0.3346474900413842
204,250912_mACPOLR2A_Kinetic_pSer2,M07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1960,577.6789076095042,307.85081276557355,0.4166174777356458
205,250912_mACPOLR2A_Kinetic_pSer2,M08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1823,1018.5141135665225,748.6860187225918,1.0132040189663898
206,250912_mACPOLR2A_Kinetic_pSer2,M09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1577,428.3338234935328,158.50572864960213,0.2145073332222583
207,250912_mACPOLR2A_Kinetic_pSer2,M10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1986,477.52500870939156,207.69691386546089,0.28107823919892705
208,250912_mACPOLR2A_Kinetic_pSer2,M11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2092,601.0333537522412,331.2052589083105,0.44822327522726807
209,250912_mACPOLR2A_Kinetic_pSer2,M12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2190,271.39335967068484,1.5652648267541736,0.002118288005324284
210,250912_mACPOLR2A_Kinetic_pSer2,M13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2237,268.694723942706,-1.13337090122468,-0.0015338017852392861
211,250912_mACPOLR2A_Kinetic_pSer2,M14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1733,1070.5159510238905,800.6878561799598,1.0835786077630916
212,250912_mACPOLR2A_Kinetic_pSer2,M15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1506,438.80546698306375,168.97737213913308,0.2286787094780599
213,250912_mACPOLR2A_Kinetic_pSer2,M16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1241,490.889502999326,221.06140815539533,0.29916453837827933
214,250912_mACPOLR2A_Kinetic_pSer2,M17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1656,622.1400594521607,352.31196460823,0.47678718387189195
215,250912_mACPOLR2A_Kinetic_pSer2,M18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1917,1033.0485331938394,763.2204383499087,1.0328735894024286
216,250912_mACPOLR2A_Kinetic_pSer2,M19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1859,432.6952297615886,162.86713491765795,0.22040966644156834
217,250912_mACPOLR2A_Kinetic_pSer2,M20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1713,498.778586141409,228.95049129747832,0.3098409107768939
218,250912_mACPOLR2A_Kinetic_pSer2,M21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1729,612.6111062521667,342.783011408236,0.46389155948818894
219,250912_mACPOLR2A_Kinetic_pSer2,M22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2562,269.3370575755087,-0.4910372684219624,-0.0006645254771503286
