,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,IF_561_Intensity,IF_561_Intensity_BGS,IF_561_Intensity_FC
234,250912_mACPOLR2A_Kinetic_pSer2,N17,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2327,185.13298778922294,1.4019487512194075,0.0012389459841812423
235,250912_mACPOLR2A_Kinetic_pSer2,N18,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2258,1203.1146296058748,1019.3835905678714,0.9008611796799298
237,250912_mACPOLR2A_Kinetic_pSer2,N20,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2398,1178.513391457649,994.7823524196456,0.8791202956546617
239,250912_mACPOLR2A_Kinetic_pSer2,N22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2865,1178.4092505594765,994.678211521473,0.8790282630839507
10,260522_mACPOLR2A_Kinetic_pSer2,C13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2375,902.0705945100943,746.7820692369426,1.2585049814615938
11,260522_mACPOLR2A_Kinetic_pSer2,C14,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2786,853.721553948149,698.4330286749971,1.1770253759613298
12,260522_mACPOLR2A_Kinetic_pSer2,C15,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2843,843.7955382436726,688.5070129705207,1.1602976842762391
13,260522_mACPOLR2A_Kinetic_pSer2,C16,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3337,849.2315732036944,693.9430479305427,1.169458693034226
14,260522_mACPOLR2A_Kinetic_pSer2,C17,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2566,858.3772660819358,703.088740808784,1.1848713556038364
15,260522_mACPOLR2A_Kinetic_pSer2,C18,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3167,848.2696357332512,692.9811104600994,1.167837600150134
16,260522_mACPOLR2A_Kinetic_pSer2,C19,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2831,825.9583173883062,670.6697921151545,1.1302377347586423
17,260522_mACPOLR2A_Kinetic_pSer2,C20,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2788,807.2395307468372,651.9510054736854,1.0986921377154826
18,260522_mACPOLR2A_Kinetic_pSer2,C21,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2312,836.742650353425,681.4541250802731,1.148411894687536
19,260522_mACPOLR2A_Kinetic_pSer2,C22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3012,842.474451380366,687.1859261072141,1.158071339446999
30,260522_mACPOLR2A_Kinetic_pSer2,D13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2440,836.0187149327459,680.7301896595941,1.1471918917298967
31,260522_mACPOLR2A_Kinetic_pSer2,D14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1803,825.4491038564066,670.1605785832548,1.129379589132331
32,260522_mACPOLR2A_Kinetic_pSer2,D15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1784,842.0404506335051,686.7519253603532,1.1573399452098014
33,260522_mACPOLR2A_Kinetic_pSer2,D16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1894,850.1412218051778,694.8526965320259,1.170991666767133
34,260522_mACPOLR2A_Kinetic_pSer2,D17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2242,814.9088489385991,659.6203236654474,1.111616758627456
35,260522_mACPOLR2A_Kinetic_pSer2,D18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1644,836.9367972844876,681.6482720113358,1.1487390783331308
36,260522_mACPOLR2A_Kinetic_pSer2,D19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1893,828.4304022186519,673.1418769455001,1.1344037842685946
37,260522_mACPOLR2A_Kinetic_pSer2,D20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1652,886.0705018643215,730.7819765911697,1.2315410288868793
38,260522_mACPOLR2A_Kinetic_pSer2,D21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2159,855.0418312784934,699.7533060053415,1.1792503565354444
39,260522_mACPOLR2A_Kinetic_pSer2,D22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2532,827.4362146472565,672.1476893741046,1.1327283423121655
50,260522_mACPOLR2A_Kinetic_pSer2,E13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3082,766.6686081587197,611.3800828855678,1.0303205065757444
51,260522_mACPOLR2A_Kinetic_pSer2,E14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,1966,579.2465529987985,423.9580277256467,0.7144698725406469
52,260522_mACPOLR2A_Kinetic_pSer2,E15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,1710,578.503504552659,423.2149792795072,0.7132176596000104
53,260522_mACPOLR2A_Kinetic_pSer2,E16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2269,571.2077568969019,415.91923162375,0.7009225936811955
54,260522_mACPOLR2A_Kinetic_pSer2,E17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2197,600.9038054311591,445.61528015800724,0.7509674816741211
55,260522_mACPOLR2A_Kinetic_pSer2,E18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2027,574.436413007647,419.1478877344952,0.7063636453161807
56,260522_mACPOLR2A_Kinetic_pSer2,E19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,1560,562.678462372959,407.3899370998071,0.6865487085962158
57,260522_mACPOLR2A_Kinetic_pSer2,E20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1988,581.832385882774,426.5438606096222,0.7188276145108519
58,260522_mACPOLR2A_Kinetic_pSer2,E21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1544,640.2530017678009,484.9644764946491,0.8172802141916204
59,260522_mACPOLR2A_Kinetic_pSer2,E22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2416,728.3046586632821,573.0161333901303,0.9656681487628653
70,260522_mACPOLR2A_Kinetic_pSer2,F13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3838,702.2562122513995,546.9676869782477,0.9217703358411031
71,260522_mACPOLR2A_Kinetic_pSer2,F14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2286,479.8072879489492,324.51876267579735,0.5468911162028208
72,260522_mACPOLR2A_Kinetic_pSer2,F15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,1920,433.28935785931947,278.00083258616763,0.46849736633025074
73,260522_mACPOLR2A_Kinetic_pSer2,F16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1745,386.19105407638347,230.90252880323163,0.38912554907467356
74,260522_mACPOLR2A_Kinetic_pSer2,F17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2413,439.1151854514057,283.82666017825386,0.4783152681623991
75,260522_mACPOLR2A_Kinetic_pSer2,F18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,1980,487.1664500798196,331.87792480666775,0.5592930505590478
76,260522_mACPOLR2A_Kinetic_pSer2,F19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2161,422.432033756498,267.1435084833462,0.45020019901515224
77,260522_mACPOLR2A_Kinetic_pSer2,F20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1917,401.63506903491884,246.346543761767,0.41515237880150957
78,260522_mACPOLR2A_Kinetic_pSer2,F21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1713,472.86903098472555,317.5805057115737,0.5351985069238404
79,260522_mACPOLR2A_Kinetic_pSer2,F22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2626,750.1749731240003,594.8864478508485,1.0025248179690087
90,260522_mACPOLR2A_Kinetic_pSer2,G13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3908,674.1245363906373,518.8360111174854,0.8743617869939039
91,260522_mACPOLR2A_Kinetic_pSer2,G14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2096,446.17351391406754,290.8849886409157,0.49021022640654743
92,260522_mACPOLR2A_Kinetic_pSer2,G15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2151,368.4651674038291,213.1766421306773,0.35925322407224336
93,260522_mACPOLR2A_Kinetic_pSer2,G16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2282,338.1337274129922,182.84520213984035,0.30813755071070176
94,260522_mACPOLR2A_Kinetic_pSer2,G17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2447,350.6091657439215,195.32064047076966,0.32916162444272645
95,260522_mACPOLR2A_Kinetic_pSer2,G18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2285,442.95174109440336,287.6632158212515,0.48478077475028586
96,260522_mACPOLR2A_Kinetic_pSer2,G19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2112,368.5035155006526,213.21499022750078,0.3593178497145425
97,260522_mACPOLR2A_Kinetic_pSer2,G20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1704,343.5107434962416,188.22221822308978,0.31719909865745816
98,260522_mACPOLR2A_Kinetic_pSer2,G21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1898,365.6678798739945,210.37935460084265,0.3545391308502751
99,260522_mACPOLR2A_Kinetic_pSer2,G22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3272,643.8847029803792,488.59617770722735,0.8234004924568444
110,260522_mACPOLR2A_Kinetic_pSer2,H13,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,3169,658.4256794562469,503.1371541830951,0.847905488069412
111,260522_mACPOLR2A_Kinetic_pSer2,H14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2186,448.5131320788362,293.22460680568435,0.49415303815360495
112,260522_mACPOLR2A_Kinetic_pSer2,H15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2280,376.3774512870802,221.08892601392836,0.37258729982473754
113,260522_mACPOLR2A_Kinetic_pSer2,H16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2152,319.15447112618426,163.86594585303243,0.2761530005114849
114,260522_mACPOLR2A_Kinetic_pSer2,H17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2223,349.4678172316818,194.17929195852997,0.3272381813829525
115,260522_mACPOLR2A_Kinetic_pSer2,H18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2391,421.3811153984661,266.09259012531425,0.4484291522222853
116,260522_mACPOLR2A_Kinetic_pSer2,H19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2357,339.95814815023334,184.6696228770815,0.3112121325474696
117,260522_mACPOLR2A_Kinetic_pSer2,H20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2169,329.82838948961347,174.53986421646164,0.29414108563759933
118,260522_mACPOLR2A_Kinetic_pSer2,H21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2024,363.27731123571465,207.98878596256282,0.3505104554659355
119,260522_mACPOLR2A_Kinetic_pSer2,H22,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2882,690.8150399331464,535.5265146599945,0.9024892457487893
130,260522_mACPOLR2A_Kinetic_pSer2,I13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,4236,624.7147792335351,469.42625396038324,0.7910946223463134
131,260522_mACPOLR2A_Kinetic_pSer2,I14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2402,640.4191616560944,485.13063638294255,0.8175602330294457
132,260522_mACPOLR2A_Kinetic_pSer2,I15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2047,647.1172806655335,491.82875539238165,0.8288481528752114
133,260522_mACPOLR2A_Kinetic_pSer2,I16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1833,665.8682775045752,510.57975223142336,0.8604480317440454
134,260522_mACPOLR2A_Kinetic_pSer2,I17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2185,658.5341585214991,503.24563324834725,0.8480883010340345
135,260522_mACPOLR2A_Kinetic_pSer2,I18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2148,659.518562633751,504.23003736059917,0.8497472555404091
136,260522_mACPOLR2A_Kinetic_pSer2,I19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2228,642.9229107816084,487.63438550845655,0.8217796443899904
137,260522_mACPOLR2A_Kinetic_pSer2,I20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1989,659.033238159997,503.7447128868452,0.8489293686454161
138,260522_mACPOLR2A_Kinetic_pSer2,I21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1932,666.3956651005813,511.1071398274294,0.8613368049806777
139,260522_mACPOLR2A_Kinetic_pSer2,I22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2769,606.0530910417575,450.7645657686057,0.7596452497390778
150,260522_mACPOLR2A_Kinetic_pSer2,J13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3717,616.1813093524235,460.8927840792716,0.7767137007937849
151,260522_mACPOLR2A_Kinetic_pSer2,J14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2150,499.0064998382614,343.71797456510956,0.5792463437828362
152,260522_mACPOLR2A_Kinetic_pSer2,J15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,1867,467.7754554051179,312.48693013196606,0.5266146234798561
153,260522_mACPOLR2A_Kinetic_pSer2,J16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1996,491.27397815728534,335.9854528841335,0.566215209994753
154,260522_mACPOLR2A_Kinetic_pSer2,J17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2662,512.0716542722114,356.78312899905956,0.6012642290749831
155,260522_mACPOLR2A_Kinetic_pSer2,J18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2566,483.7307703177924,328.4422450446406,0.5535031149495385
156,260522_mACPOLR2A_Kinetic_pSer2,J19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2033,464.55247919847824,309.2639539253264,0.521183143831004
157,260522_mACPOLR2A_Kinetic_pSer2,J20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2239,485.91969843560344,330.6311731624516,0.5571919782120716
158,260522_mACPOLR2A_Kinetic_pSer2,J21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1903,531.5348841820888,376.246358908937,0.6340643896652628
159,260522_mACPOLR2A_Kinetic_pSer2,J22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2780,607.1420321867089,451.85350691355706,0.7614803739498668
170,260522_mACPOLR2A_Kinetic_pSer2,K13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2931,648.2423633654593,492.9538380923074,0.8307441841817205
171,260522_mACPOLR2A_Kinetic_pSer2,K14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2451,413.9760817641095,258.68755649095766,0.43594991349839524
172,260522_mACPOLR2A_Kinetic_pSer2,K15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2071,348.7007697375378,193.412244464386,0.32594552435198737
173,260522_mACPOLR2A_Kinetic_pSer2,K16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2470,351.9488126875255,196.66028741437367,0.3314192474111624
174,260522_mACPOLR2A_Kinetic_pSer2,K17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2159,376.69140969983084,221.402884426679,0.37311639424558
175,260522_mACPOLR2A_Kinetic_pSer2,K18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2335,437.5379487762597,282.2494235031079,0.4756572501215491
176,260522_mACPOLR2A_Kinetic_pSer2,K19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2081,370.4406543627492,215.1521290895974,0.36258238833719914
177,260522_mACPOLR2A_Kinetic_pSer2,K20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1920,361.3601780631386,206.07165278998679,0.34727963117702687
178,260522_mACPOLR2A_Kinetic_pSer2,K21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1826,401.07325108181936,245.78472580866753,0.4142055822436159
179,260522_mACPOLR2A_Kinetic_pSer2,K22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2494,637.6850957334743,482.3965704603225,0.8129526832167171
190,260522_mACPOLR2A_Kinetic_pSer2,L13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2865,632.4496371554543,477.16111188230246,0.8041296932547239
191,260522_mACPOLR2A_Kinetic_pSer2,L14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2017,403.35145464259296,248.06292936944112,0.41804489581062043
192,260522_mACPOLR2A_Kinetic_pSer2,L15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2434,344.59213225068055,189.30360697752872,0.31902149529821916
193,260522_mACPOLR2A_Kinetic_pSer2,L16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1596,311.5815296687293,156.29300439557744,0.2633907972648772
194,260522_mACPOLR2A_Kinetic_pSer2,L17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2351,325.06417646197167,169.77565118881984,0.2861122562440952
195,260522_mACPOLR2A_Kinetic_pSer2,L18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,2053,393.4937239256781,238.2051986525263,0.40143228053208185
196,260522_mACPOLR2A_Kinetic_pSer2,L19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,1672,351.092599107169,195.80407383401717,0.3299763243677975
197,260522_mACPOLR2A_Kinetic_pSer2,L20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2027,310.16111342113834,154.8725881479865,0.2609970588544615
198,260522_mACPOLR2A_Kinetic_pSer2,L21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1635,360.4730854277396,205.18456015458776,0.3457846695990014
199,260522_mACPOLR2A_Kinetic_pSer2,L22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,3285,596.5525408031838,441.26401553003194,0.7436345683175377
210,260522_mACPOLR2A_Kinetic_pSer2,M13,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,2949,621.468308150473,466.1797828773212,0.7856235482558772
211,260522_mACPOLR2A_Kinetic_pSer2,M14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,1585,396.3525967806435,241.0640715074917,0.4062501596397251
212,260522_mACPOLR2A_Kinetic_pSer2,M15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,1771,327.5490371996679,172.26051192651607,0.29029983618937216
213,260522_mACPOLR2A_Kinetic_pSer2,M16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,1838,308.8712367761021,153.58271150295025,0.25882331064849856
214,260522_mACPOLR2A_Kinetic_pSer2,M17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1645,325.040887174662,169.75236190151014,0.28607300826894777
215,260522_mACPOLR2A_Kinetic_pSer2,M18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa568,1857,402.71788699514764,247.4293617219958,0.41697718399314526
216,260522_mACPOLR2A_Kinetic_pSer2,M19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa568,2067,332.6605007473502,177.3719754741984,0.29891386510397977
217,260522_mACPOLR2A_Kinetic_pSer2,M20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa568,2116,314.1324828768615,158.84395760370967,0.26768975870511397
218,260522_mACPOLR2A_Kinetic_pSer2,M21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1863,317.1140276481124,161.8255023749606,0.27271436909901925
219,260522_mACPOLR2A_Kinetic_pSer2,M22,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa568,1963,645.0590428663281,489.7705175931763,0.8253795338094386
230,260522_mACPOLR2A_Kinetic_pSer2,N13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,2433,624.2238143466174,468.9352890734655,0.7902672300167949
231,260522_mACPOLR2A_Kinetic_pSer2,N14,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa568,1774,651.9225056262125,496.6339803530606,0.836946097107104
