,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,IF_561_Intensity,IF_561_Intensity_BGS,IF_561_Intensity_FC
203,260522_mACPOLR2A_Kinetic_pSer2,M06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2088,706.4535350277246,557.2933001731863,0.6760506259969324
204,260522_mACPOLR2A_Kinetic_pSer2,M07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1781,736.1448797157543,586.984644861216,0.7120690962652728
205,260522_mACPOLR2A_Kinetic_pSer2,M08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1900,856.5792254731198,707.4189906185815,0.8581675955931773
206,260522_mACPOLR2A_Kinetic_pSer2,M09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2123,728.9017249066846,579.7414900521463,0.7032824495545686
207,260522_mACPOLR2A_Kinetic_pSer2,M10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1479,712.5822118444012,563.4219769898629,0.6834853032075853
208,260522_mACPOLR2A_Kinetic_pSer2,M11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1851,702.5066705093019,553.3464356547636,0.6712626979389861
209,260522_mACPOLR2A_Kinetic_pSer2,M12,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2985,1009.8322701501036,860.6720352955653,1.0440783480777551
220,260522_mACPOLR2A_Kinetic_pSer2,N03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2746,1073.0372824258882,923.8770475713499,1.1207521356540802
221,260522_mACPOLR2A_Kinetic_pSer2,N04,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2285,1068.124786959243,918.9645521047047,1.114792803944188
222,260522_mACPOLR2A_Kinetic_pSer2,N05,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2362,1096.2992282230173,947.138993368479,1.1489711237760774
223,260522_mACPOLR2A_Kinetic_pSer2,N06,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2702,1032.764028510458,883.6037936559197,1.071896786931964
224,260522_mACPOLR2A_Kinetic_pSer2,N07,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3459,964.6209030322748,815.4606681777365,0.9892325908567609
225,260522_mACPOLR2A_Kinetic_pSer2,N08,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2579,1043.1943283264097,894.0340934718714,1.0845497485191902
226,260522_mACPOLR2A_Kinetic_pSer2,N09,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2199,1052.160710014905,903.0004751603666,1.0954268359551074
227,260522_mACPOLR2A_Kinetic_pSer2,N10,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2367,1068.267343116185,919.1071082616467,1.1149657383381781
