,WELL,IF_647_Intensity,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN
198,L21,947.0912757905545,360.4730854277396,347.36216126586595,368.3512905757834,2375.8844036697246,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1635,260522_mACPOLR2A_Kinetic_pSer2,L,21
199,L22,2527.1995946432876,596.5525408031838,242.9866506833647,354.34436414827564,1720.5080669710808,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3285,260522_mACPOLR2A_Kinetic_pSer2,L,22
200,M03,2150.1726337424907,1055.3049236070663,244.76432048911303,378.4627617955115,1713.5198675496688,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2416,260522_mACPOLR2A_Kinetic_pSer2,M,03
201,M04,980.3893359478911,914.5652134435879,438.1454338315116,372.42986461791287,2282.1934853420194,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1535,260522_mACPOLR2A_Kinetic_pSer2,M,04
202,M05,733.7678014512703,774.8857954868927,372.43051575449016,368.1342951643093,2405.872911392405,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1975,260522_mACPOLR2A_Kinetic_pSer2,M,05
203,M06,640.3302743429706,706.4535350277246,328.1524156599141,361.3509798686712,2372.4961685823755,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2088,260522_mACPOLR2A_Kinetic_pSer2,M,06
204,M07,738.1930638465262,736.1448797157543,334.25853148946845,360.59083503156353,2395.265019651881,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1781,260522_mACPOLR2A_Kinetic_pSer2,M,07
205,M08,918.2915743094039,856.5792254731198,413.12444311336884,361.1945148862055,2438.3015789473684,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1900,260522_mACPOLR2A_Kinetic_pSer2,M,08
206,M09,682.0976871449319,728.9017249066846,359.1979061107709,345.83816151310936,2545.3382006594443,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2123,260522_mACPOLR2A_Kinetic_pSer2,M,09
207,M10,635.7347094740629,712.5822118444012,333.82815550085303,358.2422905890071,2368.721433400947,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1479,260522_mACPOLR2A_Kinetic_pSer2,M,10
208,M11,688.9507657828686,702.5066705093019,333.4480274927085,343.57980739137565,2430.539168017288,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1851,260522_mACPOLR2A_Kinetic_pSer2,M,11
209,M12,2049.808998875027,1009.8322701501036,243.33420098224354,365.064702950796,1766.6793969849246,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2985,260522_mACPOLR2A_Kinetic_pSer2,M,12
210,M13,2425.3358476361427,621.468308150473,242.99976365368906,377.36749911793413,1825.272973889454,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2949,260522_mACPOLR2A_Kinetic_pSer2,M,13
211,M14,1145.8810745157857,396.3525967806435,433.0611946657405,357.3241039027833,2529.034069400631,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,1585,260522_mACPOLR2A_Kinetic_pSer2,M,14
212,M15,807.5265976031831,327.5490371996679,362.105230780946,358.03473041577365,2493.487295313382,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,1771,260522_mACPOLR2A_Kinetic_pSer2,M,15
213,M16,743.486998488988,308.8712367761021,328.9766323639088,363.846066552106,2453.0712731229596,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,1838,260522_mACPOLR2A_Kinetic_pSer2,M,16
214,M17,818.195091839244,325.040887174662,330.30105847206886,346.8344709683559,2560.9823708206686,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1645,260522_mACPOLR2A_Kinetic_pSer2,M,17
215,M18,1161.5482811955983,402.71788699514764,436.2449167672191,363.74331013754994,2424.2864835756595,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,1857,260522_mACPOLR2A_Kinetic_pSer2,M,18
216,M19,838.7987674946025,332.6605007473502,366.08877974902583,357.27193614280895,2480.029511369134,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2067,260522_mACPOLR2A_Kinetic_pSer2,M,19
217,M20,723.8602403664136,314.1324828768615,325.1553079275591,360.7214658827014,2458.5179584120983,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2116,260522_mACPOLR2A_Kinetic_pSer2,M,20
218,M21,827.2999134937312,317.1140276481124,336.21191112446246,362.6872731856798,2385.451959205582,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1863,260522_mACPOLR2A_Kinetic_pSer2,M,21
219,M22,2659.014685444837,645.0590428663281,243.12339343047873,378.8417360753676,1729.635761589404,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1963,260522_mACPOLR2A_Kinetic_pSer2,M,22
220,N03,2215.4754647959976,1073.0372824258882,241.19624127386086,373.6816857287952,1783.3346686088857,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2746,260522_mACPOLR2A_Kinetic_pSer2,N,03
221,N04,2173.4294724856463,1068.124786959243,244.14136024467965,372.2239745259381,1803.8363238512036,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2285,260522_mACPOLR2A_Kinetic_pSer2,N,04
222,N05,2239.446004139371,1096.2992282230173,243.67971486447954,371.43256784722763,1722.8560541913632,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2362,260522_mACPOLR2A_Kinetic_pSer2,N,05
223,N06,2108.3899985345934,1032.764028510458,242.0317902621569,355.9375608365546,1738.760917838638,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2702,260522_mACPOLR2A_Kinetic_pSer2,N,06
224,N07,2155.995013565549,964.6209030322748,243.23943098464775,343.4795560868912,1736.9054640069385,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3459,260522_mACPOLR2A_Kinetic_pSer2,N,07
225,N08,2098.7687018581987,1043.1943283264097,240.1134706651623,366.52262360333077,1790.5630089181852,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2579,260522_mACPOLR2A_Kinetic_pSer2,N,08
226,N09,2186.166805866407,1052.160710014905,242.2736054785486,375.6703523029674,1832.5088676671214,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2199,260522_mACPOLR2A_Kinetic_pSer2,N,09
227,N10,2207.256099917176,1068.267343116185,242.3709084072943,379.20887030491406,1670.0190114068441,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2367,260522_mACPOLR2A_Kinetic_pSer2,N,10
228,N11,2476.6118700977613,149.75591345765537,246.08086657554225,378.35742157678897,1760.575735020469,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-rat Alexa568,2687,260522_mACPOLR2A_Kinetic_pSer2,N,11
229,N12,162.70276692962847,148.56455625142124,246.11036089436084,368.4792080302494,1735.789269051322,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-rat Alexa568,2572,260522_mACPOLR2A_Kinetic_pSer2,N,12
230,N13,2566.768142624713,624.2238143466174,245.7537641754069,371.61523666466724,1786.1639950678175,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2433,260522_mACPOLR2A_Kinetic_pSer2,N,13
231,N14,2584.8056648292227,651.9225056262125,245.04668599206863,384.8526507976837,1656.1347237880495,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,1774,260522_mACPOLR2A_Kinetic_pSer2,N,14
232,N15,2618.648127892677,642.9897720829973,245.79627889643572,372.1028488104002,1703.595536413469,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2554,260522_mACPOLR2A_Kinetic_pSer2,N,15
233,N16,2597.549278891895,644.478698893303,244.91577289195507,372.1428115724718,1737.3952483801295,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2315,260522_mACPOLR2A_Kinetic_pSer2,N,16
234,N17,2454.9055468053343,596.7941291427959,244.18832827480537,352.5057682189716,1806.5185866764814,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2717,260522_mACPOLR2A_Kinetic_pSer2,N,17
235,N18,2653.533994318425,660.6243955594468,241.52647812802167,384.5315943377758,1657.8160275743214,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2321,260522_mACPOLR2A_Kinetic_pSer2,N,18
236,N19,2529.4762859543043,608.2159812639109,241.27093265731963,367.20515196924003,1658.5970932579733,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2477,260522_mACPOLR2A_Kinetic_pSer2,N,19
237,N20,2424.1070057772936,610.7914787617946,240.4975271084912,368.30780704156484,1748.5677537896188,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2177,260522_mACPOLR2A_Kinetic_pSer2,N,20
238,N21,2423.1628349862585,155.87990068482736,239.75615310657787,370.3016865339048,1709.8416119962512,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-mouse Alexa568,2134,260522_mACPOLR2A_Kinetic_pSer2,N,21
239,N22,162.52169453460635,154.69714986147628,239.75481336146117,365.3472529999309,1714.745233968804,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-mouse Alexa568,2885,260522_mACPOLR2A_Kinetic_pSer2,N,22
