,EXPERIMENT,WELL,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG_1,DRUG_TIME_MINUTES_1,DRUG_2,DRUG_TIME_MINUTES_2,TotalNumberCells,RFP_561_Intensity_BGS,RFP_561_Intensity_NORM,RFP_561_Intensity_NORM2,TIME_MIN,TIME_HOUR
103,250411_mACmChPOLR2A_Inhibitors,I06,169.39141877595875,224.23584230039003,297.8488764172246,1520.3146603098928,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,839,21.738468677119954,0.34912058594612694,0.5691123472429123,480,8.0
104,250411_mACmChPOLR2A_Inhibitors,I07,196.77380246099483,203.50870692002655,291.5381576536184,1487.794017675051,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,1471,49.12085236215603,0.7888826491674079,1.2859821913685439,480,8.0
105,250411_mACmChPOLR2A_Inhibitors,I08,174.76450219457396,201.72340311710929,271.38835562765667,1700.4479768786127,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,1730,27.111552095735163,0.4354124981919386,0.7097794826202327,480,8.0
106,250411_mACmChPOLR2A_Inhibitors,I09,174.89614983466998,198.7738803770673,312.46825346713933,1541.9353128313892,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,943,27.243199735831183,0.4375267640094348,0.7132260132189079,480,8.0
107,250411_mACmChPOLR2A_Inhibitors,I10,191.2485100332166,232.80316493347019,303.55499312928606,1522.3934859154929,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,1136,43.5955599343778,0.7001462547800734,1.1413302294717982,480,8.0
108,250411_mACmChPOLR2A_Inhibitors,I11,174.7618343422101,209.09384713079925,289.0980592179949,1685.4282011404873,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,1929,27.108884243371307,0.43536965238737335,0.7097096383389522,480,8.0
109,250411_mACmChPOLR2A_Inhibitors,I12,173.32540157551668,208.9289122085778,313.42021974959044,1550.7821285140562,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,996,25.672451476677878,0.4123004906801345,0.6721038789061385,480,8.0
110,250411_mACmChPOLR2A_Inhibitors,I13,199.20916765815795,205.14558712731062,300.7922149745851,1566.3916883116883,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,1925,51.55621755931915,0.8279947015044374,1.349739966782135,480,8.0
111,250411_mACmChPOLR2A_Inhibitors,I14,178.25323008371458,203.5827023260524,289.5399911838898,1706.3788235294119,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,1700,30.600279984875783,0.4914415931090666,0.8011142563511152,480,8.0
112,250411_mACmChPOLR2A_Inhibitors,I15,175.77228386928294,199.3529384411198,326.8124837803866,1542.5184243964422,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,787,28.119333770444143,0.45159750800132237,0.7361631715047069,480,8.0
121,250411_mACmChPOLR2A_Inhibitors,J04,185.4016938174192,248.09557226403592,284.73915206083984,1487.126255380201,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,697,37.748743718580386,0.6062461768354411,0.9882607860858146,240,4.0
122,250411_mACmChPOLR2A_Inhibitors,J05,174.27765118705457,249.64881441621773,283.5201827486842,1706.2468581687613,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,1114,26.624701088215772,0.42759365356501566,0.6970337403252126,240,4.0
123,250411_mACmChPOLR2A_Inhibitors,J06,172.74876548043952,242.72294769645617,287.8897118310021,1589.3241919686582,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,1021,25.095815381600715,0.4030396943296118,0.6570075661690894,240,4.0
124,250411_mACmChPOLR2A_Inhibitors,J07,188.79455685942756,204.9081448953846,287.19682070621445,1599.616170212766,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,1175,41.14160676058876,0.6607356788723369,1.077085821482325,240,4.0
125,250411_mACmChPOLR2A_Inhibitors,J08,176.74467240723342,200.54352559289796,268.38958255364344,1685.057361376673,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,1046,29.091722308394623,0.467214102766062,0.7616202693106605,240,4.0
126,250411_mACmChPOLR2A_Inhibitors,J09,178.07164826584173,201.51054693686393,296.8010970254896,1559.330909090909,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,1100,30.41869816700293,0.48852538260709794,0.7963604507302519,240,4.0
127,250411_mACmChPOLR2A_Inhibitors,J10,190.5666015310764,216.86463794664192,300.6422015165134,1532.7286995515694,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,1338,42.9136514322376,0.6891947797997128,1.1234778888114658,240,4.0
128,250411_mACmChPOLR2A_Inhibitors,J11,177.12153825649327,220.0285570962784,283.6459215224566,1638.3397260273973,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,1460,29.468588157654466,0.4732665818100511,0.7714866040214262,240,4.0
129,250411_mACmChPOLR2A_Inhibitors,J12,176.47759733088648,214.96639852588982,298.31143353920055,1572.806104129264,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,1114,28.82464723204768,0.46292486746937395,0.7546282531825942,240,4.0
130,250411_mACmChPOLR2A_Inhibitors,J13,191.82464147235885,205.41011057179347,297.38140513633664,1588.5257494235204,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,1301,44.17169137352005,0.7093989463381972,1.1564133303341777,240,4.0
131,250411_mACmChPOLR2A_Inhibitors,J14,183.3161128797149,204.41799538716865,293.61366367978775,1567.6918056562727,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,1379,35.66316278087609,0.5727516722397356,0.9336603503121933,240,4.0
132,250411_mACmChPOLR2A_Inhibitors,J15,177.92183111738444,201.97289680224216,305.0040553557279,1566.0697986577181,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,745,30.268881018545642,0.4861193138342208,0.792438243040181,240,4.0
141,250411_mACmChPOLR2A_Inhibitors,K04,185.28404912235513,253.12203821024403,290.2068781459418,1383.293670886076,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,790,37.63109902351633,0.6043567988169496,0.9851808520967635,120,2.0
142,250411_mACmChPOLR2A_Inhibitors,K05,176.25897191020084,256.347459664278,281.47144035663393,1630.5255704169945,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,1271,28.60602181136204,0.45941373537878544,0.7489046473398178,120,2.0
143,250411_mACmChPOLR2A_Inhibitors,K06,178.54630890758818,258.92462609270825,289.728126475399,1641.5366108786611,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,956,30.893358808749383,0.49614844952286935,0.8087870496770523,120,2.0
144,250411_mACmChPOLR2A_Inhibitors,K07,187.14611071085162,208.0594633901929,297.3280581286523,1528.7383966244727,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,948,39.493160612012815,0.6342615746546282,1.0339295591506084,120,2.0
145,250411_mACmChPOLR2A_Inhibitors,K08,180.65910922023917,205.4326598469073,277.73142058853654,1716.3074454428754,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,1558,33.00615912140037,0.5300800982556171,0.8641000877317487,120,2.0
146,250411_mACmChPOLR2A_Inhibitors,K09,183.66969271095778,208.2739608214428,308.76527766994667,1412.346106304079,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,809,36.016742612118975,0.5784301769999247,0.942917057888297,120,2.0
147,250411_mACmChPOLR2A_Inhibitors,K10,188.60940913173607,236.74555767192757,308.991349323755,1509.282341831917,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,1059,40.95645903289727,0.6577621997308977,1.0722386604675247,120,2.0
148,250411_mACmChPOLR2A_Inhibitors,K11,180.05242862972835,248.95276854901536,289.0470637877787,1717.6734317343173,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,1626,32.39947853088955,0.5203367862317942,0.8482172111583989,120,2.0
149,250411_mACmChPOLR2A_Inhibitors,K12,184.8474538888733,237.78253028383207,316.59833643797964,1492.1689814814815,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,864,37.1945037900345,0.5973450637219707,0.973750804202754,120,2.0
150,250411_mACmChPOLR2A_Inhibitors,K13,192.98689484519883,212.00973099024233,326.5855743691391,1375.07015130674,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,727,45.33394474636003,0.7280647771550124,1.1868410828558695,120,2.0
151,250411_mACmChPOLR2A_Inhibitors,K14,181.89567933393872,205.99983770679,291.37113804676005,1687.4069192751235,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,1214,34.242729235099915,0.5499394585937551,0.8964734499216387,120,2.0
152,250411_mACmChPOLR2A_Inhibitors,K15,185.37439282112854,206.4412298742663,319.3388323350834,1489.9004683840749,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,854,37.72144272228974,0.6058077218566903,0.9875460469608184,120,2.0
161,250411_mACmChPOLR2A_Inhibitors,L04,183.55692834812277,259.6241706309212,289.4828228345423,1499.621897810219,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,685,35.903978249283966,0.576619177291917,0.9399648908257694,60,1.0
162,250411_mACmChPOLR2A_Inhibitors,L05,178.40174946720978,262.3306408780027,275.37456648471255,1730.5281757402101,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,1047,30.74879936837098,0.4938268197301475,0.8050024886000126,60,1.0
163,250411_mACmChPOLR2A_Inhibitors,L06,179.94919562021087,265.54323055198313,281.92209543095163,1579.1677479147359,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,1079,32.29624552137207,0.5186788603996192,0.8455145745913034,60,1.0
164,250411_mACmChPOLR2A_Inhibitors,L07,185.72704839154275,223.1944007865961,298.52414552382373,1487.7030651340997,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,1044,38.07409829270395,0.6114713829548504,0.9967785574208565,60,1.0
165,250411_mACmChPOLR2A_Inhibitors,L08,185.1560560159338,221.75473295455566,291.57542238912896,1653.4931062449311,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,1233,37.50310591709501,0.6023012249412283,0.9818299970614678,60,1.0
166,250411_mACmChPOLR2A_Inhibitors,L09,185.35058977114568,225.5070628445997,304.2339826604035,1436.5244596131968,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,879,37.69763967230688,0.6054254440209903,0.9869228839474299,60,1.0
167,250411_mACmChPOLR2A_Inhibitors,L10,185.48660128252305,248.96046259319115,306.9206957994396,1511.7157464212678,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,978,37.83365118368425,0.6076097937676431,0.9904836605431385,60,1.0
168,250411_mACmChPOLR2A_Inhibitors,L11,181.08434657574475,241.78671727122787,286.58832814037424,1665.442218798151,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,1298,33.431396476905945,0.5369094254232911,0.8752327867788469,60,1.0
169,250411_mACmChPOLR2A_Inhibitors,L12,186.60874330317418,249.12081294110726,310.4047498727018,1340.704081632653,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,784,38.95579320433538,0.6256314348309269,1.019861299271888,60,1.0
170,250411_mACmChPOLR2A_Inhibitors,L13,188.56158092593904,224.3207512224501,312.6370311297593,1339.560864618885,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,879,40.90863082710024,0.6569940770318877,1.0709865197178767,60,1.0
171,250411_mACmChPOLR2A_Inhibitors,L14,182.8784689833783,215.8375666117828,295.84594882928985,1693.2884386174017,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,839,35.2255188845395,0.5657230955817306,0.9222028484614396,60,1.0
172,250411_mACmChPOLR2A_Inhibitors,L15,188.12973697302075,223.10763610772895,318.8825237768561,1366.0949554896142,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,674,40.476786874181954,0.6500586476730201,1.0596808601823153,60,1.0
181,250411_mACmChPOLR2A_Inhibitors,M04,180.1785079053354,268.85119533641483,273.57221736716514,1532.7757009345794,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Vehicle,30,856,32.52555780649661,0.522361623916057,0.8515179621701267,30,0.5
182,250411_mACmChPOLR2A_Inhibitors,M05,177.70995635947838,266.0021563804327,267.3571610789578,1649.7528285465623,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Leptomycin 10 ng/mL,30,1149,30.057006260639582,0.48271659762978036,0.7868913693121178,30,0.5
183,250411_mACmChPOLR2A_Inhibitors,M06,179.2496041749925,269.38747387274844,278.4363812978668,1427.4274274274273,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Cycloheximide 50 µg/mL,30,999,31.596654076153698,0.50744339671976,0.8271992951016149,30,0.5
184,250411_mACmChPOLR2A_Inhibitors,M07,184.4654965524279,271.39908414804194,294.9177605026452,1459.9825,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Vehicle,30,800,36.81254645358911,0.5912108152113298,0.9637511745361123,30,0.5
185,250411_mACmChPOLR2A_Inhibitors,M08,179.21440517929003,268.23185911583164,273.789199050992,1744.9908561928512,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Leptomycin 10 ng/mL,30,1203,31.561455080451225,0.5068780995874328,0.8262777866291294,30,0.5
186,250411_mACmChPOLR2A_Inhibitors,M09,183.42987206687403,275.12106482337856,288.8734184371322,1465.9193548387098,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Cycloheximide 50 µg/mL,30,930,35.776921968035225,0.574578648862038,0.9366385618406218,30,0.5
