,WELL,IF_561_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT
186,L09,504.87836625941173,245.90091336668675,391.52190980240493,1602.9642982149107,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,4025,155.2286393854191,1484.9693583273252,250203_ARMC5mAC_TotalPolII
187,L10,376.5821570295912,243.66106853107408,427.45399001698274,1658.0156739811912,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,1531,156.41531077357112,1570.305919745729,250203_ARMC5mAC_TotalPolII
188,L11,401.9067409933208,291.0107942392867,458.00063792399965,1614.4608294930877,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,1881,148.7039573589303,1513.2480620155038,250203_ARMC5mAC_TotalPolII
189,L12,358.00448710280097,295.4389869014942,401.6232102059945,1533.3789556962026,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,3611,151.3722796255911,1416.9640669661087,250203_ARMC5mAC_TotalPolII
190,L13,330.34850463502164,244.6991980875745,408.60021772280504,1662.8993418505613,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,1979,155.56512075770152,1554.0641838351823,250203_ARMC5mAC_TotalPolII
191,L14,617.6419658445755,247.08311105089575,457.1229483380269,1667.44609375,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,1716,154.4631692028546,1590.5915915915916,250203_ARMC5mAC_TotalPolII
192,L15,524.1163043936352,246.6385668369937,407.92097222557345,1571.015306122449,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,4713,156.42528126535925,1457.4182437547313,250203_ARMC5mAC_TotalPolII
193,L16,372.44149659333266,244.9704500096811,426.55038383771114,1638.6556169429098,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,1821,163.5841597895375,1534.0618317061833,250203_ARMC5mAC_TotalPolII
194,L17,408.68189173840454,289.35831832008756,476.8175692810431,1587.5672727272727,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,2075,150.83266754648187,1528.5697356426617,250203_ARMC5mAC_TotalPolII
195,L18,380.35910196384845,298.8474837068347,400.9374822557687,1517.766366130929,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,3460,151.62896876544568,1392.2231884057971,250203_ARMC5mAC_TotalPolII
196,L19,361.0080259716741,249.280627960422,410.9655015995783,1690.4432855280313,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,1642,160.12837209381385,1568.863434163701,250203_ARMC5mAC_TotalPolII
197,L20,598.6863701520624,245.44261765331717,461.37045895069315,1643.5630126771066,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2025,150.97428491908926,1571.1702442635085,250203_ARMC5mAC_TotalPolII
198,L21,498.0121167097865,244.9753974161883,424.6744054555949,1607.2995867768595,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,3416,156.8688761075141,1486.8170478170478,250203_ARMC5mAC_TotalPolII
199,L22,363.16624605842964,243.04430480775952,409.59297421164257,1715.4591232227488,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4716,165.5353666968904,1608.6130988477864,250203_ARMC5mAC_TotalPolII
200,M03,370.19788134193243,250.08000908189882,398.75752303958546,1739.8138041733548,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4229,151.4601725700787,1631.2466035405516,250203_ARMC5mAC_TotalPolII
201,M04,382.9444843757905,262.7500842313513,398.57544092267693,1670.2289405684755,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1122,149.5772654113435,1607.055611222445,250203_ARMC5mAC_TotalPolII
202,M05,414.9163507579823,293.0124074809453,456.2774084631966,1570.076860841424,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2509,147.2373735278313,1510.0468619246863,250203_ARMC5mAC_TotalPolII
203,M06,371.80832753466655,295.68962013917684,419.3810008966687,1526.8470178156467,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,3635,150.52509664812717,1422.9405277668372,250203_ARMC5mAC_TotalPolII
204,M07,348.4971037617072,244.71254350930707,399.15572967981336,1699.8704682779455,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1577,157.021374577745,1590.1737288135594,250203_ARMC5mAC_TotalPolII
205,M08,622.6675505796808,249.06100234795687,450.796785889329,1700.6594634873322,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2073,148.34789769876733,1605.7562962962963,250203_ARMC5mAC_TotalPolII
206,M09,578.984436575633,248.49491102301667,397.4860682480689,1574.153010411951,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4094,150.6938900354524,1462.809264305177,250203_ARMC5mAC_TotalPolII
207,M10,349.27396384821486,244.87968731261324,420.20136481403597,1652.4796437659033,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1467,154.80707810700454,1537.0669371196755,250203_ARMC5mAC_TotalPolII
208,M11,443.69370720611784,290.68887380872417,474.31798147026325,1561.037753222836,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1663,146.54825483137842,1464.6946702800362,250203_ARMC5mAC_TotalPolII
209,M12,395.252125288618,294.23534988174333,392.11401111760813,1534.5063887020847,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2932,149.30323504080312,1422.8458594293668,250203_ARMC5mAC_TotalPolII
210,M13,362.06864786280363,245.80590306026872,399.740620410399,1680.7183860232944,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1370,153.11899912016875,1589.0033375052149,250203_ARMC5mAC_TotalPolII
211,M14,662.1666291458357,246.6541339539036,459.0903058888787,1761.4810606060605,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2103,146.39860756927712,1676.0333586050037,250203_ARMC5mAC_TotalPolII
212,M15,531.5915957274333,247.76429248726458,392.20591743221,1640.5425373134328,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4031,151.18415571740974,1525.0187899285984,250203_ARMC5mAC_TotalPolII
213,M16,371.6077887336588,244.9584037040335,417.8083365280777,1594.623415046492,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1528,156.15990069769873,1514.4339372514362,250203_ARMC5mAC_TotalPolII
214,M17,424.49173552412185,292.49993810271843,464.16397349958544,1540.2806859205775,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2599,147.53527235799953,1522.3379373848986,250203_ARMC5mAC_TotalPolII
215,M18,384.5709455509429,301.63616429935973,406.12642791233844,1500.695933456562,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,4007,150.34017184970162,1388.500476190476,250203_ARMC5mAC_TotalPolII
216,M19,359.62665027726837,248.8516940498715,403.63473031117303,1730.8801369863013,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1753,158.27246639783672,1615.9601748421564,250203_ARMC5mAC_TotalPolII
217,M20,744.5558372396447,250.5521503687784,466.44100971623976,1615.1940298507463,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2277,150.75672754613413,1550.381390593047,250203_ARMC5mAC_TotalPolII
218,M21,537.5124863494005,247.39763304998536,414.1418057694917,1562.5205479452054,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2683,157.1432628199876,1457.413001912046,250203_ARMC5mAC_TotalPolII
219,M22,372.8150980652821,243.09125830917216,402.3386747697485,1707.2102272727273,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3742,157.0077611875721,1604.6493212669684,250203_ARMC5mAC_TotalPolII
220,N03,150.72498196099102,252.4296360432068,414.31563943126645,1759.820297951583,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3684,128.87946981296093,1634.9600526777876,250203_ARMC5mAC_TotalPolII
221,N04,377.25523160213186,249.2869134167112,401.09235826284686,1730.1616589081675,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4300,128.61917636386755,1623.3991683991685,250203_ARMC5mAC_TotalPolII
222,N05,150.005010558795,247.56617434317647,402.5117754023842,1745.8121525019858,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,4490,128.7959711597678,1658.3514644351465,250203_ARMC5mAC_TotalPolII
223,N06,332.704960262232,243.72499369306146,386.01092620520006,1768.0,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3991,127.61932587051598,1650.1590994371481,250203_ARMC5mAC_TotalPolII
224,N07,149.01515641992668,245.97521010088644,406.96034913062755,1703.1052353252248,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,4347,128.402897278846,1588.190174326466,250203_ARMC5mAC_TotalPolII
225,N08,345.91019525759333,245.66695019016822,400.5717427387039,1747.106444906445,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4131,129.4900078642102,1598.2313614262562,250203_ARMC5mAC_TotalPolII
226,N09,147.0675548042683,246.59523105538779,396.55503690218546,1709.1251916198262,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,4051,128.82345865236633,1575.7102385685885,250203_ARMC5mAC_TotalPolII
227,N10,362.9111166878242,243.1391151816542,387.15419778242904,1743.8591016548464,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3873,128.18142217317313,1631.09430523918,250203_ARMC5mAC_TotalPolII
228,N11,148.34898836456375,246.28731722698268,406.81272199653404,1679.233319854428,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,4077,128.8901020474414,1579.3653004377238,250203_ARMC5mAC_TotalPolII
229,N12,380.72559994041603,244.2849604111904,393.19921972162564,1691.8133748055989,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3673,128.530544768499,1587.7066258138643,250203_ARMC5mAC_TotalPolII
230,N13,146.83563995347842,245.3948190354769,402.7451503224322,1698.176801226367,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,3931,128.94342779698303,1588.104307213285,250203_ARMC5mAC_TotalPolII
231,N14,385.6676566778467,245.14012652564003,398.6339224364805,1655.5281485780615,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4313,129.0489253545732,1545.3487297921479,250203_ARMC5mAC_TotalPolII
232,N15,147.82258761113604,244.97849302972278,406.8225877958607,1702.5443686006827,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,2378,129.10717536963725,1619.7853549468978,250203_ARMC5mAC_TotalPolII
233,N16,346.55494990797575,245.85411319355958,395.0681108219507,1698.1362215274676,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2791,128.6325453981107,1607.4648576512454,250203_ARMC5mAC_TotalPolII
234,N17,147.28613529394613,244.87476680789845,403.4115840820895,1724.4338999055713,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,2062,129.04139722744958,1622.0143718127028,250203_ARMC5mAC_TotalPolII
235,N18,370.4337563878932,246.50833323077288,392.64201394834214,1652.3669527896996,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3339,129.55031480134312,1537.357142857143,250203_ARMC5mAC_TotalPolII
236,N19,146.61740252000078,245.88123016896972,391.5688348938035,1687.2217898832685,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,2815,129.77291929620978,1569.4424778761063,250203_ARMC5mAC_TotalPolII
237,N20,382.6432973716625,242.90581465248488,374.4295457709673,1680.8912676056339,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3715,129.29877470700964,1559.0288461538462,250203_ARMC5mAC_TotalPolII
238,N21,148.11563194919992,246.16011786416217,400.9474677885159,1682.3376146788992,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-mouse Alexa647,2797,129.81094925441067,1578.4708603145236,250203_ARMC5mAC_TotalPolII
239,N22,358.7274087916389,245.70436049239396,401.00517863063055,1817.2037548315848,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3383,130.9990962098518,1708.8935574229693,250203_ARMC5mAC_TotalPolII
