,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,IF_647_Intensity_BGS,IF_647_Intensity_FC,TIME_IN_AUXIN
152,J16,3258.6405193746973,299.2300089087479,330.8166839144497,635.4689304427654,1542.6676737160121,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,331,251017_mACmChPOLR2A_7SK,103.11668391444971,0.3686113986074851,154.83000890874789,1.152461669138701,3075.0509432492945,1.213138664225633,1.0
153,J17,3722.46762446409,310.2484376436709,394.7214419671116,680.1508363683204,1396.0953346855983,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,493,251017_mACmChPOLR2A_7SK,167.02144196711163,0.5970518541113471,165.8484376436709,1.23447624021981,3538.878048338687,1.396123143209652,0.5
154,J18,3392.701533806768,296.1238590177159,555.6404801611059,610.2175080997366,1524.0284414106939,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,879,251017_mACmChPOLR2A_7SK,327.9404801611059,1.1722894342925647,151.7238590177159,1.1293413534244297,3209.1119576813653,1.2660270888320253,0.0
155,J19,3634.1028668466856,301.701522521302,552.7787577910947,647.7121825325238,1492.2115869017632,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,794,251017_mACmChPOLR2A_7SK,325.0787577910947,1.1620596301018935,157.30152252130202,1.170858133256338,3450.513290721283,1.3612623535840573,0.0
156,J20,3378.0771363419403,289.8654539204323,531.7306096195998,608.0547416229891,1605.5742574257426,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,909,251017_mACmChPOLR2A_7SK,304.03060961959983,1.086818776332496,145.46545392043228,1.08275754169829,3194.4875602165375,1.260257616282462,0.0
157,J21,3575.368473957151,294.78725880562666,543.1837179034834,637.6817805262474,1370.0892086330934,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,695,251017_mACmChPOLR2A_7SK,315.4837179034834,1.1277602234646384,150.38725880562666,1.1193925035712764,3391.7788978317476,1.338091042197969,0.0
158,J22,3688.434766239758,292.2651016969424,540.8217628460072,615.7722786316469,1429.1341653666148,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,641,251017_mACmChPOLR2A_7SK,313.12176284600724,1.1193169384002484,147.8651016969424,1.100619079660816,3504.8451901143553,1.3826968368075796,0.0
159,K03,2840.233256139995,302.9818033339692,261.7444501355088,534.1691046038068,1528.1025950512976,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1657,251017_mACmChPOLR2A_7SK,34.04445013550884,0.1216987581726742,158.5818033339692,1.180387775298807,2656.643680014592,1.0480727717280922,8.0
160,K04,2383.2695749804793,285.49223480537216,266.19219868210746,443.61771228962874,1577.2229265715796,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1893,251017_mACmChPOLR2A_7SK,38.49219868210747,0.13759813303791255,141.09223480537216,1.0502059230787892,2199.6799988550765,0.8677959828253007,4.0
161,K05,2598.548853139236,281.5316023693012,277.9077255510913,531.9589578057198,1607.5535714285713,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2184,251017_mACmChPOLR2A_7SK,50.2077255510913,0.17947764836622263,137.1316023693012,1.0207253520945856,2414.9592770138333,0.9527258330166639,2.0
162,K06,2502.543755204266,273.7131099549698,314.45356752375903,504.08034847195984,1661.9436405178978,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2626,251017_mACmChPOLR2A_7SK,86.75356752375905,0.3101181365146732,129.3131099549698,0.962529186625919,2318.9541790788626,0.914850851945744,1.0
163,K07,2642.571855762915,277.9574332038583,366.24966682052764,521.0752511530256,1599.3712418300654,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2295,251017_mACmChPOLR2A_7SK,138.54966682052765,0.4952737474149826,133.55743320385827,0.9941213817711189,2458.982279637512,0.9700933523142983,0.5
164,K08,2355.40511527021,266.31815371361034,487.33372421441055,471.1500776191125,1669.2670831706364,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2561,251017_mACmChPOLR2A_7SK,259.63372421441056,0.9281131488648752,121.91815371361034,0.9074855702547049,2171.815539144807,0.8568031719561038,0.0
165,K09,2752.6816843113425,278.1389660603832,512.4016085639643,553.4361588387301,1546.5356768100735,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1906,251017_mACmChPOLR2A_7SK,284.70160856396427,1.0177233609027823,133.7389660603832,0.9954726034128972,2569.0921081859397,1.013532792111743,0.0
166,K10,2760.947228924843,279.98360147819363,513.4344798370803,531.8436921998357,1584.5616315553564,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2231,251017_mACmChPOLR2A_7SK,285.7344798370803,1.0214155677320929,135.58360147819363,1.0092029624534054,2577.35765279944,1.0167936329682277,0.0
167,K11,2788.7327867505114,278.6712793461297,512.2134868833713,523.4585867867582,1579.4145622895624,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2376,251017_mACmChPOLR2A_7SK,284.5134868833713,1.017050881987059,134.27127934612972,0.9994348240581062,2605.1432106251086,1.0277553162468072,0.0
168,K12,2619.8752362716987,275.0969431138542,512.4200906900794,508.55914278532896,1595.0017901897602,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2793,251017_mACmChPOLR2A_7SK,284.7200906900794,1.017789428992813,130.6969431138542,0.9728296101893983,2436.2856601462954,0.9611393066219959,0.0
169,K13,2842.9287989139025,325.3152910152161,282.1979977643354,627.3587507602435,1380.7970085470085,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,468,251017_mACmChPOLR2A_7SK,54.49799776433542,0.19481409229456678,180.91529101521607,1.3466248547398336,2659.3392227884997,1.049136190585357,8.0
170,K14,2860.9459060819772,313.38332911860203,282.51271177384115,600.0749722595425,1437.072546230441,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,703,251017_mACmChPOLR2A_7SK,54.81271177384116,0.19593910104001405,168.98332911860203,1.2578104910361172,2677.356329956574,1.0562441213892584,4.0
171,K15,3013.0314636150183,312.912175145743,289.4399921955598,605.6381850841359,1410.3188073394494,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,436,251017_mACmChPOLR2A_7SK,61.73999219555981,0.22070206303474266,168.512175145743,1.2543035036128813,2829.4418874896155,1.1162434103502046,2.0
172,K16,2865.297662794959,296.2498644119939,299.6966322155415,573.5836444184818,1373.3966101694916,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,295,251017_mACmChPOLR2A_7SK,71.99663221554152,0.25736649287536495,151.84986441199388,1.130279261960595,2681.708086669556,1.0579609333781497,1.0
173,K17,3047.535369067098,301.68584541551115,335.2308863847864,600.9794180838678,1250.5741239892184,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,371,251017_mACmChPOLR2A_7SK,107.53088638478641,0.38439085625254826,157.28584541551115,1.1707414422890354,2863.945792941695,1.1298555496425942,0.5
174,K18,2781.545666298541,284.98993273250414,556.3946308816044,577.4935713235911,1412.8934817170111,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,629,251017_mACmChPOLR2A_7SK,328.6946308816044,1.1749852982526046,140.58993273250414,1.0464670878918039,2597.9560901731384,1.024919924617321,0.0
175,K19,2967.4774539062646,294.24814052208376,571.4642577613171,612.5610250753215,1221.1174934725848,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,383,251017_mACmChPOLR2A_7SK,343.7642577613171,1.2288547210245044,149.84814052208375,1.1153796306063124,2783.8878777808613,1.098271893289806,0.0
176,K20,2842.1905469787876,283.70742990836186,521.6377303051509,558.040296798037,1382.357142857143,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,588,251017_mACmChPOLR2A_7SK,293.93773030515086,1.0507397421854887,139.30742990836185,1.036920906529396,2658.6009708533848,1.048844942738425,0.0
177,K21,2904.2797564652537,283.61848004545664,527.04366220264,566.2621793013127,1161.3082437275987,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,279,251017_mACmChPOLR2A_7SK,299.34366220264,1.0700643368278409,139.21848004545663,1.036258817130862,2720.6901803398505,1.0733397631655772,0.0
178,K22,2772.0835499664913,278.0090792639488,549.9002888139489,553.1432117109908,1277.08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,250,251017_mACmChPOLR2A_7SK,322.20028881394893,1.151769961784066,133.60907926394881,0.9945058040484015,2588.4939738410885,1.0211870241289536,0.0
179,L03,3480.2455580365036,326.547861906974,267.8025087780109,625.0846627968474,1467.1103351955308,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,716,251017_mACmChPOLR2A_7SK,40.10250877801093,0.14335451148327827,182.147861906974,1.3557993727629147,3296.6559819111008,1.3005640908443485,8.0
180,L04,3299.5528091111414,311.6149858100857,271.82615103040916,596.238660256731,1495.3892078071183,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,871,251017_mACmChPOLR2A_7SK,44.126151030409176,0.1577378328028737,167.21498581008572,1.2446480046724817,3115.9632329857386,1.2292789758618485,4.0
181,L05,3287.8390733335073,307.11380018848456,284.99687832984847,634.0983851938566,1449.487714987715,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,814,251017_mACmChPOLR2A_7SK,57.29687832984848,0.20481925577174978,162.71380018848456,1.2111438801740395,3104.249497208104,1.2246577887541785,2.0
182,L06,3095.172537018172,286.18724972792796,322.71137458201525,575.6780694602968,1521.4032258064517,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1178,251017_mACmChPOLR2A_7SK,95.01137458201526,0.3396373345107992,141.78724972792796,1.055379197067277,2911.582960892769,1.1486488936756503,1.0
183,L07,3492.5894093053494,296.8871810620739,382.33391768999905,618.638203182658,1462.641095890411,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,730,251017_mACmChPOLR2A_7SK,154.63391768999907,0.5527701484189982,152.48718106207392,1.1350230646348816,3308.999833179946,1.305433864879332,0.5
184,L08,3035.4352844656473,286.049501776794,536.9714893629375,592.1588761226053,1539.1594083812654,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1217,251017_mACmChPOLR2A_7SK,309.27148936293753,1.1055533587374935,141.64950177679398,1.0543538839848638,2851.8457083402445,1.1250819440206625,0.0
185,L09,3311.9421515177723,294.0798260463471,551.3686668517038,640.3732455421289,1431.9776470588235,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,850,251017_mACmChPOLR2A_7SK,323.6686668517038,1.1570189754415492,149.67982604634707,1.1141267986584564,3128.3525753923695,1.2341666966102836,0.0
186,L10,3456.949920029526,293.4027876413627,544.0512395794356,611.5390515973617,1444.8657171922687,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,983,251017_mACmChPOLR2A_7SK,316.35123957943557,1.130861354786514,149.0027876413627,1.1090873310786338,3273.3603439041226,1.2913737262957186,0.0
187,L11,3660.783927759761,302.02495809361784,568.8140789444635,651.0364224709001,1461.3708987161199,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,701,251017_mACmChPOLR2A_7SK,341.11407894446353,1.2193811219602562,157.62495809361783,1.1732655935552623,3477.194351634358,1.3717883016719317,0.0
188,L12,3566.5174403719457,300.3474138008034,569.0103634562745,634.6469570083674,1396.814453125,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1024,251017_mACmChPOLR2A_7SK,341.3103634562745,1.2200827805636656,155.9474138008034,1.1607789605738583,3382.9278642465424,1.3345992200269756,0.0
189,L13,2759.3046923436136,317.0934339912931,273.34376123669756,557.8468302875472,1566.8635197537199,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1949,251017_mACmChPOLR2A_7SK,45.64376123669757,0.1631628367832681,172.69343399129312,1.285426285186082,2575.715116218211,1.016145635692453,8.0
190,L14,2536.1673383736584,298.24516122387564,279.6055931676612,516.851051378753,1629.275957362811,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2533,251017_mACmChPOLR2A_7SK,51.90559316766121,0.18554701884087274,153.84516122387564,1.1451310540030772,2352.5777622482556,0.9281156952037537,4.0
191,L15,2731.2985609908174,293.86587839245465,286.4298385656704,546.1604754620457,1629.888044579534,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1974,251017_mACmChPOLR2A_7SK,58.729838565670434,0.20994166134787814,149.46587839245464,1.1125343007179669,2547.708984865414,1.0050969339289761,2.0
192,L16,2540.5389611902096,281.86095947046783,325.1290654475144,517.9860110752577,1578.5045146726861,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2658,251017_mACmChPOLR2A_7SK,97.4290654475144,0.34827985847007964,137.46095947046783,1.023176888700625,2356.949385064807,0.9298403445712096,1.0
193,L17,2853.303464912674,289.25615546997494,381.0237864961157,569.7462549889948,1500.3434252146408,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2213,251017_mACmChPOLR2A_7SK,153.3237864961157,0.5480868200437635,144.85615546997494,1.0782222896876055,2669.7138887872707,1.0532291011366979,0.5
194,L18,2487.34801298678,275.2904858560418,517.4692111921702,514.025435145266,1640.0238841033672,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2554,251017_mACmChPOLR2A_7SK,289.7692111921702,1.035838529287364,130.8904858560418,0.9742702262126312,2303.758436861377,0.9088559781189844,0.0
195,L19,2634.7643136228526,275.9385581014707,500.88575041241,546.4849854505233,1546.6400733608436,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2181,251017_mACmChPOLR2A_7SK,273.18575041241,0.9765576017038968,131.53855810147067,0.9790940870840052,2451.1747374974493,0.967013198060765,0.0
196,L20,2475.6520958866918,269.07455422031825,493.87477119947346,493.1853661083744,1635.2637362637363,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2275,251017_mACmChPOLR2A_7SK,266.17477119947347,0.9514954414871017,124.67455422031824,0.928002561445008,2292.062519761289,0.9042418206596281,0.0
197,L21,2819.7785573844067,277.3379014380655,506.0596177758912,550.0990461300975,1521.8455114822548,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1916,251017_mACmChPOLR2A_7SK,278.3596177758912,0.9950526348320439,132.9379014380655,0.9895099591023339,2636.1889812590034,1.0400031864160284,0.0
198,L22,2788.278276271701,271.2464839987764,499.7004388597909,532.1126145163374,1544.8402088772846,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1915,251017_mACmChPOLR2A_7SK,272.0004388597909,0.9723204663286065,126.84648399877639,0.9441691032890324,2604.6887001462983,1.0275760072710156,0.0
21,D04,3046.939675744018,369.7998065716493,289.8520115050581,994.8626927986202,1200.1552346570397,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,277,251103_mACmChPOLR2A_7SK,53.05201150505809,0.1690749956083285,217.3998065716493,1.2583116400512093,2867.049166663136,1.1650111106899936,8.0
22,D05,3174.247781824711,384.87867922741583,282.48516901144274,1114.1627654512845,1427.3042291950887,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1466,251103_mACmChPOLR2A_7SK,45.685169011442724,0.1455971136785074,232.47867922741582,1.3455882631578062,2994.357272743829,1.2167421238129834,8.0
23,D06,2428.4031819309926,363.61395944525697,279.86500845345904,976.0262484889556,1488.8574040219378,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2735,251103_mACmChPOLR2A_7SK,43.06500845345903,0.13724674915383764,211.21395944525696,1.2225079125067164,2248.5126728501104,0.9136718954305315,8.0
24,D07,2755.895761414862,323.83864456936595,550.9889228546388,993.8802539330143,1438.1357012750454,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1098,251103_mACmChPOLR2A_7SK,314.18892285463875,1.001309643966446,171.43864456936595,0.9922881046590926,2576.00525233398,1.0467468695898645,0.0
25,D08,3015.7395244385725,342.34421497420044,580.985960140036,1114.746482237336,1450.428749222153,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1607,251103_mACmChPOLR2A_7SK,344.185960140036,1.096909203783473,189.94421497420043,1.09939847892024,2835.8490153576904,1.1523330850221052,0.0
26,D09,2555.533079129964,318.7604418400547,547.2725346009914,952.6746706490143,1473.6784836784836,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2849,251103_mACmChPOLR2A_7SK,310.4725346009914,0.9894656382475608,166.36044184005468,0.9628954308310861,2375.6425700490818,0.9653304942644175,0.0
27,D10,2899.0488371485853,368.6463760484811,287.7005247122943,1039.804667743818,1225.1863857374392,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,617,251103_mACmChPOLR2A_7SK,50.90052471229427,0.16221827878048048,216.2463760484811,1.2516355759084634,2719.158328067703,1.1049164070008106,8.0
28,D11,2779.5630439911574,374.7703889506263,284.42690967173263,1048.2029478649606,1453.7466611018365,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2396,251103_mACmChPOLR2A_7SK,47.62690967173262,0.1517853765604855,222.37038895062628,1.2870814065194183,2599.6725349102753,1.056363951669177,8.0
29,D12,2685.778506962845,369.6853823493859,284.01690591058514,1041.0802484313947,1467.0145539906102,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2130,251103_mACmChPOLR2A_7SK,47.216905910585126,0.15047870821467166,217.2853823493859,1.2576493518318757,2505.8879978819627,1.0182550734122806,8.0
30,D13,2807.979004717509,325.87347356071894,539.8316949031145,1073.7287356366737,1413.5890493381469,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1662,251103_mACmChPOLR2A_7SK,303.03169490311444,0.9657519296896698,173.47347356071893,1.0040657094587973,2628.0884956366267,1.067910635399634,0.0
31,D14,3334.484604310472,353.085486721593,602.5255980672707,1191.190662942815,1356.09705248023,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1391,251103_mACmChPOLR2A_7SK,365.7255980672707,1.1655553132265613,200.68548672159298,1.161569036851453,3154.59409522959,1.2818535563995546,0.0
32,D15,2582.317000957436,324.7446431491402,545.8918509413618,946.0615551184627,1465.8150398784655,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2633,251103_mACmChPOLR2A_7SK,309.09185094136177,0.9850654453601315,172.34464314914018,0.9975320309384108,2402.426491876554,0.976214007138797,0.0
33,D16,2888.7049785221416,369.2527013499803,286.77083758188274,1019.3728721339935,1295.825819672131,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,488,251103_mACmChPOLR2A_7SK,49.97083758188273,0.15925539682686285,216.85270134998032,1.255144991103286,2708.8144694412595,1.1007132317056905,8.0
34,D17,2969.973779982743,379.61447784782587,281.35861489041747,1076.1309816435444,1428.5321864594894,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1802,251103_mACmChPOLR2A_7SK,44.55861489041746,0.1420068231756349,227.21447784782586,1.3151190278076423,2790.083270901861,1.133736403318842,8.0
35,D18,2720.6068011775014,368.2924926967816,278.62402198508244,1061.6929590691425,1431.9922965816081,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2077,251103_mACmChPOLR2A_7SK,41.824021985082425,0.1332917665671592,215.8924926967816,1.2495872965300865,2540.7162920966193,1.032407376832204,8.0
36,D19,2823.4669521089395,332.65279222191964,561.4824184459023,1067.228167611435,1362.0053022269353,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,943,251103_mACmChPOLR2A_7SK,324.68241844590233,1.0347520652936704,180.25279222191963,1.0433044545042938,2643.5764430280574,1.074204085474576,0.0
37,D20,3357.0838990832917,351.85383719774717,599.5112986551355,1215.385348416208,1376.1369047619048,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1344,251103_mACmChPOLR2A_7SK,362.7112986551355,1.155948841286843,199.45383719774716,1.154440240571646,3177.1933900024096,1.2910366669685078,0.0
38,D21,2918.6759646603714,328.3674657890927,553.7183557847565,1011.2502061147368,1437.0454545454545,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2354,251103_mACmChPOLR2A_7SK,316.91835578475644,1.010008255905578,175.9674657890927,1.0185009543683905,2738.7854555794893,1.1128917922463915,0.0
41,E04,2982.770869767337,365.7498146816929,287.7459121747397,1085.506065628424,1376.5969827586207,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,464,251103_mACmChPOLR2A_7SK,50.9459121747397,0.1623629271132379,213.3498146816929,1.234870257937718,2802.880360686455,1.1389364368435204,4.0
42,E05,3316.327398391465,388.7306375295799,288.5892656087325,1241.9516950003526,1396.1275831087153,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1113,251103_mACmChPOLR2A_7SK,51.78926560873248,0.16505066644872007,236.3306375295799,1.3678834254444734,3136.436889310583,1.2744754664523392,4.0
