,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,IF_647_Intensity_BGS,IF_647_Intensity_FC,TIME_IN_AUXIN
116,H19,3110.6756376634316,344.2968079508587,552.0311828101268,957.3477168836906,1159.2131147540983,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,305,251103_mACmChPOLR2A_7SK,315.23118281012677,1.0046312917682465,191.8968079508587,1.1107001010769348,2930.7851285825495,1.1909099005154404,0.0
117,H20,3188.039434968102,335.45526565316635,563.4045861281351,1043.8558268770448,1404.3930158730159,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1575,251103_mACmChPOLR2A_7SK,326.60458612813505,1.0408779497457799,183.05526565316634,1.0595251908291432,3008.14892588722,1.2223462931916107,0.0
118,H21,2842.839847427363,326.40438799177844,538.533823608692,969.8875730213666,1456.9261363636363,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1936,251103_mACmChPOLR2A_7SK,301.73382360869203,0.9616156570549608,174.00438799177843,1.007138645994521,2662.949338346481,1.0820761647380321,0.0
121,I04,2945.9533022780897,343.2545966907314,616.2898317683445,1108.2124924772222,1350.496442687747,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1265,251103_mACmChPOLR2A_7SK,379.48983176834446,1.2094214680911919,190.85459669073137,1.1046677748265503,2766.0627931972076,1.123975802162995,0.0
122,I05,2400.6413456988626,318.07032595870584,548.8817306095501,929.3171406003995,1503.90408975751,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2763,251103_mACmChPOLR2A_7SK,312.0817306095501,0.9945940923883442,165.67032595870583,0.9589010351589848,2220.7508366179804,0.9023910119215716,0.0
123,I06,2530.619038074018,329.4952090160883,487.4234300441089,988.4442922995572,1426.2253258845437,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1074,251103_mACmChPOLR2A_7SK,250.6234300441089,0.7987285332246431,177.09520901608832,1.0250283402566103,2350.728528993136,0.9552067981032719,0.0
124,I07,2808.394746642307,378.25747265748004,284.7781014164134,1105.0843599096029,1381.8243992606285,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1623,251103_mACmChPOLR2A_7SK,47.97810141641338,0.15290461296651545,225.85747265748003,1.3072646720308385,2628.504237561425,1.0680795700545402,8.0
125,I08,2297.3130423487855,352.33071000921313,280.24520906191015,959.0257541448426,1445.1407265774378,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2615,251103_mACmChPOLR2A_7SK,43.445209061910134,0.13845843584356898,199.93071000921313,1.157200383825471,2117.4225332679034,0.8604040718818615,8.0
126,I09,2525.844753793206,351.62977281585046,281.5996245751397,942.2268924324325,1432.2118644067796,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,944,251103_mACmChPOLR2A_7SK,44.79962457513972,0.14277491302237136,199.22977281585045,1.1531433543218021,2345.954244712324,0.9532667915287728,8.0
127,I10,3041.3312666330216,346.34949117826545,611.5372063442726,1113.9560318717538,1365.2238193018482,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,974,251103_mACmChPOLR2A_7SK,374.7372063442726,1.1942750089861236,193.94949117826545,1.122581046323004,2861.4407575521395,1.1627321616564092,0.0
128,I11,2348.2211848841625,313.7424877886364,541.9959932755633,881.5757881932709,1500.4868204283362,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2428,251103_mACmChPOLR2A_7SK,305.19599327556324,0.9726494765957284,161.34248778863642,0.9338514767829451,2168.3306758032804,0.8810903413633616,0.0
129,I12,2637.9440150262935,324.3450659533253,575.619562726853,967.1182370325772,1379.1736596736596,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,858,251103_mACmChPOLR2A_7SK,338.819562726853,1.0798066737695082,171.94506595332527,0.9952192752624889,2458.0535059454114,0.9988177665016521,0.0
130,I13,2995.871832592674,378.98151347546894,282.8300586071615,1068.1729983257214,1411.559930008749,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1143,251103_mACmChPOLR2A_7SK,46.03005860716149,0.1466962653454701,226.58151347546894,1.3114554254795883,2815.9813235117917,1.1442599476607478,8.0
131,I14,2218.7181887938823,348.48205667847157,280.0341456950339,886.1743765207536,1520.377762893503,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2986,251103_mACmChPOLR2A_7SK,43.234145695033874,0.13778578391548366,196.08205667847156,1.134924350737107,2038.8276797130002,0.828467445646364,8.0
132,I15,2594.1037273219245,365.51663369480406,289.05535140749356,969.6243762835754,1313.3004201680671,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,476,251103_mACmChPOLR2A_7SK,52.25535140749355,0.1665360663825401,213.11663369480405,1.2335206047127776,2414.2132182410423,0.9810034845335198,8.0
133,I16,2829.541874106914,327.5022496741974,582.6680093517425,982.4738577552341,1419.3139293139293,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1443,251103_mACmChPOLR2A_7SK,345.8680093517425,1.1022698386588379,175.1022496741974,1.0134930772883628,2649.6513650260317,1.0766725996899957,0.0
134,I17,2456.66619803712,321.0626263758295,544.7701111478602,952.4418262986134,1478.101195559351,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2342,251103_mACmChPOLR2A_7SK,307.9701111478602,0.9814904979589029,168.6626263758295,0.9762204914398985,2276.775688956238,0.9251564308783735,0.0
135,I18,2357.926076638943,324.6416500851197,480.47944445867455,948.1260714604965,1417.0659777424482,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1258,251103_mACmChPOLR2A_7SK,243.67944445867454,0.7765982821926031,172.2416500851197,0.9969359063449935,2178.035567558061,0.8850338756612133,0.0
136,I19,2586.345577221164,365.8109511210673,279.5411835079198,997.6096463649214,1396.8399189463019,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1974,251103_mACmChPOLR2A_7SK,42.7411835079198,0.1362147298261691,213.4109511210673,1.2352241160874067,2406.455068140282,0.9778509989846563,8.0
137,I20,2476.0047929216535,359.87035063111017,281.3498103296965,914.8846688391498,1401.1809145129225,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2012,251103_mACmChPOLR2A_7SK,44.54981032969647,0.1419787633335478,207.47035063111016,1.2008398778339868,2296.1142838407713,0.9330145723318163,8.0
138,I21,2729.2152684489865,366.50755126337987,290.50062143924515,1025.4397484712886,1257.6262376237623,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,404,251103_mACmChPOLR2A_7SK,53.70062143924514,0.17114209388911167,214.10755126337986,1.2392560427084836,2549.3247593681044,1.035905384516866,8.0
141,J04,2895.202391551392,342.4708941771054,602.4139538676435,1118.1325645145732,1328.1040609137056,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1576,251103_mACmChPOLR2A_7SK,365.6139538676435,1.1651995068767893,190.07089417710537,1.1001316990554435,2715.3118824705098,1.1033534230417283,0.0
142,J05,2633.5841753634,329.9438891222507,574.2400554693968,995.9957298660619,1447.2282768777613,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2037,251103_mACmChPOLR2A_7SK,337.4400554693968,1.0754102300366664,177.5438891222507,1.027625303929885,2453.693666282518,0.9970461674278875,0.0
143,J06,2823.0069230560075,333.3526352627276,582.3693092114966,996.1584967918826,1291.5479256080114,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,699,251103_mACmChPOLR2A_7SK,345.56930921149655,1.1013178912497281,180.95263526272757,1.0473551510451264,2643.1164139751254,1.0740171549663247,0.0
144,J07,2766.0613162379664,356.72485136813214,288.0610400158448,1045.5603451669133,1431.6728579988016,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1669,251103_mACmChPOLR2A_7SK,51.2610400158448,0.16336722905843043,204.32485136813213,1.1826337055342275,2586.1708071570843,1.0508775920249556,4.0
145,J08,2355.15266967947,344.7687660423058,284.5226269269365,980.9024943869206,1463.4951578947368,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2375,251103_mACmChPOLR2A_7SK,47.72262692693647,0.15209042426827485,192.3687660423058,1.1134317978960326,2175.262160598588,0.8839069155937612,4.0
146,J09,2604.6506348243897,348.1047945847903,285.15138241644286,1010.1192204305353,1313.814266487214,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,743,251103_mACmChPOLR2A_7SK,48.351382416442846,0.15409424709442476,195.70479458479028,1.1327407550324218,2424.7601257435076,0.9852891677253753,4.0
147,J10,2824.530274745716,329.43425780398,566.7314776452904,1031.9106112922188,1417.7020547945206,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1460,251103_mACmChPOLR2A_7SK,329.9314776452904,1.0514806423241525,177.03425780398,1.0246755542036667,2644.6397656648337,1.074636161317745,0.0
148,J11,2387.9122691403677,321.7496129911222,550.9979102659601,940.9181574886301,1456.2401764234162,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2494,251103_mACmChPOLR2A_7SK,314.19791026596005,1.0013382865473128,169.3496129911222,0.9801967748976177,2208.0217600594856,0.8972186152316572,0.0
149,J12,2640.787287343247,329.99345029688084,567.2393142256968,968.3699499208706,1374.0,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,583,251103_mACmChPOLR2A_7SK,330.4393142256968,1.0530991006100137,177.59345029688083,1.0279121643641935,2460.896778262365,0.9999731160082054,0.0
150,J13,2859.705174137233,355.4917415246962,288.13670090530326,1025.4980689279937,1344.7572335920959,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1417,251103_mACmChPOLR2A_7SK,51.336700905303246,0.1636083577958712,203.09174152469618,1.1754964569141566,2679.814665056351,1.0889293060203225,4.0
151,J14,2527.429083552005,346.15934667031235,282.4690296318939,970.2200829992655,1413.0532060027285,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2199,251103_mACmChPOLR2A_7SK,45.66902963189386,0.14554567801284776,193.75934667031234,1.121480488546885,2347.538574471123,0.9539105760140406,4.0
152,J15,2576.53650285903,352.7867717634084,284.2501991494636,939.7191765329011,1364.11875,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,640,251103_mACmChPOLR2A_7SK,47.45019914946357,0.15122220600523265,200.3867717634084,1.1598400725305156,2396.645993778148,0.9738651306045996,4.0
153,J16,2981.3682114368235,340.9726709983548,585.5191535118017,1094.5421922069484,1337.9014539579969,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1238,251103_mACmChPOLR2A_7SK,348.7191535118017,1.11135634023842,188.57267099835477,1.0914599725486627,2801.4777023559413,1.1383664736358603,0.0
154,J17,2438.807548558992,317.9781043964986,548.9669550108212,941.9548895554592,1483.0408584399504,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2423,251103_mACmChPOLR2A_7SK,312.16695501082114,0.9948656997197505,165.57810439649862,0.9583672560953369,2258.91703947811,0.917899657849904,0.0
155,J18,2792.4720222736673,332.73384916303195,577.3756445282074,972.4163157277243,1225.6470588235295,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,323,251103_mACmChPOLR2A_7SK,340.5756445282074,1.0854032480449918,180.33384916303194,1.04377361266095,2612.581513192785,1.0616094505262068,0.0
156,J19,2749.9054740239776,358.75050845205857,287.1553764662562,1030.0557653818578,1356.464324917673,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1822,251103_mACmChPOLR2A_7SK,50.35537646625619,0.16048090945762286,206.35050845205856,1.1943582232679486,2570.0149649430955,1.0443127462243664,4.0
157,J20,2357.623935681496,346.1924658970995,282.1664679180604,960.4923862390618,1424.0016187778228,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2471,251103_mACmChPOLR2A_7SK,45.36646791806038,0.14458142389719056,193.7924658970995,1.1216721828691247,2177.7334266006137,0.8849111021920613,4.0
158,J21,2774.880959355627,360.42255790684334,290.6118534791369,1059.1807105230378,1302.2007233273057,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,553,251103_mACmChPOLR2A_7SK,53.811853479136914,0.1714965866995193,208.02255790684333,1.2040360575074356,2594.990450274745,1.0544614099600884,4.0
161,K04,3410.065212830557,345.6210155830067,616.572257541202,1127.679300964038,1295.8690591658583,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1031,251103_mACmChPOLR2A_7SK,379.772257541202,1.2103215496328885,193.22101558300668,1.1183646243516017,3230.174703749675,1.3125653592184405,0.0
162,K05,2669.6597402449443,324.28906965431537,569.2032394284782,962.1228026077907,1432.1075883575884,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1924,251103_mACmChPOLR2A_7SK,332.40323942847823,1.059358064890825,171.88906965431536,0.9948951682821051,2489.769231164062,1.01170529305437,0.0
163,K06,2801.8489568989835,329.495573864398,544.8997751051611,1002.921310177925,1273.132587859425,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,626,251103_mACmChPOLR2A_7SK,308.0997751051611,0.9819037326768572,177.095573864398,1.025030452001244,2621.9584478181014,1.0654197210823344,0.0
164,K07,2805.924696090376,344.0796416961206,298.4555121971044,1042.96137973939,1388.4588644264195,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1726,251103_mACmChPOLR2A_7SK,61.65551219710437,0.19649406607251418,191.67964169612057,1.1094431412365715,2626.034187009494,1.0670758773483162,2.0
165,K08,2596.0630722044407,335.5082905561999,296.05184364915533,990.7897743718253,1357.5396825396826,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2016,251103_mACmChPOLR2A_7SK,59.25184364915532,0.18883365438106273,183.10829055619988,1.059832099348299,2416.1725631235586,0.9817996545414662,2.0
166,K09,2451.554559244526,321.1056465930769,286.8991968005362,925.3324434043111,1436.621273166801,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1241,251103_mACmChPOLR2A_7SK,50.09919680053616,0.1596644733861569,168.70564659307692,0.9764694927659514,2271.664050163644,0.9230793419827767,2.0
167,K10,3448.9649243340746,342.3650850558893,604.0494854945463,1075.9879087760103,1313.6659412404788,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,919,251103_mACmChPOLR2A_7SK,367.24948549454626,1.1704118917570405,189.96508505588932,1.099519275102776,3269.0744152531925,1.3283720627208357,0.0
168,K11,2644.0776591700555,321.008547710841,559.552361829843,944.1362879514663,1388.0549553781118,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2129,251103_mACmChPOLR2A_7SK,322.752361829843,1.028601039071923,168.608547710841,0.9759074837389878,2464.1871500891734,1.0013101421677513,0.0
169,K12,2852.6925404410517,323.33226136465913,557.6576685123571,852.1127442950431,1321.1753246753246,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,154,251103_mACmChPOLR2A_7SK,320.85766851235707,1.02256271450618,170.93226136465913,0.9893571550374837,2672.8020313601696,1.0860797573393144,0.0
170,K13,2818.69999023495,341.8048487792509,300.332179597092,1029.6979940000783,1378.69332566168,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1738,251103_mACmChPOLR2A_7SK,63.53217959709201,0.20247494263891827,189.4048487792509,1.096276623514488,2638.8094811540677,1.0722670543235209,2.0
171,K14,2718.779568262784,332.46457417032985,290.9957947433539,990.3519898107651,1399.3234978540772,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1864,251103_mACmChPOLR2A_7SK,54.19579474335387,0.17272019473472358,180.06457417032985,1.042215047071426,2538.8890591819018,1.0316648898625989,2.0
172,K15,2753.034287228952,345.2961201126317,293.91487193590604,928.6906572721325,1281.2356321839081,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,348,251103_mACmChPOLR2A_7SK,57.114871935906024,0.1820231966287059,192.89612011263168,1.1164841270382884,2573.14377814807,1.0455841238447616,2.0
173,K16,3106.950480508531,336.46118370536743,594.9381710354896,1063.6055036321673,1384.167731629393,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1252,251103_mACmChPOLR2A_7SK,358.1381710354896,1.1413744357125277,184.06118370536743,1.065347451731685,2927.059971427649,1.1893962015091635,0.0
174,K17,2672.5397256675456,321.94344908987523,559.8317498320702,949.6200833571374,1402.0152409046214,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2034,251103_mACmChPOLR2A_7SK,323.03174983207015,1.029491439339688,169.54344908987522,0.98131869962777,2492.6492165866634,1.0128755607480562,0.0
175,K18,2927.7847418113197,335.6500676676385,570.9683174188932,950.5022251854177,1165.1245674740485,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,289,251103_mACmChPOLR2A_7SK,334.1683174188932,1.0649833097215382,183.2500676676385,1.0606527062864073,2747.8942327304376,1.1165930983520014,0.0
176,K19,2803.821579986085,343.85399018071854,296.5777238387554,1033.614825803602,1344.4928619986404,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1471,251103_mACmChPOLR2A_7SK,59.77772383875538,0.19050961704910707,191.45399018071853,1.1081370686466128,2623.931070905203,1.0662212866224021,2.0
177,K20,2542.7692575093847,331.8418889443617,293.4617956043136,966.3798131030767,1377.3604887983706,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1964,251103_mACmChPOLR2A_7SK,56.66179560431357,0.1805792574339229,179.4418889443617,1.0386109405164121,2362.8787484285026,0.9601439790920437,2.0
178,K21,2768.0459576432295,344.08820709663854,290.99616933084525,1000.956434639022,1266.364653243848,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,447,251103_mACmChPOLR2A_7SK,54.19616933084524,0.17272138853259592,191.68820709663854,1.1094927178362173,2588.1554485623474,1.0516840411485882,2.0
181,L04,3027.1394362823694,339.5193237428854,591.8689148701527,1073.8740480519723,1378.7496598639457,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1470,251103_mACmChPOLR2A_7SK,355.0689148701527,1.1315928184287853,187.11932374288537,1.0830479882077708,2847.2489272014873,1.1569653822681156,0.0
182,L05,2707.1090043810746,322.21705490178334,561.4340205277216,956.5766550068689,1403.6257828810021,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1916,251103_mACmChPOLR2A_7SK,324.6340205277216,1.0345978227386432,169.81705490178334,0.9829023320299275,2527.2184953001924,1.0269226145126324,0.0
183,L06,2920.006727450962,332.3309378833914,536.633156930664,961.1504599014982,1265.8864097363082,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,493,251103_mACmChPOLR2A_7SK,299.83315693066396,0.9555582955879058,179.9309378833914,1.0414415592839268,2740.11621837008,1.1134325410604538,0.0
184,L07,2546.96164764497,287.44563949161324,332.4192308318605,604.5035997338559,1028.6896551724137,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,29,251103_mACmChPOLR2A_7SK,95.61923083186048,0.30473530737712334,135.04563949161323,0.7816451301876015,2367.071138564088,0.9618475358866378,1.0
185,L08,2657.233408570692,325.5360358092657,331.1370213250603,987.2148992065079,1409.2088572990706,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1829,251103_mACmChPOLR2A_7SK,94.33702132506028,0.30064894833849326,173.13603580926568,1.0021126173326256,2477.34289948981,1.0066559152362449,1.0
186,L09,2826.718874035131,333.9906117811155,303.1230929779216,845.2311106979253,1168.308988764045,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,178,251103_mACmChPOLR2A_7SK,66.32309297792159,0.21136949072899394,181.59061178111548,1.0510477637103648,2646.828364954249,1.0755254877090272,1.0
187,L10,3076.4898123331177,334.85754456371774,589.9310240918311,1065.3757089115245,1396.838063439065,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1198,251103_mACmChPOLR2A_7SK,353.1310240918311,1.1254168249925534,182.45754456371773,1.0560655768753957,2896.5993032522356,1.1770186611181488,0.0
188,L11,2713.0860296565234,325.11319280900085,548.4867054300317,946.2582148436655,1423.813633864761,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1819,251103_mACmChPOLR2A_7SK,311.68670543003174,0.99333516028384,172.71319280900084,0.9996651990136398,2533.1955205756412,1.029351348883755,0.0
189,L12,2929.54768987223,331.9633807341682,567.2583101660441,929.6156510093679,1231.274111675127,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,394,251103_mACmChPOLR2A_7SK,330.4583101660441,1.053159640039899,179.5633807341682,1.0393141358673876,2749.657180791348,1.1173094634923035,0.0
190,L13,3112.6735248289974,341.45683602497263,339.1383750280191,1074.5483987178816,1420.3097269624573,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1172,251103_mACmChPOLR2A_7SK,102.33837502801907,0.3261489963820902,189.05683602497263,1.0942623231961006,2932.7830157481153,1.1917217319876219,1.0
