,WELL,IF_647_Intensity,IF_488_Intensity,DAPI_Intensity,NucleusArea,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,EXPERIMENT
117,H20,159.99671089507726,924.7327591495006,1183.7675523987357,1607.6292641669015,HCT116,No transfection,No primary,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3547,250822_PTEFB_SIRNA
118,H21,1618.3744844258613,238.53742147807503,1234.235954661173,1568.2999135695766,HCT116,No transfection,Total Pol II F12,No primary,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2314,250822_PTEFB_SIRNA
119,H22,158.21413392527631,942.3164065674466,1036.3764161186166,1581.2397974381888,HCT116,No transfection,No primary,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3357,250822_PTEFB_SIRNA
120,I03,1756.0166545988416,1848.5706431415288,1199.9324709664836,1650.6751012145749,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1976,250822_PTEFB_SIRNA
121,I04,1470.3865743758474,1978.2133226408187,1198.4112307655873,1657.4318104906938,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2955,250822_PTEFB_SIRNA
122,I05,1528.6366531855056,1948.7812153932364,1166.708885540859,1598.179067613461,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3239,250822_PTEFB_SIRNA
123,I06,1408.855831199541,2103.0977933640365,1210.0889920896177,1621.4523068213982,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3533,250822_PTEFB_SIRNA
124,I07,1521.913114083304,2011.404673702661,1196.0844814424056,1612.5834092980856,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3291,250822_PTEFB_SIRNA
125,I08,1439.790941149446,2090.9940674694226,1156.5725506397416,1587.9881556683588,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2955,250822_PTEFB_SIRNA
126,I09,1379.6754546469742,1986.8444313531015,1139.6763355993853,1599.3909442297074,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3622,250822_PTEFB_SIRNA
127,I10,1408.7523536187555,2027.741325252596,1161.7216205674465,1547.1068680535766,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3509,250822_PTEFB_SIRNA
128,I11,1417.2614262192533,1953.6093832882154,1150.7571166676707,1607.7152317880796,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3775,250822_PTEFB_SIRNA
129,I12,1398.1867062861927,1976.684769525635,1134.5534254260394,1563.32402951556,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3117,250822_PTEFB_SIRNA
130,I13,1400.008737791766,1982.0728375233762,1177.372699322166,1544.705124174788,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3181,250822_PTEFB_SIRNA
131,I14,1385.018977364965,2054.8424052782593,1176.3659993098877,1545.0950704225352,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3408,250822_PTEFB_SIRNA
132,I15,1458.542199840673,2039.5227334284452,1164.1668781846663,1564.883322764743,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3154,250822_PTEFB_SIRNA
133,I16,1410.2066449550318,2036.1202285653576,1181.2283132384493,1582.6069918240767,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3547,250822_PTEFB_SIRNA
134,I17,1498.4568426461178,2101.537131367443,1143.3513330234061,1576.6489906598374,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3319,250822_PTEFB_SIRNA
135,I18,1432.8302019156497,1966.6813515536942,1114.689882021327,1573.6680968433957,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3263,250822_PTEFB_SIRNA
136,I19,1478.3378963330476,1974.2575710119327,1183.2826682540142,1580.4440677966102,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2950,250822_PTEFB_SIRNA
137,I20,1427.751001582429,2047.067963223315,1192.0964352351812,1546.480523342254,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3363,250822_PTEFB_SIRNA
138,I21,1456.4996980928352,1832.8176247037209,1100.1538020339794,1622.8458794149126,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2803,250822_PTEFB_SIRNA
139,I22,1590.400906435249,1835.7473286382326,1117.2790686004366,1644.740234375,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2560,250822_PTEFB_SIRNA
140,J03,1752.6637870695877,782.967831059893,1466.696342949705,1440.2373903508771,HCT116,HEXIM1 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1824,250822_PTEFB_SIRNA
141,J04,1759.5632825484404,2272.714593223832,1404.8242496294104,1445.513114148504,HCT116,HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2707,250822_PTEFB_SIRNA
142,J05,1714.1401967544682,2870.570897463647,1403.3595129048158,1538.4574368568756,HCT116,LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2138,250822_PTEFB_SIRNA
143,J06,1731.0952416381192,788.495268378044,1456.8030874522906,1356.884925975774,HCT116,HEXIM1 pool + HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1486,250822_PTEFB_SIRNA
144,J07,1705.5587435836903,2586.9672562419914,1425.641999808244,1519.1142014327854,HCT116,HEXIM2 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2373,250822_PTEFB_SIRNA
145,J08,1600.0636057180857,987.7066535701398,1383.7856267261193,1561.3404634581104,HCT116,HEXIM1 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2244,250822_PTEFB_SIRNA
146,J09,2277.5762883046177,6007.799714794015,1393.1743202235316,1404.9761248852158,HCT116,INTS8 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2178,250822_PTEFB_SIRNA
147,J10,1923.2641941097615,2688.4986183429105,1614.9483244427713,1105.2366412213742,HCT116,SPT5 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,917,250822_PTEFB_SIRNA
148,J11,1308.519318911818,3661.43016145685,1068.113063463232,1240.0416666666667,HCT116,POLR2B,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,168,250822_PTEFB_SIRNA
149,J12,1508.4904205411656,2268.746261282018,1244.4495464131571,1547.6573538856776,HCT116,Scrambled,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3114,250822_PTEFB_SIRNA
150,J13,1395.1157000678081,978.2991034293367,1176.5968785209723,1804.4981961298786,HCT116,HEXIM1 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3049,250822_PTEFB_SIRNA
151,J14,1570.3034525415892,765.1411720579476,1368.9873024518508,1413.3446877534468,HCT116,HEXIM1 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1233,250822_PTEFB_SIRNA
152,J15,2130.82551130774,695.0936901292451,1414.2170983900055,1228.904392764858,HCT116,HEXIM1 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1548,250822_PTEFB_SIRNA
153,J16,1367.997731698203,2029.7767366002959,1084.9995646304678,1601.5389576883385,HCT116,HEXIM2 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3876,250822_PTEFB_SIRNA
154,J17,1489.0663158670272,2152.458924077824,1269.3456345254183,1473.9886125262212,HCT116,HEXIM2 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3337,250822_PTEFB_SIRNA
155,J18,1737.880199461907,2250.338002060598,1442.6516217521576,1379.7494600431964,HCT116,HEXIM2 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1852,250822_PTEFB_SIRNA
156,J19,1416.6842737661516,2106.021738411111,1174.682315173227,1626.374754006185,HCT116,LARP7 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3557,250822_PTEFB_SIRNA
157,J20,1937.5622234972702,3646.494885415696,1566.7395827991297,1514.9249492900608,HCT116,LARP7 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,986,250822_PTEFB_SIRNA
158,J21,1416.7108021490983,2178.642819539161,1189.774014431654,1660.3280821917808,HCT116,LARP7 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2920,250822_PTEFB_SIRNA
159,J22,1704.6087334205204,1881.860818517173,1105.719242000942,1636.9178654292343,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2155,250822_PTEFB_SIRNA
160,K03,1651.3677093282004,1425.4763039312668,1074.6537006404637,1688.2833027522936,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2725,250822_PTEFB_SIRNA
161,K04,1506.0302982579874,897.9864303836348,1342.6357466498616,1521.5652342237709,HCT116,HEXIM1 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2583,250822_PTEFB_SIRNA
162,K05,1611.9568234653646,2198.591241506381,1197.2192780935002,1501.5634863701578,HCT116,HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2788,250822_PTEFB_SIRNA
163,K06,1612.857224217881,2844.066638030427,1400.7711290331372,1531.5028953229398,HCT116,LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2245,250822_PTEFB_SIRNA
164,K07,1623.3350049176559,763.740493653841,1432.8548489127772,1375.297756628144,HCT116,HEXIM1 pool + HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1471,250822_PTEFB_SIRNA
165,K08,1639.5087993697214,2716.385375432212,1446.0375798459443,1476.9272349272348,HCT116,HEXIM2 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2405,250822_PTEFB_SIRNA
166,K09,1632.4549773533327,990.1550739276624,1436.3045028546026,1534.0377358490566,HCT116,HEXIM1 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1802,250822_PTEFB_SIRNA
167,K10,2184.0692703853765,5723.6932459756945,1395.412616265424,1452.3370206489676,HCT116,INTS8 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2712,250822_PTEFB_SIRNA
168,K11,1793.9199057299174,2817.803282033752,1713.254961581191,1087.0303370786517,HCT116,SPT5 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,890,250822_PTEFB_SIRNA
169,K12,1298.8633858533058,3296.772686255635,1094.7242263986202,1194.0873015873017,HCT116,POLR2B,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,126,250822_PTEFB_SIRNA
170,K13,1504.2756790403766,2156.776612712594,1240.7148021577405,1548.7516206073012,HCT116,Scrambled,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2931,250822_PTEFB_SIRNA
171,K14,1446.080669834853,948.5520739044908,1186.8176492701948,1732.9564371839751,HCT116,HEXIM1 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2571,250822_PTEFB_SIRNA
172,K15,1560.5540668927429,727.1367298095333,1355.6679731135114,1371.525641025641,HCT116,HEXIM1 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1170,250822_PTEFB_SIRNA
173,K16,2357.1009397654034,642.1732322504115,1385.5754833777796,1146.084274543875,HCT116,HEXIM1 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1151,250822_PTEFB_SIRNA
174,K17,1382.2216547061928,1952.3478177329234,1061.2348412044935,1626.4239316239316,HCT116,HEXIM2 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3510,250822_PTEFB_SIRNA
175,K18,1386.6246656191029,1802.6060224348487,1151.1071882369888,1497.1525061124694,HCT116,HEXIM2 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3272,250822_PTEFB_SIRNA
176,K19,1665.1641407260545,2156.2736133376193,1417.8243249103496,1369.8378506894912,HCT116,HEXIM2 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2103,250822_PTEFB_SIRNA
177,K20,1394.0427840984516,2065.291515539005,1201.6729243617078,1669.1413793103447,HCT116,LARP7 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3480,250822_PTEFB_SIRNA
178,K21,1905.3772628493352,3266.0407240334484,1634.5639932965114,1612.2311411992264,HCT116,LARP7 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1034,250822_PTEFB_SIRNA
179,K22,1522.9056538282846,1904.603006180737,1195.7738544618676,1629.6519555077143,HCT116,LARP7 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2787,250822_PTEFB_SIRNA
180,L03,1451.6007609911649,1757.168761521069,1166.551131093718,1652.924304035033,HCT116,LARP7 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3197,250822_PTEFB_SIRNA
181,L04,1557.0899429030073,1673.960005063999,1159.6810100280309,1630.5593980147294,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3123,250822_PTEFB_SIRNA
182,L05,1499.7460775746554,901.2421605646056,1344.3089428435014,1562.19029209622,HCT116,HEXIM1 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2328,250822_PTEFB_SIRNA
183,L06,1583.3877164775083,2291.9929009625175,1295.49206200852,1469.844822058352,HCT116,HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3119,250822_PTEFB_SIRNA
184,L07,1604.441360783958,2971.833939473079,1374.6263429858575,1542.833910034602,HCT116,LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2312,250822_PTEFB_SIRNA
185,L08,1513.26114903366,763.8175936931846,1373.7090957156677,1459.5156638488315,HCT116,HEXIM1 pool + HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2011,250822_PTEFB_SIRNA
186,L09,1748.8951710375109,2791.6865484404498,1373.1307194977844,1479.074702886248,HCT116,HEXIM2 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1767,250822_PTEFB_SIRNA
187,L10,1618.3601472847847,990.2006958502396,1399.470171208508,1541.3971631205675,HCT116,HEXIM1 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2115,250822_PTEFB_SIRNA
188,L11,2262.1157192118353,6078.733940701561,1393.1654932523395,1357.7954644570432,HCT116,INTS8 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2293,250822_PTEFB_SIRNA
189,L12,1938.9539245719527,2901.6563093147474,1692.9674431819346,1024.9763872491146,HCT116,SPT5 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,847,250822_PTEFB_SIRNA
190,L13,1292.24091769657,2877.4581088367,1032.312143605677,1263.6103896103896,HCT116,POLR2B,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,154,250822_PTEFB_SIRNA
191,L14,1558.026088222195,2200.1781619803337,1328.563061062612,1500.907955761684,HCT116,Scrambled,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2803,250822_PTEFB_SIRNA
192,L15,1403.0824495899392,875.5058212954689,1076.0713410908854,1794.3611001964637,HCT116,HEXIM1 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2545,250822_PTEFB_SIRNA
193,L16,1393.1839045541967,802.7839826224083,1373.499469023009,1476.712898003238,HCT116,HEXIM1 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1853,250822_PTEFB_SIRNA
194,L17,2194.746836949851,679.9225131704832,1365.2181088707175,1168.572759856631,HCT116,HEXIM1 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1395,250822_PTEFB_SIRNA
195,L18,1354.08095885049,1979.969583499691,1082.0489313571459,1579.7096214966773,HCT116,HEXIM2 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3461,250822_PTEFB_SIRNA
196,L19,1389.6304065767054,1822.314904398595,1160.4744474318827,1550.6321533138141,HCT116,HEXIM2 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3757,250822_PTEFB_SIRNA
197,L20,1637.0722488469278,2260.6322637041476,1344.3043757668484,1334.8480424684803,HCT116,HEXIM2 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1507,250822_PTEFB_SIRNA
198,L21,1462.331494506708,1761.354981509959,1119.918975024047,1682.8577075098815,HCT116,LARP7 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3036,250822_PTEFB_SIRNA
199,L22,1907.3267582211527,3402.1727091916578,1522.3018257178271,1625.2350835322195,HCT116,LARP7 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,838,250822_PTEFB_SIRNA
200,M03,1949.1134439845566,2692.371711121381,1438.3077394413722,1578.9318918918918,HCT116,LARP7 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,925,250822_PTEFB_SIRNA
201,M04,1452.9208700110617,1981.9689218340163,1193.4203840322386,1633.899365079365,HCT116,LARP7 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3150,250822_PTEFB_SIRNA
202,M05,1463.6285801830395,1883.8808643093446,1109.8517524387594,1679.1873324396784,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2984,250822_PTEFB_SIRNA
203,M06,1437.0693602386432,858.034924568661,1234.5061370627507,1578.568113450795,HCT116,HEXIM1 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2327,250822_PTEFB_SIRNA
204,M07,1586.6979826414804,2088.357603770708,1259.0033287577412,1491.1418244406195,HCT116,HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2905,250822_PTEFB_SIRNA
205,M08,1631.6222870804233,2848.683893275388,1339.8582272049482,1537.4831111111112,HCT116,LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2250,250822_PTEFB_SIRNA
206,M09,1527.7787172015462,717.6294142618999,1397.6365904120619,1446.9626604434072,HCT116,HEXIM1 pool + HEXIM2 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1714,250822_PTEFB_SIRNA
207,M10,1682.4776881244468,2617.0509003589564,1393.8283297617504,1485.062248995984,HCT116,HEXIM2 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2490,250822_PTEFB_SIRNA
208,M11,1637.7270017985934,942.7923845650744,1353.5161430647322,1542.537106918239,HCT116,HEXIM1 pool + LARP7 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1590,250822_PTEFB_SIRNA
209,M12,2305.202960980747,5808.805355860782,1508.5283506906069,1376.2750809061488,HCT116,INTS8 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1854,250822_PTEFB_SIRNA
210,M13,1917.5368564395894,2539.044319817861,1666.3766891115267,1048.4074866310161,HCT116,SPT5 pool,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,935,250822_PTEFB_SIRNA
211,M14,1460.4529868785185,3020.4987392678995,1066.7126142060188,1244.4328358208954,HCT116,POLR2B,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,134,250822_PTEFB_SIRNA
212,M15,1557.4095936066985,2101.569750635666,1231.6598230681436,1547.7124252023934,HCT116,Scrambled,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2841,250822_PTEFB_SIRNA
213,M16,1408.3151145060192,923.6462225636307,1129.315336478702,1710.3322766570604,HCT116,HEXIM1 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3470,250822_PTEFB_SIRNA
214,M17,1516.1365983917424,737.8878671511802,1321.0757777389167,1440.826480836237,HCT116,HEXIM1 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1435,250822_PTEFB_SIRNA
215,M18,1994.4960595221198,708.7662129465838,1278.0618245584683,1276.7129372570794,HCT116,HEXIM1 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1801,250822_PTEFB_SIRNA
216,M19,1437.6685229116972,2036.3977892818887,1127.1522237745462,1606.2308638936747,HCT116,HEXIM2 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4063,250822_PTEFB_SIRNA
217,M20,1450.7345944795381,1947.9382170804586,1172.777492022403,1549.1140837960627,HCT116,HEXIM2 #2,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,3962,250822_PTEFB_SIRNA
218,M21,1674.7021524364088,1834.294484284763,1312.1376460017582,1372.7099090473912,HCT116,HEXIM2 #3,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2089,250822_PTEFB_SIRNA
219,M22,1573.4381691397978,1644.2312982958583,1049.6555250232907,1725.6831750339213,HCT116,LARP7 #1,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2948,250822_PTEFB_SIRNA
220,N03,1717.7339755399153,1668.0181415666686,1106.9747043565317,1622.8457792207791,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2464,250822_PTEFB_SIRNA
221,N04,1608.0294556080457,1591.0608620036382,1088.1114938886894,1620.7343632253203,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2654,250822_PTEFB_SIRNA
222,N05,1539.5088383253617,1828.0848807262394,1029.440801591501,1635.6156847444402,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2563,250822_PTEFB_SIRNA
223,N06,147.13295956987272,251.6522853961262,166.59266038345072,46.22222222222222,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,9,250822_PTEFB_SIRNA
224,N07,1546.0398744568015,1869.2738063283903,1122.2542472983134,1616.8063829787234,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2820,250822_PTEFB_SIRNA
225,N08,1483.2397412011107,1748.7410110459855,1029.3225018519104,1649.918952618454,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2406,250822_PTEFB_SIRNA
226,N09,1648.9052733382634,2182.2885613524736,1153.8413182882239,1577.099322799097,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2215,250822_PTEFB_SIRNA
227,N10,1486.700493447777,1942.5742092382934,1122.4681936864179,1659.858054825385,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2663,250822_PTEFB_SIRNA
228,N11,1718.7042515499745,3211.3144041501373,1237.1326335432864,1614.3726679104477,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2144,250822_PTEFB_SIRNA
229,N12,1531.3626267864581,2051.7296196495527,1199.80515776211,1669.7169715447155,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1968,250822_PTEFB_SIRNA
230,N13,1734.3486513121102,2286.1403738760846,1301.7779896425227,1618.6148007590132,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1054,250822_PTEFB_SIRNA
231,N14,1397.5756767806963,1664.9347690900026,1074.2097019556577,1648.9707198047986,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2459,250822_PTEFB_SIRNA
232,N15,1468.9865377457663,1491.0952872322594,1038.7199162376844,1683.2224736048265,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2652,250822_PTEFB_SIRNA
233,N16,1388.4042648317848,1646.481522580364,1039.7413880872282,1617.551282051282,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2340,250822_PTEFB_SIRNA
