,EXPERIMENT,WELL,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TIME_IN_AUXIN,TotalNumberCells,IF_647_Intensity,IF_647_Intensity_BGS,IF_647_Intensity_FC
85,250908_mACmChPOLR2A_ARMC5,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2585,861.3892547652464,694.5293312362653,0.9656278513589003
86,250908_mACmChPOLR2A_ARMC5,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2575,938.4926471524296,771.6327236234486,1.0728273313157668
87,250908_mACmChPOLR2A_ARMC5,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3231,923.7536929706783,756.8937694416973,1.052335259897461
88,250908_mACmChPOLR2A_ARMC5,G12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2576,940.8612534056308,774.0013298766498,1.0761204854910165
89,250908_mACmChPOLR2A_ARMC5,G13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2245,941.3931220476505,774.5331985186695,1.0768599606303664
90,250908_mACmChPOLR2A_ARMC5,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2826,903.149069804359,736.289146275378,1.0236879485438324
91,250908_mACmChPOLR2A_ARMC5,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2736,893.8916642886722,727.0317407596913,1.0108170614621323
92,250908_mACmChPOLR2A_ARMC5,G16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3364,932.1981576903622,765.3382341613813,1.0640758876239098
93,250908_mACmChPOLR2A_ARMC5,G17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2759,976.1780150278177,809.3180914988366,1.1252225854433444
94,250908_mACmChPOLR2A_ARMC5,G18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2226,979.2862660431562,812.4263425141751,1.129544092994484
95,250908_mACmChPOLR2A_ARMC5,G19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2691,967.4192466032983,800.5593230743173,1.1130449705407974
96,250908_mACmChPOLR2A_ARMC5,G20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2742,878.7914198390126,711.9314963100317,0.9898226758442287
97,250908_mACmChPOLR2A_ARMC5,G21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2209,962.0745779127608,795.2146543837798,1.1056140951093993
100,250908_mACmChPOLR2A_ARMC5,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,3037,1054.2879104238332,887.4279868948522,1.2338214409112136
101,250908_mACmChPOLR2A_ARMC5,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,3261,1127.9005602021243,961.0406366731434,1.336167622190152
102,250908_mACmChPOLR2A_ARMC5,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2878,1045.6164520832237,878.7565285542428,1.2217652162004644
103,250908_mACmChPOLR2A_ARMC5,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,3148,1035.8198038510777,868.9598803220968,1.208144601551854
104,250908_mACmChPOLR2A_ARMC5,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2343,1086.9820315115367,920.1221079825557,1.279277194150305
105,250908_mACmChPOLR2A_ARMC5,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2654,1123.8092284594284,956.9493049304474,1.3304793039259488
106,250908_mACmChPOLR2A_ARMC5,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,2770,1085.0195493443125,918.1596258153315,1.2765486881632453
107,250908_mACmChPOLR2A_ARMC5,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2868,1100.5445688814434,933.6846453524624,1.2981336530937542
108,250908_mACmChPOLR2A_ARMC5,H12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2744,1089.0400549270903,922.1801313981093,1.2821385343981964
109,250908_mACmChPOLR2A_ARMC5,H13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2643,1081.640519562051,914.78059603307,1.271850707643812
110,250908_mACmChPOLR2A_ARMC5,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,3385,1026.89709157325,860.037168044269,1.195739049910434
111,250908_mACmChPOLR2A_ARMC5,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,3048,1083.5394955300267,916.6795720010457,1.2744909187929576
112,250908_mACmChPOLR2A_ARMC5,H16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,2959,1081.1075064657662,914.2475829367852,1.2711096413306076
113,250908_mACmChPOLR2A_ARMC5,H17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,3263,1100.111367884292,933.2514443553109,1.2975313589511277
114,250908_mACmChPOLR2A_ARMC5,H18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2684,1106.8525174602069,939.9925939312259,1.3069038094552596
115,250908_mACmChPOLR2A_ARMC5,H19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2814,1036.3130880594554,869.4531645304744,1.208830431435233
116,250908_mACmChPOLR2A_ARMC5,H20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2906,1028.8625088969627,862.0025853679817,1.1984716367458121
117,250908_mACmChPOLR2A_ARMC5,H21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2371,1077.9212022498052,911.0612787208242,1.2666796137486802
120,250908_mACmChPOLR2A_ARMC5,I04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,2734,807.1766250233826,640.3167014944015,0.890254180558029
121,250908_mACmChPOLR2A_ARMC5,I05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2295,841.1528990500518,674.2929755210707,0.937492554821006
122,250908_mACmChPOLR2A_ARMC5,I06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2290,770.8123025086022,603.9523789796212,0.8396956209165441
123,250908_mACmChPOLR2A_ARMC5,I07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2569,738.0977872069815,571.2378636780004,0.7942115129052646
124,250908_mACmChPOLR2A_ARMC5,I08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2614,729.0080103324096,562.1480868034287,0.7815736856487817
125,250908_mACmChPOLR2A_ARMC5,I09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2479,704.7034994352829,537.8435759063018,0.7477822940107259
126,250908_mACmChPOLR2A_ARMC5,I10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,2518,780.5494505988165,613.6895270698355,0.8532335104855572
127,250908_mACmChPOLR2A_ARMC5,I11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2743,784.4588031961605,617.5988796671795,0.8586688169283507
128,250908_mACmChPOLR2A_ARMC5,I12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,3123,740.9019000699457,574.0419765409647,0.7981101667951044
129,250908_mACmChPOLR2A_ARMC5,I13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2405,736.0780650823934,569.2181415534124,0.7914034242504104
130,250908_mACmChPOLR2A_ARMC5,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2658,693.2717125867682,526.4117890577872,0.7318882902944612
131,250908_mACmChPOLR2A_ARMC5,I15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2888,750.2675467381571,583.4076232091761,0.8111315452482126
132,250908_mACmChPOLR2A_ARMC5,I16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,3069,742.4502437592579,575.5903202302768,0.8002628819111302
133,250908_mACmChPOLR2A_ARMC5,I17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2954,818.2312420976072,651.3713185686261,0.9056237922545977
134,250908_mACmChPOLR2A_ARMC5,I18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2756,753.0087055709167,586.1487820419356,0.8149426719996192
135,250908_mACmChPOLR2A_ARMC5,I19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2874,727.5148750210872,560.6549514921062,0.7794977286263561
136,250908_mACmChPOLR2A_ARMC5,I20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2635,737.2447206230413,570.3847970940603,0.7930254652965195
137,250908_mACmChPOLR2A_ARMC5,I21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1907,747.557861202317,580.6979376733359,0.8073641768965057
140,250908_mACmChPOLR2A_ARMC5,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3149,1123.2339318363622,956.3740083073812,1.3296794493812365
141,250908_mACmChPOLR2A_ARMC5,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3273,1281.56450885353,1114.704585324549,1.5498118585011804
142,250908_mACmChPOLR2A_ARMC5,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2591,1338.2376332231604,1171.3777096941794,1.628606439022972
143,250908_mACmChPOLR2A_ARMC5,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2905,1303.1941523049866,1136.3342287760056,1.579884290567529
144,250908_mACmChPOLR2A_ARMC5,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2553,1281.4729858580067,1114.6130623290258,1.5496846109544715
145,250908_mACmChPOLR2A_ARMC5,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2827,1171.2181216827025,1004.3581981537216,1.3963935074585863
146,250908_mACmChPOLR2A_ARMC5,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3283,1196.734393673328,1029.874470144347,1.4318696519334912
147,250908_mACmChPOLR2A_ARMC5,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2396,1357.438784369509,1190.578860840528,1.6553024552906546
148,250908_mACmChPOLR2A_ARMC5,J12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2366,1365.9745534900514,1199.1146299610705,1.6671700266441833
149,250908_mACmChPOLR2A_ARMC5,J13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3024,1277.83219613227,1110.972272603289,1.5446226966450285
150,250908_mACmChPOLR2A_ARMC5,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2949,1240.9038096956858,1074.0438861667049,1.493279899667057
151,250908_mACmChPOLR2A_ARMC5,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3000,1253.059673298536,1086.199749769555,1.5101806120262287
152,250908_mACmChPOLR2A_ARMC5,J16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2997,1211.8927218679937,1045.0327983390127,1.4529447933659685
153,250908_mACmChPOLR2A_ARMC5,J17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3243,1281.856402043918,1114.996478514937,1.5502176875735953
154,250908_mACmChPOLR2A_ARMC5,J18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2932,1252.0108051124232,1085.1508815834422,1.5087223347622407
155,250908_mACmChPOLR2A_ARMC5,J19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2943,1290.4163418214441,1123.5564182924631,1.5621188642170944
156,250908_mACmChPOLR2A_ARMC5,J20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2405,1266.7659679403516,1099.9060444113707,1.5292369416149443
157,250908_mACmChPOLR2A_ARMC5,J21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3257,1258.1245666434177,1091.2646431144367,1.5172225062386366
160,250908_mACmChPOLR2A_ARMC5,K04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2813,816.358523682387,649.498600153406,0.9030200878778936
161,250908_mACmChPOLR2A_ARMC5,K05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2194,913.3974563000496,746.5375327710685,1.0379366303296889
162,250908_mACmChPOLR2A_ARMC5,K06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2533,861.6059622004296,694.7460386714486,0.9659291471078315
163,250908_mACmChPOLR2A_ARMC5,K07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2775,815.9038400306426,649.0439165016617,0.9023879256668313
164,250908_mACmChPOLR2A_ARMC5,K08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2937,817.8194898224907,650.9595662935096,0.9050513190028127
165,250908_mACmChPOLR2A_ARMC5,K09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2799,808.9870011599934,642.1270776310123,0.8927712083354379
166,250908_mACmChPOLR2A_ARMC5,K10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2994,818.7741576260646,651.9142340970836,0.9063786262574764
167,250908_mACmChPOLR2A_ARMC5,K11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2308,826.5866770959595,659.7267535669785,0.917240638918606
168,250908_mACmChPOLR2A_ARMC5,K12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2722,824.3636820854902,657.5037585565092,0.9141499330275819
169,250908_mACmChPOLR2A_ARMC5,K13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2443,842.8509401024648,675.9910165734839,0.9398533992939706
170,250908_mACmChPOLR2A_ARMC5,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2808,802.2007339660646,635.3408104370835,0.8833360292659572
171,250908_mACmChPOLR2A_ARMC5,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2938,803.7786902199739,636.9187666909929,0.8855299157419807
172,250908_mACmChPOLR2A_ARMC5,K16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2763,788.6536870156035,621.7937634866225,0.8645011071817498
173,250908_mACmChPOLR2A_ARMC5,K17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,3144,842.0943618159416,675.2344382869605,0.93880150266075
174,250908_mACmChPOLR2A_ARMC5,K18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2379,872.3966942902616,705.5367707612806,0.9809318704974207
175,250908_mACmChPOLR2A_ARMC5,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2873,856.663155214497,689.803231685516,0.9590569937302168
176,250908_mACmChPOLR2A_ARMC5,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2822,811.8092860783779,644.9493625493969,0.896695127454608
177,250908_mACmChPOLR2A_ARMC5,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2284,784.92537860586,618.0654550768791,0.8593175126566696
