,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,TIME_IN_AUXIN
103,H07,1035.8198038510777,270.58383418976035,333.15927664289455,452.708294580568,1547.0384371029224,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3148,250908_mACmChPOLR2A_ARMC5,86.16603015520676,0.31691754578153714,122.1525380919704,1.6178122632211307,2.0
104,H08,1086.9820315115367,268.77661464551835,413.3601828009248,408.26318008236274,1640.4605206999572,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2343,250908_mACmChPOLR2A_ARMC5,166.366936313237,0.6118954425614602,120.3453185477284,1.5938770917815794,1.0
105,H09,1123.8092284594284,265.83644445991297,540.1301426141381,415.61051768247603,1571.3300678221553,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2654,250908_mACmChPOLR2A_ARMC5,293.1368961264503,1.0781537170863655,117.40514836212301,1.5549368989986165,0.5
106,H10,1085.0195493443125,285.62506302848556,288.1346293883622,417.7185981758013,1657.112274368231,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2770,250908_mACmChPOLR2A_ARMC5,41.141382900674415,0.1513174748268516,137.1937669306956,1.817021259196995,24.0
107,H11,1100.5445688814434,282.89110485440915,303.5652422158297,423.76755727282574,1608.9560669456066,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2868,250908_mACmChPOLR2A_ARMC5,56.5719957281419,0.20807106946707768,134.4598087566192,1.7808121788926277,8.0
108,H12,1089.0400549270903,276.95433456070083,305.22690021307153,393.91338275374585,1610.6231778425656,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2744,250908_mACmChPOLR2A_ARMC5,58.23365372538373,0.21418262611493055,128.52303846291088,1.7021844243235265,4.0
109,H13,1081.640519562051,280.5156807065907,323.51688216789603,437.40550123841575,1597.5996973136587,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2643,250908_mACmChPOLR2A_ARMC5,76.52363568020823,0.2814529434670329,132.08438460880072,1.7493515938182602,2.0
110,H14,1026.89709157325,269.626554151778,357.3683967640956,403.1358565882293,1609.749483013294,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3385,250908_mACmChPOLR2A_ARMC5,110.37515027640782,0.4059583768436359,121.19525805398806,1.6051338579339758,1.0
111,H15,1083.5394955300267,271.0751363101781,447.75762781556426,419.7962356705833,1592.0954724409448,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3048,250908_mACmChPOLR2A_ARMC5,200.76438132787646,0.7384088009645244,122.64384021238814,1.6243191652288476,0.5
112,H16,1081.1075064657662,286.3939762165242,281.9276612954169,414.34322655567485,1618.4400135180804,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2959,250908_mACmChPOLR2A_ARMC5,34.9344148077291,0.1284883263652444,137.96268011873426,1.827204896838849,24.0
113,H17,1100.111367884292,279.5933116044421,291.6973691340598,412.39402130530647,1606.9898866074166,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3263,250908_mACmChPOLR2A_ARMC5,44.704122646371985,0.16442118558654456,131.16201550665212,1.7371355558383637,8.0
114,H18,1106.8525174602069,281.9056887870817,304.1740311834413,419.820726048248,1588.7753353204173,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2684,250908_mACmChPOLR2A_ARMC5,57.18078469575349,0.21031018742535906,133.47439268929176,1.767761134493557,4.0
115,H19,1036.3130880594554,273.9409677079614,310.7408731113018,418.00858929991927,1579.7011371712865,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2814,250908_mACmChPOLR2A_ARMC5,63.747626623614025,0.23446294720278166,125.50967161017147,1.6622748004704766,2.0
116,H20,1028.8625088969627,267.8563428450756,352.31707895516445,391.4094879792781,1612.6297315898141,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2906,250908_mACmChPOLR2A_ARMC5,105.32383246747665,0.38737969519745236,119.42504674728562,1.5816888308783803,1.0
117,H21,1077.9212022498052,267.0620171048631,440.23664308237704,392.85355649159504,1620.9915647406158,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2371,250908_mACmChPOLR2A_ARMC5,193.24339659468924,0.7107467162751316,118.63072100707316,1.5711686243924505,0.5
120,I04,807.1766250233826,254.0556090410761,281.4544191739656,450.60660541597764,1693.2820043891734,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2734,250908_mACmChPOLR2A_ARMC5,34.46117268627782,0.12674774795608898,105.62431294328616,1.398909195364377,24.0
121,I05,841.1528990500518,252.87095398429338,283.6910652224817,442.68416395473065,1742.1607843137256,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2295,250908_mACmChPOLR2A_ARMC5,36.69781873479391,0.13497410322858913,104.43965788650343,1.383219390563866,8.0
122,I06,770.8123025086022,241.97127829293953,287.9036167256689,441.04896562466934,1673.1572052401746,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2290,250908_mACmChPOLR2A_ARMC5,40.910370237981084,0.15046781323778505,93.53998219514958,1.238861939838373,4.0
123,I07,738.0977872069815,238.5823749109348,292.60283547887707,440.22673142979653,1665.974309069677,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2569,250908_mACmChPOLR2A_ARMC5,45.60958899118927,0.16775147910558436,90.15107881314484,1.1939786362581322,2.0
124,I08,729.0080103324096,235.57284932417951,328.6115846349877,444.99744946760313,1626.960596786534,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2614,250908_mACmChPOLR2A_ARMC5,81.61833814729991,0.3001911933254694,87.14155322638956,1.154119886888024,1.0
125,I09,704.7034994352829,222.56406447099334,359.5043196401729,417.25272946987246,1683.8398547801532,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2479,250908_mACmChPOLR2A_ARMC5,112.51107315248512,0.41381427358909084,74.13276837320339,0.9818289791932184,0.5
126,I10,780.5494505988165,246.90323720150346,269.13805338701167,442.69912770161767,1661.6660047656871,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2518,250908_mACmChPOLR2A_ARMC5,22.144806899323868,0.08144831369970791,98.4719411037135,1.3041817746007907,24.0
127,I11,784.4588031961605,245.98885383489701,272.0391629482525,416.84662092842075,1716.052861830113,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2743,250908_mACmChPOLR2A_ARMC5,25.04591646056471,0.09211855718818832,97.55755773710706,1.2920715012746027,8.0
128,I12,740.9019000699457,239.0594608624282,274.92902363802267,430.8895919637246,1650.1056676272815,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3123,250908_mACmChPOLR2A_ARMC5,27.93577715033487,0.10274742747271721,90.62816476463826,1.200297256525813,4.0
129,I13,736.0780650823934,233.34038683624735,283.3285166889671,436.0803397529886,1680.627027027027,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2405,250908_mACmChPOLR2A_ARMC5,36.335270201279315,0.13364065440587813,84.9090907384574,1.1245527141827092,2.0
130,I14,693.2717125867682,227.858395038823,313.0542416248231,437.03866012766565,1652.2009029345372,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2658,250908_mACmChPOLR2A_ARMC5,66.06099513713528,0.24297148671043747,79.42709894103305,1.0519481355527238,1.0
131,I15,750.2675467381571,232.4170185852115,361.0213359823195,430.6270056658718,1665.1329639889198,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2888,250908_mACmChPOLR2A_ARMC5,114.0280894946317,0.4193938400980456,83.98572248742155,1.1123234432782432,0.5
132,I16,742.4502437592579,241.27707107797337,261.4916899760022,412.2155211165183,1707.2261322906484,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3069,250908_mACmChPOLR2A_ARMC5,14.498443488314393,0.05332508785297979,92.84577498018342,1.229667722811599,24.0
133,I17,818.2312420976072,245.87724142196143,269.13995650022605,400.80825371670795,1672.0727826675693,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2954,250908_mACmChPOLR2A_ARMC5,22.14671001253825,0.08145531332552519,97.44594532417148,1.2905932845040355,8.0
134,I18,753.0087055709167,237.983100331756,271.7281708207436,442.9234239671515,1607.6640058055152,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2756,250908_mACmChPOLR2A_ARMC5,24.73492433305583,0.09097473216073881,89.55180423396604,1.1860417257495501,4.0
135,I19,727.5148750210872,230.68240390348438,279.1343437781513,410.660878893056,1710.8072372999304,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2874,250908_mACmChPOLR2A_ARMC5,32.14109729046348,0.11821454062200154,82.25110780569443,1.0893498649318918,2.0
136,I20,737.2447206230413,228.00045240343525,308.01692015348056,424.2565240690899,1618.007210626186,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2635,250908_mACmChPOLR2A_ARMC5,61.02367366579276,0.22444428341309436,79.5691563056453,1.0538295712571342,1.0
137,I21,747.557861202317,225.86323976987174,357.4330962564909,412.1961315959347,1653.9874147876246,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1907,250908_mACmChPOLR2A_ARMC5,110.4398497688031,0.40619634074085026,77.43194367208179,1.025523906375354,0.5
140,J04,1123.2339318363622,262.4870147841219,723.7672432226038,405.7443143927033,1638.4534772943791,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3149,250908_mACmChPOLR2A_ARMC5,476.77399673491607,1.7535686008223719,114.05571868633197,1.51057639295484,0.0
141,J05,1281.56450885353,265.39276880397273,717.7050986919796,419.62283414277846,1639.1628475404827,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3273,250908_mACmChPOLR2A_ARMC5,470.71185220429186,1.7312721115520895,116.96147270618278,1.5490607712628803,0.0
142,J06,1338.2376332231604,268.9323005955446,727.9898027588217,412.7291592045386,1650.84832111154,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2591,250908_mACmChPOLR2A_ARMC5,480.99655627113395,1.7690991202477666,120.50100449775462,1.5959390271543346,0.0
143,J07,1303.1941523049866,262.7383987706915,713.5029144106096,427.788178539812,1609.1469879518072,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2905,250908_mACmChPOLR2A_ARMC5,466.50966792292184,1.7158165320508088,114.30710267290155,1.5139057719640872,0.0
144,J08,1281.4729858580067,266.974934399671,722.6000966641125,414.4277403703061,1584.3200156678417,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2553,250908_mACmChPOLR2A_ARMC5,475.6068501764247,1.7492758508579347,118.54363830188103,1.570015283900514,0.0
145,J09,1171.2181216827025,261.1309259979553,691.0429847135969,398.1680341907102,1656.133356915458,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2827,250908_mACmChPOLR2A_ARMC5,444.0497382259091,1.633209200772091,112.69962990016532,1.4926160860914226,0.0
146,J10,1196.734393673328,257.1852242216825,708.1714167985843,413.190221007311,1619.505635089857,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3283,250908_mACmChPOLR2A_ARMC5,461.1781703108966,1.6962073527083268,108.75392812389256,1.4403584349580396,0.0
147,J11,1357.438784369509,266.3978111284233,742.2144007132501,407.91893735190433,1599.7863105175293,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2396,250908_mACmChPOLR2A_ARMC5,495.2211542255624,1.8214170077647664,117.96651503063336,1.5623717496752014,0.0
148,J12,1365.9745534900514,269.7493458441395,738.9741114771456,421.1489499424624,1585.1217244294166,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2366,250908_mACmChPOLR2A_ARMC5,491.9808649894578,1.8094992658138043,121.31804974634954,1.6067601352821756,0.0
149,J13,1277.83219613227,267.13009748708333,724.8451427724602,418.9583721219191,1597.9546957671957,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3024,250908_mACmChPOLR2A_ARMC5,477.85189628477247,1.7575331014419802,118.69880138929338,1.5720702943778726,0.0
150,J14,1240.9038096956858,264.2258698661879,695.2250524352531,398.90484243971576,1592.5696846388607,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2949,250908_mACmChPOLR2A_ARMC5,448.23180594756536,1.648590791826619,115.79457376839795,1.5336061319981062,0.0
151,J15,1253.059673298536,269.0981784420679,742.8942767887859,409.8633764216608,1628.8176666666666,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3000,250908_mACmChPOLR2A_ARMC5,495.9010303010981,1.8239175831876595,120.66688234427792,1.5981359460108227,0.0
152,J16,1211.8927218679937,259.3100814170164,704.0243779742376,396.4978040797288,1594.2412412412411,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2997,250908_mACmChPOLR2A_ARMC5,457.03113148654984,1.6809545974855853,110.87878531922647,1.4685004619834348,0.0
153,J17,1281.856402043918,263.99229686457966,700.4797738359952,404.0292165137656,1632.5368485969782,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3243,250908_mACmChPOLR2A_ARMC5,453.4865273483074,1.667917589255829,115.5610007667897,1.5305126451802171,0.0
154,J18,1252.0108051124232,263.09094162107635,702.2376449545031,413.33673204518647,1601.4778308321966,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2932,250908_mACmChPOLR2A_ARMC5,455.24439846681537,1.6743830165207767,114.6596455232864,1.5185749188813138,0.0
155,J19,1290.4163418214441,266.26873645676204,700.5624336190726,417.3766808407369,1571.0003397893306,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2943,250908_mACmChPOLR2A_ARMC5,453.56918713138487,1.6682216108701537,117.83744035897209,1.5606622593121962,0.0
156,J20,1266.7659679403516,268.31499132779766,726.1436417476999,428.5215790453193,1560.3097713097713,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2405,250908_mACmChPOLR2A_ARMC5,479.15039526001215,1.7623089638983513,119.8836952300077,1.5877632616797843,0.0
157,J21,1258.1245666434177,270.5174115489739,726.0421059219743,438.27485222787715,1578.4344488793367,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3257,250908_mACmChPOLR2A_ARMC5,479.04885943428656,1.7619355164430155,122.08611545118393,1.6169325486896242,0.0
160,K04,816.358523682387,222.8358432154673,501.80471133056807,429.0015911454244,1652.029150373267,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2813,250908_mACmChPOLR2A_ARMC5,254.81146484288027,0.9371932759295667,74.40454711767734,0.9854284703913608,0.0
161,K05,913.3974563000496,228.3287638511699,513.3377281095944,430.18398833056284,1656.6481312670921,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2194,250908_mACmChPOLR2A_ARMC5,266.34448162190665,0.9796115626544248,79.89746775337994,1.058177792707114,0.0
162,K06,861.6059622004296,224.67125060250638,510.02838856866595,433.9821897363874,1652.1046190288196,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2533,250908_mACmChPOLR2A_ARMC5,263.0351420809782,0.9674398545743413,76.23995450471642,1.0097369671703866,0.0
163,K07,815.9038400306426,224.00152498327046,498.0894835867487,407.5371528613972,1656.9254054054054,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2775,250908_mACmChPOLR2A_ARMC5,251.09623709906091,0.9235287162826864,75.5702288854805,1.0008669892172681,0.0
164,K08,817.8194898224907,228.55767786829406,518.6869583016078,418.81714869517026,1658.4082397003745,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2937,250908_mACmChPOLR2A_ARMC5,271.69371181392,0.9992859621970261,80.12638177050411,1.06120957501726,0.0
165,K09,808.9870011599934,227.6217190011246,516.4381807318821,420.4487520946414,1607.9456948910324,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2799,250908_mACmChPOLR2A_ARMC5,269.4449342441943,0.9910149873462373,79.19042290333465,1.0488135515139478,0.0
166,K10,818.7741576260646,222.62408052716185,515.3884847007153,424.54453762760534,1675.9619238476953,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2994,250908_mACmChPOLR2A_ARMC5,268.3952382130275,0.987154218904024,74.1927844293719,0.9826238436567507,0.0
167,K11,826.5866770959595,223.40717161102955,501.39611809845036,415.3249715110889,1658.7322357019063,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2308,250908_mACmChPOLR2A_ARMC5,254.40287161076256,0.9356904753002184,74.9758755132396,0.992995256142232,0.0
168,K12,824.3636820854902,222.2294631309437,496.0954257151816,417.9977255047658,1639.5885378398236,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2722,250908_mACmChPOLR2A_ARMC5,249.1021792274938,0.9161945971911477,73.79816703315376,0.9773974531710989,0.0
169,K13,842.8509401024648,225.15008897032948,509.37932531558454,419.4140200471669,1667.9255014326648,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2443,250908_mACmChPOLR2A_ARMC5,262.38607882789677,0.9650526083143822,76.71879287253952,1.0160787967849438,0.0
170,K14,802.2007339660646,222.692053123991,494.37453606263466,389.2536045920699,1713.179487179487,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2808,250908_mACmChPOLR2A_ARMC5,247.38128957494686,0.9098651872802622,74.26075702620105,0.9835240861112332,0.0
171,K15,803.7786902199739,222.7809325268846,499.94381958938305,398.1362831551726,1635.4309053778081,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2938,250908_mACmChPOLR2A_ARMC5,252.95057310169526,0.9303489401452768,74.34963642909466,0.9847012224212524,0.0
172,K16,788.6536870156035,219.34797326293517,491.40538685957375,388.6249827363592,1665.9681505609844,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2763,250908_mACmChPOLR2A_ARMC5,244.41214037188595,0.8989446948681327,70.91667716514522,0.9392344340670522,0.0
173,K17,842.0943618159416,221.55942456624757,489.06530880685995,409.5421428105309,1687.2248727735368,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3144,250908_mACmChPOLR2A_ARMC5,242.07206231917215,0.8903379180203718,73.12812846845762,0.9685233305066943,0.0
174,K18,872.3966942902616,221.6793533028584,502.9127795558044,421.6787266728136,1635.1790668348046,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2379,250908_mACmChPOLR2A_ARMC5,255.91953306811658,0.9412687365474907,73.24805720506845,0.9701116903052892,0.0
175,K19,856.663155214497,222.59878639373275,509.8379036484256,431.24777363498873,1636.9178558997564,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2873,250908_mACmChPOLR2A_ARMC5,262.8446571607378,0.9667392534984622,74.1674902959428,0.9822888431738436,0.0
176,K20,811.8092860783779,219.4979674895102,502.4157977401839,377.0713196974909,1645.6796598157334,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2822,250908_mACmChPOLR2A_ARMC5,255.4225512524961,0.9394408438498604,71.06667139172023,0.9412209871338638,0.0
177,K21,784.92537860586,223.68902250461895,511.63393353198325,412.7745140135423,1718.306479859895,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2284,250908_mACmChPOLR2A_ARMC5,264.6406870442954,0.9733450282083115,75.257726406829,0.9967281448662096,0.0
