,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,TIME_IN_AUXIN
96,G19,1736.8281119307312,278.2107500168793,326.56040323291353,490.0259432519542,1531.6204334365325,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1615,250825_mACmChPOLR2A_ARMC5,69.18515291267164,0.22201115890677522,126.95344497014361,1.5835923746291258,2.0
97,G20,1813.373572044398,278.4831565572305,420.4691598189591,471.6011632602956,1485.9503105590063,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1610,250825_mACmChPOLR2A_ARMC5,163.0939094987172,0.5233589337317935,127.2258515104948,1.5869903203894848,1.0
98,G21,1968.1484341493199,275.5072377042409,564.0149688859893,472.4026135708803,1542.401727861771,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1389,250825_mACmChPOLR2A_ARMC5,306.63971856574744,0.9839891424618104,124.24993265750521,1.5498692922502508,0.5
101,H04,1421.0772954733034,226.94217402706548,560.4960996770182,465.32632746063706,1618.0485074626865,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1608,250825_mACmChPOLR2A_ARMC5,303.12084935677626,0.97269729445345,75.68486898032981,0.9440782124521435,0.0
102,H05,1467.3208652026062,236.18175940520823,603.3832042686698,496.98328189825395,1498.422077922078,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1232,250825_mACmChPOLR2A_ARMC5,346.00795394842794,1.1103195355225273,84.92445435847256,1.0593309884047981,0.0
103,H06,1580.848806683402,235.93483791385867,594.3667895796153,499.6004511911876,1483.7141979102644,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1627,250825_mACmChPOLR2A_ARMC5,336.99153925937344,1.0813863816588978,84.677532867123,1.0562509381475942,0.0
104,H07,1545.5835480187188,227.94014087442034,569.1739109086272,469.7773125269073,1536.0036697247706,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1635,250825_mACmChPOLR2A_ARMC5,311.79866058838536,1.0005438893830811,76.68283582768467,0.9565266551862142,0.0
105,H08,1569.1887714225436,231.29226375994284,576.5746525982127,477.2124352291137,1444.3297180043385,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1383,250825_mACmChPOLR2A_ARMC5,319.19940227797076,1.024292441927996,80.03495871320717,0.9983403786466656,0.0
106,H09,1499.4768834824267,231.81755677800896,559.621277925801,492.4466186018805,1426.3126308443825,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1433,250825_mACmChPOLR2A_ARMC5,302.2460276055591,0.9698900419917877,80.5602517312733,1.0048927807343053,0.0
107,H10,1544.5206178813926,224.05757563260545,548.9088571856004,469.45178611421136,1543.7568838146408,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1489,250825_mACmChPOLR2A_ARMC5,291.5336068653585,0.9355145026874102,72.80027058586978,0.9080962978029695,0.0
108,H11,1620.8639490712956,231.77197849645265,570.8741690704735,498.2408731240658,1438.6398416886543,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1516,250825_mACmChPOLR2A_ARMC5,313.4989187502316,1.0059999196014238,80.51467344971698,1.0043242461889195,0.0
109,H12,1561.1543215726024,226.29871574741958,554.875144250103,475.11879091723324,1541.6775751072962,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1864,250825_mACmChPOLR2A_ARMC5,297.49989392986106,0.9546599732081252,75.04141070068391,0.9360518400659601,0.0
110,H13,1618.8250424692617,229.78679497011964,566.5995858349038,486.0116130058361,1598.425879396985,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1592,250825_mACmChPOLR2A_ARMC5,309.2243355146619,0.9922830289389116,78.52948992338398,0.9795614562128016,0.0
111,H14,1697.3394158276526,233.2524514517385,591.0949844701041,502.86845521704697,1466.6280307510349,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1691,250825_mACmChPOLR2A_ARMC5,333.71973414986223,1.070887348072941,81.99514640500283,1.022791375484912,0.0
112,H15,1582.4528567947916,233.87270121390597,567.9138678947057,499.87595133726285,1483.2260479041915,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1336,250825_mACmChPOLR2A_ARMC5,310.53861757446384,0.996500484143431,82.6153961671703,1.0305282493756909,0.0
113,H16,1627.9133467582503,230.17517941950916,575.2487881002081,500.93707933637074,1527.5441988950276,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1448,250825_mACmChPOLR2A_ARMC5,317.8735377799662,1.0200378193483959,78.9178743727735,0.9844060876650825,0.0
114,H17,1551.2624489246512,228.61337470694053,558.7140141578511,494.48046192655283,1546.8077403245943,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1602,250825_mACmChPOLR2A_ARMC5,301.33876383760924,0.9669786849725885,77.35606966020487,0.9649244419794127,0.0
115,H18,1851.446026406649,237.4142378531446,610.5414901288156,508.70156544728434,1307.7476007677544,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1042,250825_mACmChPOLR2A_ARMC5,353.16623980857366,1.133290061317316,86.15693280640895,1.0747046828524423,0.0
116,H19,1637.0884129372325,231.90649662738102,576.180122512351,504.8917028270877,1449.6331849968215,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1573,250825_mACmChPOLR2A_ARMC5,318.8048721921091,1.0230264176742618,80.64919158064535,1.006002198972616,0.0
117,H20,1667.7403378367142,229.7985875767935,582.776562225513,492.75342743075885,1496.0791693705387,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1541,250825_mACmChPOLR2A_ARMC5,325.4013119052711,1.0441940116409372,78.54128253005783,0.979708554875702,0.0
118,H21,1527.8006437681847,227.68707682232557,572.9133282595982,489.771145072171,1468.5118974984746,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1639,250825_mACmChPOLR2A_ARMC5,315.5380779393563,1.0125434636381683,76.4297717755899,0.9533699838309447,0.0
121,I04,2620.3032310330136,275.5324361677145,1054.3434838795613,463.83559393492936,1531.8115157480315,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2032,250825_mACmChPOLR2A_ARMC5,796.9682335593194,2.557425021055106,124.27513112097881,1.550183612941734,0.0
122,I05,2795.57724023363,279.78369792022363,1105.5637480565497,469.86770215244695,1528.6859574468085,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1175,250825_mACmChPOLR2A_ARMC5,848.1884977363078,2.7217878898312713,128.52639287348796,1.6032130182911453,0.0
123,I06,2439.7311626175574,272.8436834658713,1061.5806843467526,449.1812689498341,1519.91771019678,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1677,250825_mACmChPOLR2A_ARMC5,804.2054340265107,2.580648779265049,121.58637841913566,1.516644639053285,0.0
124,I07,2796.647851226233,281.87939602111396,1094.141079843663,468.46042895633883,1468.7182103610676,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1274,250825_mACmChPOLR2A_ARMC5,836.7658295234211,2.685133207417668,130.6220909743783,1.6293543453963306,0.0
125,I08,2570.4532928031417,273.00757864120186,1052.7633650664502,444.9467218066477,1527.2886209495102,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1327,250825_mACmChPOLR2A_ARMC5,795.3881147462083,2.5523545110664676,121.7502735944662,1.5186890353274702,0.0
126,I09,2179.798367399913,272.6535224178034,1019.2379055107575,451.03976755111637,1526.0541176470588,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1700,250825_mACmChPOLR2A_ARMC5,761.8626551905156,2.4447732481004603,121.39621737106773,1.514272607433799,0.0
127,I10,2486.4876620918108,266.79922387282636,1002.0882749918432,453.6285097776171,1574.2206736353078,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1722,250825_mACmChPOLR2A_ARMC5,744.7130246716013,2.389741074490422,115.5419188260907,1.441247235520431,0.0
128,I11,2728.883922894079,276.39979610350196,1068.946770830525,455.1097065368983,1496.7059800664451,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1204,250825_mACmChPOLR2A_ARMC5,811.5715205102832,2.604286125256523,125.14249105676629,1.5610028906753541,0.0
129,I12,2660.352289646105,270.13986479531115,1013.263470857573,457.7200045346431,1472.7937584803256,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1474,250825_mACmChPOLR2A_ARMC5,755.8882205373311,2.425601632438347,118.88255974857549,1.4829177352257763,0.0
130,I13,2834.373421715099,279.4901024191555,1099.6457243540303,489.53255247862023,1475.7087667161961,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1346,250825_mACmChPOLR2A_ARMC5,842.2704740337884,2.7027972936510114,128.23279737241984,1.5995507655903523,0.0
131,I14,1889.6537153693005,275.8736599004249,423.41191324651425,447.0366480581595,1518.2859174964437,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1406,250825_mACmChPOLR2A_ARMC5,166.03666292627236,0.5328020594794963,124.61635485368924,1.5544399708632524,0.0
132,I15,2399.481620437833,273.5492447640387,1053.4910464805578,468.1321102976343,1573.5380667236955,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1169,250825_mACmChPOLR2A_ARMC5,796.1157961603159,2.554689598686565,122.29193971730302,1.52544567231295,0.0
133,I16,2719.1268341563487,272.39367209159263,1041.715295259059,459.833587132963,1505.8803986710964,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1204,250825_mACmChPOLR2A_ARMC5,784.3400449388172,2.516901893295746,121.13636704485697,1.5110312854261212,0.0
134,I17,2309.3055637182697,267.05414998385305,976.4370255212303,446.4933584386941,1505.2524752475247,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1414,250825_mACmChPOLR2A_ARMC5,719.0617752009884,2.3074276967984506,115.79684493711738,1.444427133833633,0.0
135,I18,2070.490033594197,274.56816015098605,627.5068017346491,453.4812480800119,1511.542600896861,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1561,250825_mACmChPOLR2A_ARMC5,370.1315514144072,1.1877307661832848,123.31085510425038,1.5381554230214998,0.0
136,I19,2790.6335692244643,277.82123749991393,1087.2845217725985,472.504470312942,1421.677880571909,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1189,250825_mACmChPOLR2A_ARMC5,829.9092714523566,2.663130908667385,126.56393245317827,1.578733671883139,0.0
137,I20,2560.525751875298,271.7180379634491,1044.4242798686505,459.322800246189,1516.6801275239106,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1882,250825_mACmChPOLR2A_ARMC5,787.0490295484086,2.5255948684113054,120.46073291671343,1.5026035578160595,0.0
138,I21,2041.1486022691734,260.3914734346735,926.4028240474953,418.5221547511352,1522.1766072811774,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1291,250825_mACmChPOLR2A_ARMC5,669.0275737272534,2.146870834718805,109.13416838793785,1.3613182132337835,0.0
141,J04,1366.3868638064268,260.92209875689383,277.919287903908,494.48610006321474,1505.0,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,973,250825_mACmChPOLR2A_ARMC5,20.544037583666125,0.06592462978771113,109.66479371015816,1.367937129437679,24.0
142,J05,1375.5030678584797,261.27614327023093,286.42431610494447,485.97528635288677,1408.3140569395018,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1124,250825_mACmChPOLR2A_ARMC5,29.049065784702577,0.09321677395381982,110.01883822349527,1.3723534112623412,8.0
143,J06,1271.9603928769436,252.1376616235557,290.4843361496282,486.5742923796741,1545.1877962085307,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1688,250825_mACmChPOLR2A_ARMC5,33.10908582938629,0.10624514373198182,100.88035657682002,1.2583617834276928,4.0
144,J07,1248.5325650668112,245.85657233100932,298.1435085585275,502.01323425654,1375.6206244087039,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1057,250825_mACmChPOLR2A_ARMC5,40.768258238285625,0.13082298552576785,94.59926728427365,1.1800127074307374,2.0
145,J08,1222.6553513888716,233.72511741321787,326.0797887461757,485.14591968646624,1546.9108771929825,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1425,250825_mACmChPOLR2A_ARMC5,68.70453842593383,0.22046889478368037,82.4678123664822,1.028687317989832,1.0
146,J09,1197.0334444468886,228.98657935533663,388.0754845667489,480.0863374754323,1511.3074558032283,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1301,250825_mACmChPOLR2A_ARMC5,130.70023424650702,0.41940950121307613,77.72927430860096,0.9695797235711426,0.5
147,J10,1186.6741410632187,254.4037645848882,271.89698189259997,437.0361416188288,1597.330448465775,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1271,250825_mACmChPOLR2A_ARMC5,14.521731572358078,0.04659939770288248,103.14645953815253,1.2866287073424758,24.0
148,J11,1282.660450687763,248.70291951286674,276.2395297451121,470.3145813176388,1625.1387587822014,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1708,250825_mACmChPOLR2A_ARMC5,18.864279424870233,0.06053438289488272,97.44561446613108,1.2155174839556797,8.0
149,J12,1312.3952465198906,248.72560746059014,280.10142967681594,498.2609129010481,1536.091320754717,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1325,250825_mACmChPOLR2A_ARMC5,22.72617935657405,0.07292699667578724,97.46830241385447,1.2158004889660534,4.0
150,J13,1269.8952714168906,243.78252205360891,291.6624944706582,501.59250202945714,1476.239552238806,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1340,250825_mACmChPOLR2A_ARMC5,34.28724415041631,0.11002578572257904,92.52521700687325,1.1541414110302253,2.0
151,J14,1200.024417646837,232.3991049598735,324.7002093648935,494.09149834399756,1482.9915188897455,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1297,250825_mACmChPOLR2A_ARMC5,67.32495904465162,0.21604190424672284,81.14179991313785,1.0121468987024842,1.0
152,J15,1288.4079486537973,234.10613664279558,382.00797332643054,494.0519919126586,1446.0750213128729,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1173,250825_mACmChPOLR2A_ARMC5,124.63272300618866,0.39993920815983575,82.84883159605991,1.0334400771346366,0.5
153,J16,1365.9916582209758,256.85425239364434,270.3466361838421,481.96319716550704,1520.3494071146245,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1265,250825_mACmChPOLR2A_ARMC5,12.971385863600233,0.041624427886136815,105.59694734690868,1.3171956116827281,24.0
154,J17,1374.452340344366,255.10122402660022,277.6868429769663,498.21959271397424,1432.2617037605526,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1303,250825_mACmChPOLR2A_ARMC5,20.31159265672443,0.06517872744537671,103.84391897986455,1.2953286796336414,8.0
155,J18,1427.790503567855,256.11755577280354,284.15430679595454,527.578112005933,1459.0827439886846,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1414,250825_mACmChPOLR2A_ARMC5,26.77905647571265,0.08593244521851803,104.86025072606787,1.3080062025142498,4.0
156,J19,1282.9618289328039,238.99028827040596,283.0102157253936,503.13605731544357,1439.6242088607594,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1264,250825_mACmChPOLR2A_ARMC5,25.634965405151718,0.08226112306662894,87.73298322367029,1.0943640266646018,2.0
157,J20,1245.0758626353097,234.91976255303715,309.35078673848074,509.9791169414248,1425.8821989528797,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1146,250825_mACmChPOLR2A_ARMC5,51.975536418238846,0.1667864937666568,83.66245750630148,1.0435890871718376,1.0
158,J21,1257.9141506447208,233.36034826846384,382.1278216945728,487.62671559296007,1467.0711805555557,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1152,250825_mACmChPOLR2A_ARMC5,124.7525713743309,0.40032379464962686,82.10304322172817,1.0241372592161742,0.5
161,K04,1654.1644529425125,296.8953220270649,303.04693623137547,429.7229192592344,1659.5075376884422,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1393,250825_mACmChPOLR2A_ARMC5,45.67168591113358,0.1465578016594927,145.6380169803292,1.816660061492584,24.0
162,K05,1917.8556484088103,299.1879777624216,321.7015101525635,468.2400190881455,1466.1335200746964,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1071,250825_mACmChPOLR2A_ARMC5,64.32625983232163,0.20641925170763623,147.93067271568594,1.8452581995030533,8.0
163,K06,1542.9472917252072,281.13481040301576,318.65210614690426,439.5063828763624,1518.2483617300131,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1526,250825_mACmChPOLR2A_ARMC5,61.27685582666237,0.1966338904159453,129.8775053562801,1.6200665304232424,4.0
164,K07,1604.3546404950828,271.52464030719,335.3707198833456,444.83720009845376,1522.8517897091722,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1788,250825_mACmChPOLR2A_ARMC5,77.99546956310371,0.2502829560706409,120.26733526045433,1.500191153380756,2.0
165,K08,1585.6886825784504,274.635118479757,402.74238308917523,454.05918499616104,1515.5549493374904,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1283,250825_mACmChPOLR2A_ARMC5,145.36713276893335,0.4664747312725091,123.37781343302134,1.5389906480828168,1.0
166,K09,1665.431107990806,265.0133902584355,551.0879599517855,443.99850021899044,1579.4086395233367,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2014,250825_mACmChPOLR2A_ARMC5,293.7127096315436,0.9425071175784746,113.75608521169983,1.4189710972496592,0.5
167,K10,1772.9384566896622,290.28285581308336,296.63398486626585,437.258866412052,1645.9056364787841,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1579,250825_mACmChPOLR2A_ARMC5,39.25873454602396,0.12597901120169194,139.0255507663477,1.7341774547668156,24.0
168,K11,1664.4122383091144,282.3944013557959,310.13728707966783,428.72738520255297,1545.3987138263665,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1866,250825_mACmChPOLR2A_ARMC5,52.76203675942594,0.1693103279258141,131.1370963090602,1.6357784209390416,8.0
169,K12,1639.8308663159373,277.3883024060647,317.94532820494175,439.0170977020574,1519.5622665006226,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1606,250825_mACmChPOLR2A_ARMC5,60.570077884699856,0.1943658808303785,126.13099735932906,1.5733333244290768,4.0
170,K13,1667.4835589046295,272.07905189888106,332.6450366439427,456.03123936666356,1557.7024657534246,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1825,250825_mACmChPOLR2A_ARMC5,75.26978632370083,0.24153639601668783,120.8217468521454,1.5071067748451001,2.0
171,K14,1695.697604192961,269.8005365403946,392.66069063250137,447.3190223968421,1606.4176749079431,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1901,250825_mACmChPOLR2A_ARMC5,135.28544031225948,0.43412316259312683,118.54323149365894,1.4786850211225204,1.0
172,K15,1877.1147367730493,277.85912238530284,582.6899727959645,462.7194518274069,1565.96644295302,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1639,250825_mACmChPOLR2A_ARMC5,325.31472247572265,1.043916151163742,126.60181733856717,1.5792062405135507,0.5
173,K16,1782.118208933108,288.2175010791445,294.106430016779,438.83517037251505,1646.931669637552,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1683,250825_mACmChPOLR2A_ARMC5,36.73117969653708,0.11786823370520623,136.96019603240882,1.7084146248700849,24.0
174,K17,1649.7356716604443,284.92830477648727,308.8773400539382,445.68100460496623,1524.693710993759,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2083,250825_mACmChPOLR2A_ARMC5,51.50208973369632,0.16526723070672644,133.6709997297516,1.6673858352632234,8.0
175,K18,1523.405111796238,267.3404244567413,307.2193626427906,418.09100508106013,1531.3178191489362,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1504,250825_mACmChPOLR2A_ARMC5,49.84411232254871,0.159946876974839,116.08311941000562,1.4479980654646998,4.0
176,K19,1675.633595337549,271.30790613697155,332.9182195010822,455.504083766055,1551.127969348659,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1305,250825_mACmChPOLR2A_ARMC5,75.54296918084032,0.2424130240236181,120.05060109023589,1.4974876538470472,2.0
177,K20,1680.34299476548,268.43345916578994,399.17039805898963,442.8528649146794,1586.5598566308245,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1395,250825_mACmChPOLR2A_ARMC5,141.79514773874774,0.4550124376623448,117.17615411905427,1.4616323660609656,1.0
178,K21,1735.575372251992,265.20905971792257,532.5930912505916,415.9019785011723,1641.9785467128029,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1445,250825_mACmChPOLR2A_ARMC5,275.21784093034967,0.8831581523552055,113.9517546711869,1.4214118397128859,0.5
