,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME HOURS,TIME_HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,IF_Intensity_BGS,IF_Intensity_FC
14,250203_ARMC5mAC_TotalPolII,C17,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4106,285.448549520588,0.9747930638622065
15,250203_ARMC5mAC_TotalPolII,C18,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3964,286.88461502948246,0.9796971584868706
16,250203_ARMC5mAC_TotalPolII,C19,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3547,274.7985224649401,0.9384237338332878
17,250203_ARMC5mAC_TotalPolII,C20,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3225,282.01607220970993,0.9630713189798875
18,250203_ARMC5mAC_TotalPolII,C21,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2977,316.9560736448652,1.0823897429393983
19,250203_ARMC5mAC_TotalPolII,C22,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4059,290.91760127161047,0.9934696124793002
20,250203_ARMC5mAC_TotalPolII,D03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4609,270.10405025279204,0.9223923370769146
21,250203_ARMC5mAC_TotalPolII,D04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2201,278.1840676020331,0.9499852076000083
22,250203_ARMC5mAC_TotalPolII,D05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2540,414.848641249498,1.4166881517592183
23,250203_ARMC5mAC_TotalPolII,D06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4446,317.633251628577,1.084702273175166
24,250203_ARMC5mAC_TotalPolII,D07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2443,306.972566352193,1.0482965458351938
25,250203_ARMC5mAC_TotalPolII,D08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2489,316.44096585649186,1.0806306746236156
26,250203_ARMC5mAC_TotalPolII,D09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4000,314.5760759023989,1.0742621651490736
27,250203_ARMC5mAC_TotalPolII,D10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2051,303.2832926347394,1.0356978535787333
28,250203_ARMC5mAC_TotalPolII,D11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2010,417.67019846365577,1.42632363390222
29,250203_ARMC5mAC_TotalPolII,D12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3987,361.6614245036178,1.2350563653756605
30,250203_ARMC5mAC_TotalPolII,D13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2029,324.8601257185254,1.1093817005119622
31,250203_ARMC5mAC_TotalPolII,D14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2027,365.10437949646473,1.2468138910378286
32,250203_ARMC5mAC_TotalPolII,D15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3642,342.57651299176473,1.1698823107257996
33,250203_ARMC5mAC_TotalPolII,D16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2101,306.8033208174104,1.0477185804762077
34,250203_ARMC5mAC_TotalPolII,D17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2303,412.32106301015074,1.4080565936720504
35,250203_ARMC5mAC_TotalPolII,D18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3435,339.9202367855505,1.1608112552733596
36,250203_ARMC5mAC_TotalPolII,D19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1898,307.8640558462703,1.0513409395684676
37,250203_ARMC5mAC_TotalPolII,D20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2836,338.0855922666641,1.154546032504959
38,250203_ARMC5mAC_TotalPolII,D21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4143,330.45246901252233,1.128479283816835
39,250203_ARMC5mAC_TotalPolII,D22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4395,285.12482477711137,0.9736875594374281
40,250203_ARMC5mAC_TotalPolII,E03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4501,278.77421414445485,0.9520005296507986
41,250203_ARMC5mAC_TotalPolII,E04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2300,265.73336899278,0.9074666708447063
42,250203_ARMC5mAC_TotalPolII,E05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2599,521.1155558040125,1.7795845525283074
43,250203_ARMC5mAC_TotalPolII,E06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,4028,387.6784206430241,1.3239031555303742
44,250203_ARMC5mAC_TotalPolII,E07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1937,283.7156071132897,0.9688751489120546
45,250203_ARMC5mAC_TotalPolII,E08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1995,342.227950256438,1.1686919857537934
46,250203_ARMC5mAC_TotalPolII,E09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3473,291.5806340592035,0.995733837550839
47,250203_ARMC5mAC_TotalPolII,E10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1814,276.1293630240956,0.9429684903168996
48,250203_ARMC5mAC_TotalPolII,E11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2640,476.15030815942555,1.626030395071892
49,250203_ARMC5mAC_TotalPolII,E12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3764,420.68088160874447,1.4366049720006209
50,250203_ARMC5mAC_TotalPolII,E13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1782,293.1137994125015,1.0009695234727287
51,250203_ARMC5mAC_TotalPolII,E14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2562,323.06968462405734,1.1032674303113514
52,250203_ARMC5mAC_TotalPolII,E15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3880,287.20540207976546,0.9807926308307233
53,250203_ARMC5mAC_TotalPolII,E16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2242,282.48353273433963,0.9646676741822654
54,250203_ARMC5mAC_TotalPolII,E17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2523,459.7776238053939,1.5701184656824445
55,250203_ARMC5mAC_TotalPolII,E18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,4333,419.62541147911986,1.4330005922859586
56,250203_ARMC5mAC_TotalPolII,E19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2306,265.3339601894917,0.9061027089967836
57,250203_ARMC5mAC_TotalPolII,E20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2447,349.32315864926113,1.1929217810692607
58,250203_ARMC5mAC_TotalPolII,E21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4143,263.98705209952493,0.9015030826684501
59,250203_ARMC5mAC_TotalPolII,E22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4837,267.7219686386727,0.9142576429651488
60,250203_ARMC5mAC_TotalPolII,F03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3909,246.53940505069076,0.8419202073920328
61,250203_ARMC5mAC_TotalPolII,F04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1404,279.8119108782695,0.9555442140738369
62,250203_ARMC5mAC_TotalPolII,F05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2253,575.6081602723692,1.9656741751827382
63,250203_ARMC5mAC_TotalPolII,F06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,3864,460.41346166568076,1.5722898213855636
64,250203_ARMC5mAC_TotalPolII,F07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1757,271.6625660300175,0.9277145934769234
65,250203_ARMC5mAC_TotalPolII,F08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2514,337.5799182507974,1.1528191800684338
66,250203_ARMC5mAC_TotalPolII,F09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4453,286.17267559880054,0.9772659195820511
67,250203_ARMC5mAC_TotalPolII,F10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1793,303.5813565372829,1.0367157274662522
68,250203_ARMC5mAC_TotalPolII,F11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2683,568.3838494145946,1.9410035011605
69,250203_ARMC5mAC_TotalPolII,F12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4173,517.5569166518325,1.7674319710275093
70,250203_ARMC5mAC_TotalPolII,F13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2113,297.2757712467801,1.0151824570569368
71,250203_ARMC5mAC_TotalPolII,F14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2524,348.1797407345347,1.1890170638995883
72,250203_ARMC5mAC_TotalPolII,F15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4118,302.17563144855467,1.0319152439167971
73,250203_ARMC5mAC_TotalPolII,F16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1584,293.125298453789,1.001008792145514
74,250203_ARMC5mAC_TotalPolII,F17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2668,626.5918580725154,2.139781050376528
75,250203_ARMC5mAC_TotalPolII,F18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,3888,505.6092479830062,1.72663125731831
76,250203_ARMC5mAC_TotalPolII,F19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2109,287.32604334526013,0.981204614948412
77,250203_ARMC5mAC_TotalPolII,F20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2410,347.92857829192087,1.1881593562413297
78,250203_ARMC5mAC_TotalPolII,F21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4020,298.1148207238597,1.0180477706550197
79,250203_ARMC5mAC_TotalPolII,F22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4850,290.9897559195523,0.9937160171307068
80,250203_ARMC5mAC_TotalPolII,G03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3075,202.52118122050777,0.6916000907010854
81,250203_ARMC5mAC_TotalPolII,G04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1891,199.46340278916344,0.6811579244658461
82,250203_ARMC5mAC_TotalPolII,G05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2088,487.53554486296764,1.6649104306778946
83,250203_ARMC5mAC_TotalPolII,G06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4554,349.39250791586267,1.1931586054783552
84,250203_ARMC5mAC_TotalPolII,G07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2241,219.44456922916405,0.7493926465770687
85,250203_ARMC5mAC_TotalPolII,G08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2561,299.1522085146428,1.0215904000524683
86,250203_ARMC5mAC_TotalPolII,G09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4228,212.7384715575014,0.7264916456544919
87,250203_ARMC5mAC_TotalPolII,G10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1877,225.66558027645337,0.7706371000146239
88,250203_ARMC5mAC_TotalPolII,G11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2422,499.93310641821006,1.7072475069501403
89,250203_ARMC5mAC_TotalPolII,G12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4479,416.13022300022,1.42106469178184
90,250203_ARMC5mAC_TotalPolII,G13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1944,220.38975636068275,0.7526204151588454
91,250203_ARMC5mAC_TotalPolII,G14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2378,249.23052596833074,0.8511102558576347
92,250203_ARMC5mAC_TotalPolII,G15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3855,229.12701947736318,0.7824577483580629
93,250203_ARMC5mAC_TotalPolII,G16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2634,211.97838922549815,0.7238960010577847
94,250203_ARMC5mAC_TotalPolII,G17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2669,460.0839843584753,1.5711646722324033
95,250203_ARMC5mAC_TotalPolII,G18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4285,372.2863838328336,1.2713400903248064
96,250203_ARMC5mAC_TotalPolII,G19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1998,228.26081776328297,0.7794997111769
97,250203_ARMC5mAC_TotalPolII,G20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2083,243.79110938459021,0.8325349099110794
98,250203_ARMC5mAC_TotalPolII,G21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3296,223.14230165389787,0.7620202249119481
99,250203_ARMC5mAC_TotalPolII,G22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4345,227.00086062380788,0.7751970181613399
100,250203_ARMC5mAC_TotalPolII,H03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3548,217.0354322827828,0.7411655598072436
104,250203_ARMC5mAC_TotalPolII,H07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2111,200.61797703567592,0.6851007399718437
105,250203_ARMC5mAC_TotalPolII,H08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1997,246.74847319867857,0.8426341650592738
106,250203_ARMC5mAC_TotalPolII,H09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4354,205.7141239306989,0.7025038364459179
110,250203_ARMC5mAC_TotalPolII,H13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2440,204.26643637230208,0.6975600530813327
111,250203_ARMC5mAC_TotalPolII,H14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2552,277.77285758268397,0.948580945166987
112,250203_ARMC5mAC_TotalPolII,H15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3852,218.24335120616868,0.7452905448183849
116,250203_ARMC5mAC_TotalPolII,H19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1689,202.94149244088678,0.6930354332977706
117,250203_ARMC5mAC_TotalPolII,H20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2001,266.35321817874876,0.9095834259942343
118,250203_ARMC5mAC_TotalPolII,H21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3486,210.6067412344337,0.7192118891574238
119,250203_ARMC5mAC_TotalPolII,H22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4338,228.14193688959492,0.7790937387125395
120,250203_ARMC5mAC_TotalPolII,I03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4005,229.08037344556502,0.7822984544035836
121,250203_ARMC5mAC_TotalPolII,I04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1735,271.9998759321878,0.9288664905650673
122,250203_ARMC5mAC_TotalPolII,I05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1890,314.0225224061368,1.07237180659045
123,250203_ARMC5mAC_TotalPolII,I06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4738,269.76866613131006,0.9212470164371732
124,250203_ARMC5mAC_TotalPolII,I07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1700,235.33039239903817,0.8036419684452044
125,250203_ARMC5mAC_TotalPolII,I08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2593,359.59455781049735,1.227998115054314
126,250203_ARMC5mAC_TotalPolII,I09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4801,313.7927490314056,1.0715871415699958
127,250203_ARMC5mAC_TotalPolII,I10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1858,257.663661126751,0.879909006710799
128,250203_ARMC5mAC_TotalPolII,I11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2463,299.5688624417022,1.0230132531684173
129,250203_ARMC5mAC_TotalPolII,I12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4711,303.9925921087321,1.0381200771584658
130,250203_ARMC5mAC_TotalPolII,I13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2368,246.6633495428762,0.8423434718699544
131,250203_ARMC5mAC_TotalPolII,I14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2470,389.88873277335153,1.3314512651187127
132,250203_ARMC5mAC_TotalPolII,I15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4293,312.11536304669255,1.065858949130188
133,250203_ARMC5mAC_TotalPolII,I16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1782,261.7574575329387,0.8938891244879538
134,250203_ARMC5mAC_TotalPolII,I17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2647,298.72634038499405,1.0201360808779663
135,250203_ARMC5mAC_TotalPolII,I18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4281,285.6585797991761,0.97551030715916
136,250203_ARMC5mAC_TotalPolII,I19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1791,266.7005027592562,0.9107693861290239
