,EXPERIMENT,WELL,CELL,DRUG,DRUG TIME HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
180,250210_ARMC5mAC_PhosphoPolII,L07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1958,253.5737300931486,-11.170587758431083,-0.21929505287079396
181,250210_ARMC5mAC_PhosphoPolII,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1417,259.5931024644443,-5.15121538713538,-0.10112592775774933
182,250210_ARMC5mAC_PhosphoPolII,L09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1643,308.74701672512504,44.00269887354534,0.8638376408303731
183,250210_ARMC5mAC_PhosphoPolII,L10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1175,339.26341962319947,74.51910177161977,1.4629194735574624
184,250210_ARMC5mAC_PhosphoPolII,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1392,251.2353224150383,-13.508995436541397,-0.2652014318809433
185,250210_ARMC5mAC_PhosphoPolII,L12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1875,254.48057142240955,-10.26374642917014,-0.20149242497454886
186,250210_ARMC5mAC_PhosphoPolII,L13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1609,317.91337987830354,53.16906202672385,1.0437868194930635
187,250210_ARMC5mAC_PhosphoPolII,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1413,336.25199030164504,71.50767245006534,1.4038006906815568
188,250210_ARMC5mAC_PhosphoPolII,L15,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1674,260.0842613164445,-4.6600565351351975,-0.09148375773531298
189,250210_ARMC5mAC_PhosphoPolII,L16,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1303,264.36165151052126,-0.3826663410584388,-0.007512302602962566
190,250210_ARMC5mAC_PhosphoPolII,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1498,313.3871144642332,48.64279661265351,0.9549295780702354
191,250210_ARMC5mAC_PhosphoPolII,L18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1664,330.88962334110425,66.14530548952456,1.298529547250734
192,250210_ARMC5mAC_PhosphoPolII,L19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1427,251.10609657751115,-13.638221274068542,-0.26773832496890093
193,250210_ARMC5mAC_PhosphoPolII,L20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1623,256.2474806048408,-8.496837246738892,-0.16680540125131613
194,250210_ARMC5mAC_PhosphoPolII,L21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1271,319.6919116742348,54.94759382265511,1.0787020121987259
195,250210_ARMC5mAC_PhosphoPolII,L22,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1266,337.8317729664329,73.08745511485319,1.4348141458811308
198,250210_ARMC5mAC_PhosphoPolII,M05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1811,325.0512971313982,60.306979279818506,1.1839146243369327
199,250210_ARMC5mAC_PhosphoPolII,M06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1736,338.10757632537604,73.36325847379635,1.440228571110075
202,250210_ARMC5mAC_PhosphoPolII,M09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1881,315.4658925362817,50.72157468470198,0.9957390463878221
203,250210_ARMC5mAC_PhosphoPolII,M10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1954,336.84963803795506,72.10532018637537,1.4155333939883543
206,250210_ARMC5mAC_PhosphoPolII,M13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1474,326.7753777636808,62.031059912101114,1.2177608606842159
207,250210_ARMC5mAC_PhosphoPolII,M14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1654,342.6455981576972,77.90128030611748,1.529316608299217
210,250210_ARMC5mAC_PhosphoPolII,M17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1427,325.7465851847415,61.0022673331618,1.1975641505494876
211,250210_ARMC5mAC_PhosphoPolII,M18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1569,337.7787103359008,73.03439248432113,1.4337724484682792
214,250210_ARMC5mAC_PhosphoPolII,M21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1207,325.522946786123,60.77862893454329,1.193173800148098
215,250210_ARMC5mAC_PhosphoPolII,M22,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1441,344.3093536250889,79.56503577350918,1.5619785730118936
216,250210_ARMC5mAC_PhosphoPolII,N03,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2954,257.3445193662893,-7.3997984852903755,-0.1452689182662031
217,250210_ARMC5mAC_PhosphoPolII,N04,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2833,255.1292031966478,-9.615114654931887,-0.1887588300822034
218,250210_ARMC5mAC_PhosphoPolII,N05,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3249,254.34910582857538,-10.39521202300432,-0.20407328777013425
219,250210_ARMC5mAC_PhosphoPolII,N06,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,3090,253.6176075860534,-11.126710265526299,-0.21843367320712048
220,250210_ARMC5mAC_PhosphoPolII,N07,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3094,253.62179140085638,-11.122526450723313,-0.21835153877442426
221,250210_ARMC5mAC_PhosphoPolII,N08,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2726,253.15248043202163,-11.591837419558061,-0.22756480274487037
222,250210_ARMC5mAC_PhosphoPolII,N09,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2815,251.85394999621593,-12.890367855363763,-0.25305686338952366
223,250210_ARMC5mAC_PhosphoPolII,N10,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2199,252.42828252243163,-12.316035329148065,-0.24178187191856654
224,250210_ARMC5mAC_PhosphoPolII,N11,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3059,250.90611716005535,-13.83820069152435,-0.2716642148032064
225,250210_ARMC5mAC_PhosphoPolII,N12,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2174,247.930669195857,-16.813648655722687,-0.3300766307596265
226,250210_ARMC5mAC_PhosphoPolII,N13,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2151,253.2737710283974,-11.470546823182303,-0.22518369010154712
227,250210_ARMC5mAC_PhosphoPolII,N14,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,1737,253.72415100384103,-11.020166847738665,-0.21634206935045325
228,250210_ARMC5mAC_PhosphoPolII,N15,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2267,256.5822517252248,-8.162066126354887,-0.1602333522121941
229,250210_ARMC5mAC_PhosphoPolII,N16,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2624,255.94715560898672,-8.797162242592975,-0.17270122224735404
230,250210_ARMC5mAC_PhosphoPolII,N17,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2799,254.00102852610115,-10.743289325478543,-0.2109065567171148
231,250210_ARMC5mAC_PhosphoPolII,N18,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2343,254.04549303627897,-10.698824815300725,-0.2100336530417501
232,250210_ARMC5mAC_PhosphoPolII,N19,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2375,250.53565443458476,-14.208663416994938,-0.27893694249897283
233,250210_ARMC5mAC_PhosphoPolII,N20,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2314,250.3139785583871,-14.430339293192588,-0.28328876570131534
234,250210_ARMC5mAC_PhosphoPolII,N21,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2910,248.38937380876976,-16.354944042809933,-0.32107158514196354
235,250210_ARMC5mAC_PhosphoPolII,N22,HCT116 OsTIRF74G,Vehicle,24.0,0.0,No primary,Goat anti-rat Alexa647,2529,249.8134279119891,-14.9308899395906,-0.29311531044901795
0,250505_ARMC5mAC_PhosphoPolII,C03,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,5217,208.83258480705032,-0.9504019174052871,-0.04878276608351295
1,250505_ARMC5mAC_PhosphoPolII,C04,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4565,209.30628540573588,-0.47670131871973354,-0.02446839436761173
2,250505_ARMC5mAC_PhosphoPolII,C05,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4734,209.16184731209287,-0.6211394123627372,-0.03188219436811243
3,250505_ARMC5mAC_PhosphoPolII,C06,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4396,210.03914747912253,0.25616075466692223,0.013148363808870299
4,250505_ARMC5mAC_PhosphoPolII,C07,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,5218,211.09671832372734,1.3137315992717333,0.06743195708059903
5,250505_ARMC5mAC_PhosphoPolII,C08,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4856,209.97391345213708,0.19092672768147168,0.009799994849551633
6,250505_ARMC5mAC_PhosphoPolII,C09,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4565,210.84532720500653,1.0623404805509153,0.05452841183785447
7,250505_ARMC5mAC_PhosphoPolII,C10,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4850,210.46101563298942,0.678028908533804,0.034802250539609614
8,250505_ARMC5mAC_PhosphoPolII,C11,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4284,210.52822480217276,0.745238077717147,0.03825200071255684
9,250505_ARMC5mAC_PhosphoPolII,C12,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4881,210.71096828512285,0.9279815606672344,0.04763196135739524
10,250505_ARMC5mAC_PhosphoPolII,C13,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4004,208.60122300773742,-1.1817637167181942,-0.06065823511387397
11,250505_ARMC5mAC_PhosphoPolII,C14,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4085,206.03748571205364,-3.7455010124019736,-0.19225119016216116
12,250505_ARMC5mAC_PhosphoPolII,C15,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4361,205.17041789285776,-4.612568831597855,-0.23675653661374763
13,250505_ARMC5mAC_PhosphoPolII,C16,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3989,205.01346162527736,-4.769525099178253,-0.24481287651215577
14,250505_ARMC5mAC_PhosphoPolII,C17,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4754,205.6021443567245,-4.180842367731117,-0.21459663698268222
15,250505_ARMC5mAC_PhosphoPolII,C18,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3813,204.71522760868615,-5.067759115769462,-0.26012080045788516
16,250505_ARMC5mAC_PhosphoPolII,C19,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4828,204.95398183008513,-4.829004894370485,-0.24786588901393986
17,250505_ARMC5mAC_PhosphoPolII,C20,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3657,206.15915729857736,-3.623829425878256,-0.18600596228993527
18,250505_ARMC5mAC_PhosphoPolII,C21,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4165,206.55521056410896,-3.22777616034665,-0.1656771167192242
19,250505_ARMC5mAC_PhosphoPolII,C22,HCT116 OsTIRF74G,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4858,206.4109190214235,-3.3720677030321156,-0.17308339446945376
22,250505_ARMC5mAC_PhosphoPolII,D05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3209,229.96301174292597,20.18002501847036,1.0358117150301136
23,250505_ARMC5mAC_PhosphoPolII,D06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2332,229.0836193289225,19.300632604466898,0.990673764819463
26,250505_ARMC5mAC_PhosphoPolII,D09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3727,229.82698668891487,20.04399996445926,1.0288297442766907
27,250505_ARMC5mAC_PhosphoPolII,D10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2189,228.0109349681947,18.227948243739093,0.9356144164611491
30,250505_ARMC5mAC_PhosphoPolII,D13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3341,228.36973004166606,18.58674331721045,0.9540308525189123
31,250505_ARMC5mAC_PhosphoPolII,D14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2249,224.5513997200434,14.768412995587795,0.758041438463605
34,250505_ARMC5mAC_PhosphoPolII,D17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2857,225.44512072642902,15.662134001973413,0.8039148547520105
35,250505_ARMC5mAC_PhosphoPolII,D18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2198,223.55226611195852,13.769279387502905,0.706757344653642
38,250505_ARMC5mAC_PhosphoPolII,D21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2978,225.5311017422488,15.748115017793197,0.80832813686513
39,250505_ARMC5mAC_PhosphoPolII,D22,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2461,223.37808443861002,13.595097714154406,0.6978168494048607
40,250505_ARMC5mAC_PhosphoPolII,E03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4092,212.5648297585172,2.7818430340615805,0.14278800950041212
41,250505_ARMC5mAC_PhosphoPolII,E04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2231,211.9851399144003,2.2021531899446813,0.11303336196797917
42,250505_ARMC5mAC_PhosphoPolII,E05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3359,229.90595550321228,20.122968778756672,1.03288310015194
43,250505_ARMC5mAC_PhosphoPolII,E06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2831,229.09444245244734,19.311455727991728,0.9912293002130007
44,250505_ARMC5mAC_PhosphoPolII,E07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3515,213.4727177107067,3.689730986251078,0.189388594779759
45,250505_ARMC5mAC_PhosphoPolII,E08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2534,210.5824598466217,0.7994731221660913,0.04103580768772053
46,250505_ARMC5mAC_PhosphoPolII,E09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3773,228.30351622418522,18.520529499729605,0.9506321923199904
47,250505_ARMC5mAC_PhosphoPolII,E10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2466,227.85018276082968,18.06719603637407,0.9273632364228074
48,250505_ARMC5mAC_PhosphoPolII,E11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3466,212.27975565243676,2.496768927981151,0.12815556486966564
49,250505_ARMC5mAC_PhosphoPolII,E12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2534,211.22126338910027,1.4382766646446612,0.07382467649717032
50,250505_ARMC5mAC_PhosphoPolII,E13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3851,228.42529799192283,18.64231126746722,0.9568830756357565
51,250505_ARMC5mAC_PhosphoPolII,E14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2475,225.699774204995,15.916787480539398,0.8169858522423699
52,250505_ARMC5mAC_PhosphoPolII,E15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3620,209.11490704218681,-0.6680796822687967,-0.034291571037906934
53,250505_ARMC5mAC_PhosphoPolII,E16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2399,208.68010575184096,-1.1028809726146562,-0.05660929709811919
54,250505_ARMC5mAC_PhosphoPolII,E17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3565,225.0385485463275,15.25556182187188,0.7830460883967136
55,250505_ARMC5mAC_PhosphoPolII,E18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2527,225.60167019369098,15.818683469235367,0.8119503141740497
56,250505_ARMC5mAC_PhosphoPolII,E19,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3613,208.51701127380272,-1.2659754506528884,-0.06498070252770115
57,250505_ARMC5mAC_PhosphoPolII,E20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2050,207.83614340708638,-1.946843317369229,-0.09992867271539149
58,250505_ARMC5mAC_PhosphoPolII,E21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3401,227.84768463815766,18.064697913702048,0.9272350113721993
59,250505_ARMC5mAC_PhosphoPolII,E22,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2547,225.17426562163027,15.391278897174658,0.7900122510451532
60,250505_ARMC5mAC_PhosphoPolII,F03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3275,214.138860542768,4.355873818312375,0.22358075007693468
61,250505_ARMC5mAC_PhosphoPolII,F04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2366,212.1979054455627,2.4149187211070853,0.12395431124980161
62,250505_ARMC5mAC_PhosphoPolII,F05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3228,230.9225038118991,21.139517087443494,1.0850610655443573
63,250505_ARMC5mAC_PhosphoPolII,F06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2670,230.0289993406029,20.246012616147283,1.039198763691247
64,250505_ARMC5mAC_PhosphoPolII,F07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3412,214.8510861362971,5.0680994118415015,0.2601382673667554
65,250505_ARMC5mAC_PhosphoPolII,F08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2230,215.53673817732286,5.753751452867249,0.29533180235388945
66,250505_ARMC5mAC_PhosphoPolII,F09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3916,232.10309237931207,22.320105654856462,1.145658981931364
67,250505_ARMC5mAC_PhosphoPolII,F10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2190,229.6080607234499,19.8250739989943,1.0175925887456478
68,250505_ARMC5mAC_PhosphoPolII,F11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3858,212.66125372590082,2.8782670014452094,0.14773731332606294
69,250505_ARMC5mAC_PhosphoPolII,F12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2478,225.95001795485902,16.16703123040341,0.8298305046887848
70,250505_ARMC5mAC_PhosphoPolII,F13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3715,230.15733291784446,20.374346193388845,1.0457859419834872
71,250505_ARMC5mAC_PhosphoPolII,F14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2536,210.34686941874023,0.5638826942846151,0.02894328922328666
72,250505_ARMC5mAC_PhosphoPolII,F15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3346,211.0966804087964,1.313693684340791,0.06743001096162203
73,250505_ARMC5mAC_PhosphoPolII,F16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2258,225.01332164020403,15.230334915748415,0.7817512275195476
74,250505_ARMC5mAC_PhosphoPolII,F17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3722,225.7633111356843,15.980324411228679,0.8202471116850504
75,250505_ARMC5mAC_PhosphoPolII,F18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2467,208.69057866884074,-1.092408055614868,-0.05607173730277752
76,250505_ARMC5mAC_PhosphoPolII,F19,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3513,210.4381826130947,0.6551958886390992,0.03363026440605408
77,250505_ARMC5mAC_PhosphoPolII,F20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2574,227.4331081768722,17.650121452416585,0.9059553967541715
