,EXPERIMENT,WELL,CELL,DRUG,DRUG TIME HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
78,250505_ARMC5mAC_PhosphoPolII,F21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2776,228.8165179882435,19.033531263787893,0.976963836436206
79,250505_ARMC5mAC_PhosphoPolII,F22,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2280,210.0633108654257,0.2803241409700945,0.014388635740382563
80,250505_ARMC5mAC_PhosphoPolII,G03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3352,213.30941431951896,3.5264275950633532,0.18100646613811608
81,250505_ARMC5mAC_PhosphoPolII,G04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2610,215.10504338627948,5.322056661823865,0.2731735284433793
82,250505_ARMC5mAC_PhosphoPolII,G05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3162,230.89552373306552,21.112537008609905,1.0836762168287244
83,250505_ARMC5mAC_PhosphoPolII,G06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2659,227.98615101161226,18.203164287156653,0.9343422915480535
84,250505_ARMC5mAC_PhosphoPolII,G07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4335,214.64661677299642,4.863630048540813,0.24964314847182076
85,250505_ARMC5mAC_PhosphoPolII,G08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2861,215.17536778975364,5.392381065298025,0.27678317912044076
86,250505_ARMC5mAC_PhosphoPolII,G09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4439,229.72006119831818,19.937074473862566,1.0233414123398359
87,250505_ARMC5mAC_PhosphoPolII,G10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3378,228.71313226097382,18.93014553651821,0.9716571954694664
88,250505_ARMC5mAC_PhosphoPolII,G11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4184,212.58816338666873,2.805176662213114,0.14398569113714912
89,250505_ARMC5mAC_PhosphoPolII,G12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3051,210.85316204076855,1.070175316312941,0.05493056271032441
90,250505_ARMC5mAC_PhosphoPolII,G13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4712,225.8872655297158,16.10427880526018,0.8266095127895966
91,250505_ARMC5mAC_PhosphoPolII,G14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2553,224.6830772008728,14.900090476417176,0.7648002545267115
92,250505_ARMC5mAC_PhosphoPolII,G15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4067,208.56296938663738,-1.2200173378182342,-0.06262173857045927
93,250505_ARMC5mAC_PhosphoPolII,G16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2656,209.20108503383574,-0.5819016906198726,-0.0298681784382436
94,250505_ARMC5mAC_PhosphoPolII,G17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3482,224.9065300557707,15.12354333131509,0.7762697687938315
95,250505_ARMC5mAC_PhosphoPolII,G18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2625,224.41319048167782,14.630203757222205,0.7509473566627433
96,250505_ARMC5mAC_PhosphoPolII,G19,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3204,208.94367328453183,-0.8393134399237852,-0.043080754005981804
97,250505_ARMC5mAC_PhosphoPolII,G20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2440,210.30665256934319,0.5236658448875744,0.026879016076502716
98,250505_ARMC5mAC_PhosphoPolII,G21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3058,229.0413057690732,19.258319044617593,0.9885018705350693
99,250505_ARMC5mAC_PhosphoPolII,G22,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1986,230.00994645018488,20.226959725729273,1.0382208061772153
100,250505_ARMC5mAC_PhosphoPolII,H03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3712,214.079128739365,4.296142014909378,0.22051480235545906
101,250505_ARMC5mAC_PhosphoPolII,H04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2530,215.20219404110307,5.419207316647459,0.27816013209213697
102,250505_ARMC5mAC_PhosphoPolII,H05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3846,229.98068100472253,20.197694280266916,1.0367186528732557
103,250505_ARMC5mAC_PhosphoPolII,H06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2543,227.39854301922006,17.615556294764446,0.9041812168314419
104,250505_ARMC5mAC_PhosphoPolII,H07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3868,214.72886034064823,4.945873616192614,0.2538645927357221
105,250505_ARMC5mAC_PhosphoPolII,H08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2609,214.1129732893906,4.329986564934984,0.22225199452317732
106,250505_ARMC5mAC_PhosphoPolII,H09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4168,230.8070238726866,21.024037148231002,1.0791336460402792
107,250505_ARMC5mAC_PhosphoPolII,H10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3067,229.70392852840754,19.920941803951933,1.022513345552364
108,250505_ARMC5mAC_PhosphoPolII,H11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4303,213.7288417245408,3.945855000085203,0.20253507273442461
109,250505_ARMC5mAC_PhosphoPolII,H12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2721,212.14767422642083,2.3646875019652214,0.1213760148800119
110,250505_ARMC5mAC_PhosphoPolII,H13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4577,226.02665744864177,16.24367072418616,0.8337642998858419
111,250505_ARMC5mAC_PhosphoPolII,H14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3340,226.2994449254191,16.516458200963484,0.8477660894723681
112,250505_ARMC5mAC_PhosphoPolII,H15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4252,209.31834549901407,-0.4646412254415395,-0.023849367092349402
113,250505_ARMC5mAC_PhosphoPolII,H16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3068,210.68323815291964,0.9002514284640313,0.04620861347902929
114,250505_ARMC5mAC_PhosphoPolII,H17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3978,227.8493250477982,18.066338323342592,0.9273192112441802
115,250505_ARMC5mAC_PhosphoPolII,H18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2115,227.33724360295554,17.554256878499928,0.9010348057921505
116,250505_ARMC5mAC_PhosphoPolII,H19,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4018,210.00754125813805,0.22455453368243639,0.011526061857629081
117,250505_ARMC5mAC_PhosphoPolII,H20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2612,210.26380565034327,0.48081892588766095,0.024679745232564942
118,250505_ARMC5mAC_PhosphoPolII,H21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3080,223.94599562909812,14.16300890464251,0.726966915555218
119,250505_ARMC5mAC_PhosphoPolII,H22,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2058,229.01544046538902,19.23245374093341,0.9871742416275546
120,250505_ARMC5mAC_PhosphoPolII,I03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3917,232.70845721108282,22.925470486627205,1.17673148972268
121,250505_ARMC5mAC_PhosphoPolII,I04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1919,231.86809798319766,22.085111258742046,1.1335970569219078
124,250505_ARMC5mAC_PhosphoPolII,I07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4292,232.36495349296666,22.58196676851105,1.1590999369839963
125,250505_ARMC5mAC_PhosphoPolII,I08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2419,230.69775005273556,20.914763328279946,1.0735247777287782
128,250505_ARMC5mAC_PhosphoPolII,I11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4413,230.1914913919953,20.408504667539688,1.0475392474259042
129,250505_ARMC5mAC_PhosphoPolII,I12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3338,229.8725946498563,20.089607925400685,1.0311707354399091
132,250505_ARMC5mAC_PhosphoPolII,I15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3948,229.6870294481425,19.9040427236869,1.0216459400216111
133,250505_ARMC5mAC_PhosphoPolII,I16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2528,228.11508454252683,18.33209781807122,0.9409602646010734
136,250505_ARMC5mAC_PhosphoPolII,I19,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3580,229.99944632331832,20.216459598862713,1.037681849738473
137,250505_ARMC5mAC_PhosphoPolII,I20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1850,230.2131024415671,20.430115717111477,1.048648511576968
140,250505_ARMC5mAC_PhosphoPolII,J03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3720,234.99674392762623,25.213757203170616,1.294185961963127
141,250505_ARMC5mAC_PhosphoPolII,J04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2158,233.4017471429241,23.618760418468497,1.2123170666809027
142,250505_ARMC5mAC_PhosphoPolII,J05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4008,216.93283285328613,7.149846128830518,0.36699133792583977
143,250505_ARMC5mAC_PhosphoPolII,J06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2825,215.99339805121974,6.210411326764131,0.3187714981289752
144,250505_ARMC5mAC_PhosphoPolII,J07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4188,234.81620361836258,25.033216893906967,1.2849190870608767
145,250505_ARMC5mAC_PhosphoPolII,J08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2795,233.82412922992305,24.041142505467434,1.2339973328615406
146,250505_ARMC5mAC_PhosphoPolII,J09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3995,216.4212828368922,6.638296112436592,0.3407342099331987
147,250505_ARMC5mAC_PhosphoPolII,J10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3142,216.21694114576047,6.433954421304861,0.3302456442674186
148,250505_ARMC5mAC_PhosphoPolII,J11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3821,231.22216954843867,21.43918282398306,1.100442477619749
149,250505_ARMC5mAC_PhosphoPolII,J12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3235,229.96458631622042,20.181599591764808,1.0358925356169597
150,250505_ARMC5mAC_PhosphoPolII,J13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3997,212.78966695426936,3.006680229813753,0.15432857999630897
151,250505_ARMC5mAC_PhosphoPolII,J14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2824,212.39047689297993,2.607490168524322,0.1338387272023344
152,250505_ARMC5mAC_PhosphoPolII,J15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4125,228.3506057174526,18.567618992996984,0.9530492284107058
153,250505_ARMC5mAC_PhosphoPolII,J16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2625,227.71794866310432,17.934961938648712,0.9205758500134744
154,250505_ARMC5mAC_PhosphoPolII,J17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3173,212.14540906121098,2.3624223367553725,0.12125974720151832
155,250505_ARMC5mAC_PhosphoPolII,J18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2653,212.20332585316174,2.420339128706132,0.12423253299066626
156,250505_ARMC5mAC_PhosphoPolII,J19,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3559,229.6538194441491,19.87083271969348,1.0199413181908108
157,250505_ARMC5mAC_PhosphoPolII,J20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2355,230.41210457476373,20.62911785030812,1.0588630053990717
158,250505_ARMC5mAC_PhosphoPolII,J21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2691,213.309493337147,3.526506612691378,0.18101052199952988
159,250505_ARMC5mAC_PhosphoPolII,J22,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2305,210.59079271346076,0.8078059890051463,0.04146352178043246
160,250505_ARMC5mAC_PhosphoPolII,K03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3378,234.85360935225546,25.07062262779985,1.286839069684292
161,250505_ARMC5mAC_PhosphoPolII,K04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2085,234.5322177521537,24.7492310276981,1.2703425002205293
162,250505_ARMC5mAC_PhosphoPolII,K05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3451,215.91817019220463,6.135183467749016,0.31491016011808726
163,250505_ARMC5mAC_PhosphoPolII,K06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2202,215.95485291532736,6.171866190871754,0.3167930316365794
164,250505_ARMC5mAC_PhosphoPolII,K07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3742,234.77832019416604,24.99533346971043,1.282974585279917
165,250505_ARMC5mAC_PhosphoPolII,K08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2431,233.4426706183134,23.65968389385779,1.2144176099254813
166,250505_ARMC5mAC_PhosphoPolII,K09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3530,214.3853483607262,4.602361636270587,0.23623261593040318
167,250505_ARMC5mAC_PhosphoPolII,K10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2471,214.8191224492763,5.036135724820696,0.2584976171970255
168,250505_ARMC5mAC_PhosphoPolII,K11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4108,232.21819243938228,22.435205714926667,1.1515669027843989
169,250505_ARMC5mAC_PhosphoPolII,K12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2211,229.1098841842679,19.3268974598123,0.9920219021401768
170,250505_ARMC5mAC_PhosphoPolII,K13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3885,211.49688411121664,1.7138973867610332,0.08797189249972204
171,250505_ARMC5mAC_PhosphoPolII,K14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2324,210.95971005989023,1.176723335434616,0.06039951957824058
172,250505_ARMC5mAC_PhosphoPolII,K15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3885,231.74862035290016,21.96563362844455,1.127464441673269
173,250505_ARMC5mAC_PhosphoPolII,K16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2197,228.46159288447814,18.678606160022525,0.9587460403679674
174,250505_ARMC5mAC_PhosphoPolII,K17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3749,211.2614822015483,1.4784954770926788,0.07588905040454288
175,250505_ARMC5mAC_PhosphoPolII,K18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1569,212.34520636174003,2.5622196372844144,0.1315150558213022
176,250505_ARMC5mAC_PhosphoPolII,K19,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3456,232.0225755144311,22.2395887899755,1.1415261668419445
177,250505_ARMC5mAC_PhosphoPolII,K20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2052,231.26538720454312,21.482400480087506,1.1026607778670559
178,250505_ARMC5mAC_PhosphoPolII,K21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2499,214.7392497754628,4.956263051007198,0.254397867510339
179,250505_ARMC5mAC_PhosphoPolII,K22,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2164,211.73032228895113,1.9473355644955177,0.09995393905374504
180,250505_ARMC5mAC_PhosphoPolII,L03,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3101,235.84961230757037,26.066625583114757,1.3379624715817389
181,250505_ARMC5mAC_PhosphoPolII,L04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2267,233.0608354454635,23.2778487210079,1.1948185586415279
182,250505_ARMC5mAC_PhosphoPolII,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3582,216.89591896242828,7.112932237972672,0.36509660089935425
183,250505_ARMC5mAC_PhosphoPolII,L06,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2027,218.14816064520838,8.365173920752767,0.4293723688374737
184,250505_ARMC5mAC_PhosphoPolII,L07,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3898,235.50361309830703,25.720626373851417,1.3202028288648395
185,250505_ARMC5mAC_PhosphoPolII,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2274,232.22458027881117,22.441593554355563,1.1518947814123057
186,250505_ARMC5mAC_PhosphoPolII,L09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3393,214.85988877337257,5.076902048916963,0.26059009409132966
187,250505_ARMC5mAC_PhosphoPolII,L10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2885,214.32465554206075,4.541668817605142,0.2331173406750789
188,250505_ARMC5mAC_PhosphoPolII,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3603,231.38383249549727,21.600845771041662,1.108740404619162
189,250505_ARMC5mAC_PhosphoPolII,L12,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2823,230.66478518780266,20.881798463347053,1.0718327385340485
190,250505_ARMC5mAC_PhosphoPolII,L13,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3986,213.32538800770934,3.5424012832537244,0.18182637262211107
191,250505_ARMC5mAC_PhosphoPolII,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1939,212.5792083422783,2.796221617822681,0.1435260415638837
192,250505_ARMC5mAC_PhosphoPolII,L15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3826,231.82188056803093,22.038893843575323,1.131224783348199
193,250505_ARMC5mAC_PhosphoPolII,L16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1607,233.29772889504355,23.514742170587937,1.2069779593392134
194,250505_ARMC5mAC_PhosphoPolII,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3652,211.19171062681522,1.4087239023596112,0.07230777563315569
195,250505_ARMC5mAC_PhosphoPolII,L18,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2155,212.82956825877466,3.0465815343190457,0.15637665667677578
