,WELL,Alexa647_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,IF_Intensity_BGS,IF_Intensity_FC,TIME_HOURS,TIME_IN_AUXIN_HRS
118,H21,232.72312285200186,223.94599562909812,258.8088125557055,1570.5032467532467,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3080,250505_ARMC5mAC_PhosphoPolII,14.16300890464251,0.726966915555218,117.98050900706522,0.9105264118809722,48.0,0.0
119,H22,245.81878983591113,229.01544046538902,257.9175594599774,1640.9096209912536,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2058,250505_ARMC5mAC_PhosphoPolII,19.23245374093341,0.9871742416275546,131.0761759909745,1.0115935353439922,48.0,0.0
132,I15,234.3399098087639,229.6870294481425,247.24326910901834,1567.6917426545085,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3948,250505_ARMC5mAC_PhosphoPolII,19.9040427236869,1.0216459400216111,119.59729596382726,0.923004127385898,0.5,0.0
133,I16,244.5799945557551,228.11508454252683,251.80847543979021,1665.0628955696202,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2528,250505_ARMC5mAC_PhosphoPolII,18.33209781807122,0.9409602646010734,129.83738071081845,1.0020330085163955,0.5,0.0
136,I19,235.5849870092431,229.99944632331832,255.77601337227924,1474.4986033519554,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3580,250505_ARMC5mAC_PhosphoPolII,20.216459598862713,1.037681849738473,120.84237316430645,0.9326131355636744,0.5,0.0
137,I20,248.02681501100048,230.2131024415671,256.31895264043374,1699.3702702702703,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1850,250505_ARMC5mAC_PhosphoPolII,20.430115717111477,1.048648511576968,133.28420116606384,1.0286341911009238,0.5,0.0
150,J13,232.4175926827899,212.78966695426936,240.70839557146226,1528.111583687766,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3997,250505_ARMC5mAC_PhosphoPolII,3.006680229813753,0.15432857999630897,117.67497883785325,0.9081684521549525,2.0,2.0
151,J14,238.13679238038026,212.39047689297993,245.93123874063335,1662.037181303116,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2824,250505_ARMC5mAC_PhosphoPolII,2.607490168524322,0.1338387272023344,123.39417853544361,0.9523069494652654,2.0,2.0
152,J15,235.34357629316256,228.3506057174526,243.83258333785017,1519.798303030303,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4125,250505_ARMC5mAC_PhosphoPolII,18.567618992996984,0.9530492284107058,120.60096244822591,0.9307500241484723,2.0,0.0
153,J16,245.4631541648554,227.71794866310432,249.75236244224115,1654.990857142857,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2625,250505_ARMC5mAC_PhosphoPolII,17.934961938648712,0.9205758500134744,130.72054031991877,1.0088488813818377,2.0,0.0
154,J17,235.5672192482336,212.14540906121098,243.36516862094675,1538.9479987393634,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3173,250505_ARMC5mAC_PhosphoPolII,2.3624223367553725,0.12125974720151832,120.82460540329697,0.9324760110859511,2.0,2.0
155,J18,248.01950253965737,212.20332585316174,249.71663968529833,1662.4885035808518,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2653,250505_ARMC5mAC_PhosphoPolII,2.420339128706132,0.12423253299066626,133.27688869472072,1.0285777563698817,2.0,2.0
156,J19,230.9951580632405,229.6538194441491,244.99101400142823,1583.0044956448442,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3559,250505_ARMC5mAC_PhosphoPolII,19.87083271969348,1.0199413181908108,116.25254421830385,0.8971906703062911,2.0,0.0
157,J20,246.9067266906058,230.41210457476373,258.3556315885998,1590.635668789809,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2355,250505_ARMC5mAC_PhosphoPolII,20.62911785030812,1.0588630053990717,132.16411284566917,1.0199897971417684,2.0,0.0
158,J21,243.96584503811835,213.309493337147,249.93902903359384,1493.459308807135,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2691,250505_ARMC5mAC_PhosphoPolII,3.526506612691378,0.18101052199952988,129.2232311931817,0.9972932480139322,2.0,2.0
159,J22,244.62887478839286,210.59079271346076,248.06780640405083,1629.2277657266811,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2305,250505_ARMC5mAC_PhosphoPolII,0.8078059890051463,0.04146352178043246,129.88626094345622,1.002410246614537,2.0,2.0
170,K13,229.32249932262297,211.49688411121664,237.904962721661,1537.520978120978,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3885,250505_ARMC5mAC_PhosphoPolII,1.7138973867610332,0.08797189249972204,114.57988547768633,0.8842817587054383,8.0,8.0
171,K14,243.23593159139338,210.95971005989023,247.5859531195955,1682.709982788296,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2324,250505_ARMC5mAC_PhosphoPolII,1.176723335434616,0.06039951957824058,128.49331774645674,0.9916600677774378,8.0,8.0
172,K15,227.91782910341254,231.74862035290016,245.65718728058226,1538.2684684684684,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3885,250505_ARMC5mAC_PhosphoPolII,21.96563362844455,1.127464441673269,113.1752152584759,0.8734410753981885,8.0,0.0
173,K16,247.0173570831264,228.46159288447814,250.6967255651172,1538.6959490213928,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2197,250505_ARMC5mAC_PhosphoPolII,18.678606160022525,0.9587460403679674,132.27474323818976,1.0208435982924375,8.0,0.0
174,K17,235.78107219657824,211.2614822015483,248.67697065871383,1525.9226460389436,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3749,250505_ARMC5mAC_PhosphoPolII,1.4784954770926788,0.07588905040454288,121.0384583516416,0.9341264426645667,8.0,8.0
175,K18,259.34926963948726,212.34520636174003,256.4933637212838,1558.0025493945188,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1569,250505_ARMC5mAC_PhosphoPolII,2.5622196372844144,0.1315150558213022,144.60665579455062,1.116016370355158,8.0,8.0
176,K19,230.85097398965206,232.0225755144311,250.28773945810696,1535.9227430555557,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3456,250505_ARMC5mAC_PhosphoPolII,22.2395887899755,1.1415261668419445,116.10836014471542,0.8960779152564973,8.0,0.0
177,K20,241.29604132094858,231.26538720454312,256.4305436456587,1645.2602339181287,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2052,250505_ARMC5mAC_PhosphoPolII,21.482400480087506,1.1026607778670559,126.55342747601193,0.9766887700414266,8.0,0.0
178,K21,245.360328856604,214.7392497754628,251.86430303120704,1517.2681072428973,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2499,250505_ARMC5mAC_PhosphoPolII,4.956263051007198,0.254397867510339,130.61771501166737,1.0080553167518775,8.0,8.0
179,K22,252.91064156704263,211.73032228895113,253.37232874192725,1614.7823475046212,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2164,250505_ARMC5mAC_PhosphoPolII,1.9473355644955177,0.09995393905374504,138.168027722106,1.066325612402181,8.0,8.0
190,L13,232.00799754764915,213.32538800770934,235.21941675571844,1571.7408429503262,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3986,250505_ARMC5mAC_PhosphoPolII,3.5424012832537244,0.18182637262211107,117.26538370271251,0.9050073606165081,24.0,24.0
191,L14,253.98129272942884,212.5792083422783,243.65513032991308,1677.5348117586384,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1939,250505_ARMC5mAC_PhosphoPolII,2.796221617822681,0.1435260415638837,139.2386788844922,1.0745884701357862,24.0,24.0
192,L15,227.5628962279333,231.82188056803093,244.38387902174776,1568.9660219550444,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3826,250505_ARMC5mAC_PhosphoPolII,22.038893843575323,1.131224783348199,112.82028238299665,0.8707018453313868,24.0,0.0
193,L16,245.68088937214495,233.29772889504355,250.35123561149786,1706.6210329807093,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1607,250505_ARMC5mAC_PhosphoPolII,23.514742170587937,1.2069779593392134,130.9382755272083,1.010529274683257,24.0,0.0
194,L17,236.5783373722983,211.19171062681522,241.8163871969782,1615.0202628696604,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3652,250505_ARMC5mAC_PhosphoPolII,1.4087239023596112,0.07230777563315569,121.83572352736167,0.9402794166250587,24.0,24.0
195,L18,250.75338448162506,212.82956825877466,252.16792990316657,1656.2092807424594,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2155,250505_ARMC5mAC_PhosphoPolII,3.0465815343190457,0.15637665667677578,136.01077063668842,1.0496767644694056,24.0,24.0
196,L19,229.36809188641067,233.57492479578755,249.1175520825978,1573.5069124423962,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3689,250505_ARMC5mAC_PhosphoPolII,23.79193807133194,1.2212060269994944,114.62547804147403,0.8846336238894712,24.0,0.0
197,L20,245.8951835897428,232.59095113505538,256.3114390356242,1636.6961358313818,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1708,250505_ARMC5mAC_PhosphoPolII,22.807964410599766,1.1707000715244844,131.15256974480616,1.0121831118015943,24.0,0.0
198,L21,242.202114408645,212.97351000876188,244.37273810997476,1565.2431900229735,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3047,250505_ARMC5mAC_PhosphoPolII,3.1905232843062663,0.16376498006994472,127.45950056370836,0.9836814799761899,24.0,24.0
199,L22,250.70075585355815,210.71273954915475,241.74108458856915,1673.3795712484236,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2379,250505_ARMC5mAC_PhosphoPolII,0.9297528246991362,0.04772287779743811,135.9581420086215,1.0492705977535703,24.0,24.0
210,M13,243.3535878412672,214.14999832898053,243.7214501298188,1589.0157553290082,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3237,250505_ARMC5mAC_PhosphoPolII,4.367011604524919,0.22415243665452286,128.61097399633056,0.9925680916869342,48.0,48.0
211,M14,255.89146792037724,214.55742988738828,248.09805356998555,1666.2380743982494,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2285,250505_ARMC5mAC_PhosphoPolII,4.77444316293267,0.24506531366460862,141.1488540754406,1.0893304387653175,48.0,48.0
212,M15,230.76481796465623,232.41342805643282,248.91351452760026,1556.2906091370558,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3152,250505_ARMC5mAC_PhosphoPolII,22.63044133197721,1.1615880667396958,116.02220411971959,0.8954129974920156,48.0,0.0
213,M16,236.79093425727118,230.7585305685884,249.16187594158527,1668.926291793313,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2632,250505_ARMC5mAC_PhosphoPolII,20.9755438441328,1.0766445543548397,122.04832041233453,0.9419201544086176,48.0,0.0
214,M17,242.350888804945,212.37060207698187,242.10099525421802,1590.6859205776173,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3324,250505_ARMC5mAC_PhosphoPolII,2.5876153525262566,0.1328185814281829,127.60827496000834,0.9848296613019263,48.0,48.0
215,M18,256.43443855557604,214.45854601618876,247.14631234382955,1729.760939167556,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1874,250505_ARMC5mAC_PhosphoPolII,4.675559291733151,0.2399897465073706,141.6918247106394,1.0935208691032192,48.0,48.0
216,M19,232.0578060452945,233.1585220260911,243.57495303743593,1594.799539170507,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3038,250505_ARMC5mAC_PhosphoPolII,23.375535301635495,1.1998326705924638,117.31519220035787,0.9053917626929519,48.0,0.0
217,M20,246.28217768703485,235.06926686579675,254.87148800064816,1667.1620491374804,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1913,250505_ARMC5mAC_PhosphoPolII,25.286280141341138,1.2979084602700754,131.5395638420982,1.015169777563524,48.0,0.0
218,M21,234.7398052164,214.4756723605548,238.7763859907997,1612.958359621451,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3170,250505_ARMC5mAC_PhosphoPolII,4.692685636099185,0.240868817178182,119.99719137146334,0.9260903603044283,48.0,48.0
219,M22,258.43540541485635,213.4268771393294,244.44737859826824,1708.826127819549,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2128,250505_ARMC5mAC_PhosphoPolII,3.6438904148737947,0.1870356640567889,143.6927915699197,1.1089635315396404,48.0,48.0
230,N13,221.28353413133098,211.3028192674209,227.44689016973786,1684.0983175604626,HCT116 OsTIRF74G,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3804,250505_ARMC5mAC_PhosphoPolII,1.5198325429652755,0.07801082265490517,106.54092028639434,0.822240238521585,48.0,0.0
232,N15,227.24345115156376,211.11111444268047,232.39221767282973,1654.2232406859846,HCT116 OsTIRF74G,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3382,250505_ARMC5mAC_PhosphoPolII,1.328127718224863,0.06817088920030505,112.50083730662712,0.868236495913693,48.0,0.0
234,N17,222.28862120283506,209.95547811390205,226.38054000069036,1694.3947075208914,HCT116 OsTIRF74G,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3590,250505_ARMC5mAC_PhosphoPolII,0.17249138944643505,0.00885373540255314,107.54600735789842,0.8299970988076324,48.0,0.0
236,N19,220.1378251926127,210.60399986398264,226.82958065703815,1689.2020446596719,HCT116 OsTIRF74G,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3717,250505_ARMC5mAC_PhosphoPolII,0.8210131395270253,0.042141425857370275,105.39521134767605,0.8133981148707314,48.0,0.0
238,N21,222.8724590815324,210.02995370899026,234.2450429974605,1693.7591992934942,HCT116 OsTIRF74G,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3397,250505_ARMC5mAC_PhosphoPolII,0.2469669845346516,0.012676460785975945,108.12984523659577,0.834502926196279,48.0,0.0
10,C13,1229.3191605502604,701.1267006816234,976.2803756313097,1596.7867623084446,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3067,260119_ARMC5mAC_TotalPhospho,9.851955658929796,0.1327153020134898,1082.416297403164,0.9367708216102181,24.0,0.0
11,C14,1214.2126867572736,698.7199811833757,945.1376466814237,1602.2215635420525,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2699,260119_ARMC5mAC_TotalPhospho,7.445236160682043,0.1002944795768608,1067.309823610177,0.9236970126693881,24.0,0.0
12,C15,1202.3560966920707,691.4161807369866,958.5264478066848,1570.5820288040075,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3194,260119_ARMC5mAC_TotalPhospho,0.14143571429292479,0.0019052748700574443,1055.4532335449742,0.9134357964963479,24.0,0.0
13,C16,1220.1454739592134,687.4813462179975,960.2859562396096,1566.0024968789014,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3204,260119_ARMC5mAC_TotalPhospho,-3.793398804696153,-0.05110072410512142,1073.242610812117,0.9288315084774549,24.0,0.0
14,C17,1180.5974687825453,685.1473817390992,943.0605336502363,1595.9159364731654,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3652,260119_ARMC5mAC_TotalPhospho,-6.127363283594491,-0.08254146657588059,1033.6946056354489,0.8946049198800056,24.0,0.0
15,C18,1155.0861601280826,683.648454813118,882.7197854212474,1592.0925162050678,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3394,260119_ARMC5mAC_TotalPhospho,-7.6262902095757,-0.10273345145326256,1008.183296980986,0.8725263077730671,24.0,0.0
16,C19,1168.2111823789553,685.179482925219,910.8903498406801,1603.9208170759698,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4357,260119_ARMC5mAC_TotalPhospho,-6.095262097474688,-0.082109032777113,1021.3083192318587,0.8838852811247246,24.0,0.0
17,C20,1152.9443838168206,683.6787987587429,884.1173947088153,1602.356705882353,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4250,260119_ARMC5mAC_TotalPhospho,-7.5959462639507365,-0.10232468937116286,1006.041520669724,0.8706727200549038,24.0,0.0
18,C21,1170.1294682559783,681.831255396189,911.5733925056018,1563.020538869258,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4528,260119_ARMC5mAC_TotalPhospho,-9.443489626504629,-0.1272128723708612,1023.2266051088817,0.8855454503603628,24.0,0.0
19,C22,1193.3357693775315,679.003118880362,877.7160183999395,1560.7531659631193,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4501,260119_ARMC5mAC_TotalPhospho,-12.271626142331684,-0.16531058665494464,1046.432906230435,0.905629207247917,24.0,0.0
30,D13,1578.318137496965,695.2476520253381,1098.1056578869216,1496.2509673852958,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1809,260119_ARMC5mAC_TotalPhospho,3.9729070026444333,0.05351887188505075,1431.4152743498685,1.2388099346204673,48.0,48.0
31,D14,1518.0702339235932,700.0318827660636,1168.474267679609,1446.9307595467897,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2383,260119_ARMC5mAC_TotalPhospho,8.75713774336998,0.11796705350898082,1371.1673707764967,1.1866687406398124,48.0,48.0
32,D15,1477.6439880598662,713.8395937119001,1151.4134721421303,1472.8722627737227,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1644,260119_ARMC5mAC_TotalPhospho,22.56484868920643,0.3039701773284311,1330.7411249127697,1.1516820838024802,48.0,0.0
33,D16,1378.3266377240461,781.1113488983453,1200.5969355809839,1419.9484484484485,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1998,260119_ARMC5mAC_TotalPhospho,89.83660387565169,1.2101853102045435,1231.4237745769497,1.0657284667907598,48.0,0.0
34,D17,1458.1033703432815,688.6187720898586,1052.6611871986772,1497.3783154955793,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2149,260119_ARMC5mAC_TotalPhospho,-2.655972932835084,-0.03577850551949731,1311.200507196185,1.1347707710690595,48.0,48.0
35,D18,1434.4629443898853,695.0947770922003,1160.299979529514,1464.9394201644309,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2311,260119_ARMC5mAC_TotalPhospho,3.820032069506624,0.051459499753865136,1287.5600812427888,1.114311303397787,48.0,48.0
36,D19,1335.1673980906644,745.2641419027018,1071.103904950808,1540.776754385965,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2280,260119_ARMC5mAC_TotalPhospho,53.989396880008144,0.7272890135231072,1188.264534943568,1.0283765565613665,48.0,0.0
37,D20,1348.3883316952163,774.4757192176879,1140.2578609323778,1409.2788250767208,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2281,260119_ARMC5mAC_TotalPhospho,83.20097419499427,1.1207970072517275,1201.4854685481198,1.0398185358302514,48.0,0.0
38,D21,1372.9767313729199,683.8239691431997,983.4021248543864,1535.338543992854,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2239,260119_ARMC5mAC_TotalPhospho,-7.450775879493904,-0.10036910490817962,1226.0738682258234,1.0610984217885682,48.0,48.0
39,D22,1325.2711887134403,683.5455512449496,962.7549767730635,1489.8116603976357,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3722,260119_ARMC5mAC_TotalPhospho,-7.729193777744058,-0.10411966131864606,1178.3683255663439,1.019811940330652,48.0,48.0
50,E13,1501.0799655027101,699.5080408282081,1078.3744211393025,1552.3298192771085,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1992,260119_ARMC5mAC_TotalPhospho,8.233295805514445,0.11091039964282026,1354.1771023556137,1.1719646127121446,24.0,24.0
51,E14,1316.2669263487248,699.3256910815459,1098.6072799789258,1470.052338894341,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3057,260119_ARMC5mAC_TotalPhospho,8.050946058852219,0.10845397347342056,1169.3640632016284,1.0120192543986084,24.0,24.0
52,E15,1221.2347946336918,774.0241318396426,1073.2549770097232,1538.7744935237463,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3011,260119_ARMC5mAC_TotalPhospho,82.74938681694891,1.1147136916809304,1074.3319314865953,0.9297742546516176,24.0,0.0
53,E16,1222.306145256381,757.7397421365079,1097.5854619045363,1461.7567102546457,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2906,260119_ARMC5mAC_TotalPhospho,66.4649971138142,0.8953473270345377,1075.4032821092844,0.930701448750096,24.0,0.0
54,E17,1340.9710160469601,687.488502346012,1040.662745260252,1547.2016840417,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2494,260119_ARMC5mAC_TotalPhospho,-3.7862426766816952,-0.0510043241898594,1194.0681528998637,1.0333992636051113,24.0,24.0
55,E18,1437.6822878243797,692.075832610301,1171.3398916512456,1426.3438552188552,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2376,260119_ARMC5mAC_TotalPhospho,0.8010875876072987,0.010791418963827293,1290.7794246772833,1.1170974652482804,24.0,24.0
56,E19,1287.6083380526438,741.1350585844057,1090.047693870987,1510.6352178610011,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2777,260119_ARMC5mAC_TotalPhospho,49.86031356171202,0.6716662967146091,1140.7054749055474,0.9872168476270949,24.0,0.0
57,E20,1397.0646419834634,740.401794121719,1209.0361884465324,1391.0436081242533,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1674,260119_ARMC5mAC_TotalPhospho,49.127049099025385,0.6617885203633717,1250.161778836367,1.0819451624258332,24.0,0.0
58,E21,1462.4801406564995,683.3626351008214,1061.2925012607352,1508.3821382567626,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2329,260119_ARMC5mAC_TotalPhospho,-7.912109921872229,-0.10658371740573469,1315.577277509403,1.1385586212078176,24.0,24.0
