,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME HOURS,TIME_HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,EU_Intensity_BGS,EU_Intensity_FC
62,250203_ARMC5mAC_TotalPolII,F05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2253,31.206908970488342,1.3966135542232323
63,250203_ARMC5mAC_TotalPolII,F06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,3864,34.32877502426919,1.5363275018398617
64,250203_ARMC5mAC_TotalPolII,F07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1757,35.77809528538165,1.6011894310682322
65,250203_ARMC5mAC_TotalPolII,F08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2514,27.74565181466491,1.2417107196282842
66,250203_ARMC5mAC_TotalPolII,F09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4453,31.629644239849625,1.4155323714504207
67,250203_ARMC5mAC_TotalPolII,F10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1793,48.82628823980113,2.18513970808848
68,250203_ARMC5mAC_TotalPolII,F11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2683,42.12787830147198,1.8853634591667752
69,250203_ARMC5mAC_TotalPolII,F12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4173,49.03021068310156,2.194265919485867
70,250203_ARMC5mAC_TotalPolII,F13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2113,33.626377779849776,1.5048928758430065
71,250203_ARMC5mAC_TotalPolII,F14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2524,29.765541003383788,1.332107516749765
72,250203_ARMC5mAC_TotalPolII,F15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4118,28.468807450124757,1.2740743530548193
73,250203_ARMC5mAC_TotalPolII,F16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1584,40.32090249125207,1.8044952478648104
74,250203_ARMC5mAC_TotalPolII,F17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2668,33.26458673512968,1.488701516508748
75,250203_ARMC5mAC_TotalPolII,F18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,3888,33.44210848986589,1.4966462087904648
76,250203_ARMC5mAC_TotalPolII,F19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2109,37.754522360367105,1.689641153232347
77,250203_ARMC5mAC_TotalPolII,F20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2410,30.292516771655073,1.3556914449565245
78,250203_ARMC5mAC_TotalPolII,F21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4020,28.060710477376745,1.2558106485618066
79,250203_ARMC5mAC_TotalPolII,F22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4850,35.37515498644248,1.5831565049756995
80,250203_ARMC5mAC_TotalPolII,G03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3075,24.988115066695883,1.1183017270194935
81,250203_ARMC5mAC_TotalPolII,G04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1891,32.34991662418787,1.44776696974565
82,250203_ARMC5mAC_TotalPolII,G05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2088,24.893771284322753,1.1140795272065096
83,250203_ARMC5mAC_TotalPolII,G06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4554,25.768785679100347,1.1532393480347274
84,250203_ARMC5mAC_TotalPolII,G07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2241,29.114897348771763,1.3029890369970976
85,250203_ARMC5mAC_TotalPolII,G08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2561,27.652708849189963,1.2375512110568083
86,250203_ARMC5mAC_TotalPolII,G09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4228,22.882071991623405,1.02404925532466
87,250203_ARMC5mAC_TotalPolII,G10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1877,35.36928256387941,1.5828936944245018
88,250203_ARMC5mAC_TotalPolII,G11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2422,23.10799932606608,1.0341602592004542
89,250203_ARMC5mAC_TotalPolII,G12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4479,28.13982739438751,1.259351395220506
90,250203_ARMC5mAC_TotalPolII,G13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1944,29.943503932873256,1.340071953077288
91,250203_ARMC5mAC_TotalPolII,G14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2378,22.653339260963918,1.0138127005849507
92,250203_ARMC5mAC_TotalPolII,G15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3855,24.15143834660941,1.0808576453617798
93,250203_ARMC5mAC_TotalPolII,G16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2634,31.33974747319519,1.4025585215244971
94,250203_ARMC5mAC_TotalPolII,G17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2669,28.6032322819145,1.280090313888341
95,250203_ARMC5mAC_TotalPolII,G18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4285,27.805692467551097,1.2443977396630002
96,250203_ARMC5mAC_TotalPolII,G19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1998,30.99853513336498,1.3872881280636853
97,250203_ARMC5mAC_TotalPolII,G20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2083,23.27964475753805,1.0418419663615495
98,250203_ARMC5mAC_TotalPolII,G21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3296,27.187424099172063,1.2167281622549262
99,250203_ARMC5mAC_TotalPolII,G22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4345,34.68027453154889,1.552058280451542
100,250203_ARMC5mAC_TotalPolII,H03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3548,22.556412945579495,1.0094749237819094
104,250203_ARMC5mAC_TotalPolII,H07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2111,31.493958508089236,1.4094599811258786
105,250203_ARMC5mAC_TotalPolII,H08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1997,26.467669908145808,1.1845167548436104
106,250203_ARMC5mAC_TotalPolII,H09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4354,22.038150334052517,0.9862809384823658
110,250203_ARMC5mAC_TotalPolII,H13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2440,28.433013420284766,1.272472450499136
111,250203_ARMC5mAC_TotalPolII,H14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2552,28.769324755516692,1.2875235076117773
112,250203_ARMC5mAC_TotalPolII,H15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3852,23.673489535467354,1.059467837467088
116,250203_ARMC5mAC_TotalPolII,H19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1689,29.585036959841432,1.324029357069107
117,250203_ARMC5mAC_TotalPolII,H20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2001,23.17464795412127,1.0371430082256872
118,250203_ARMC5mAC_TotalPolII,H21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3486,85.91141215661446,3.8448230420338465
119,250203_ARMC5mAC_TotalPolII,H22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4338,32.86014872456292,1.4706015628114826
120,250203_ARMC5mAC_TotalPolII,I03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4005,73.3029374757021,3.2805516284793916
121,250203_ARMC5mAC_TotalPolII,I04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1735,25.505662113222172,1.1414636883919052
122,250203_ARMC5mAC_TotalPolII,I05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1890,18.164561888704952,0.8129248995561481
123,250203_ARMC5mAC_TotalPolII,I06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4738,20.68526884751165,0.9257349669749838
124,250203_ARMC5mAC_TotalPolII,I07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1700,29.65062262594634,1.3269645349917747
125,250203_ARMC5mAC_TotalPolII,I08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2593,24.925808963150075,1.1155133204905034
126,250203_ARMC5mAC_TotalPolII,I09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4801,29.10175813626367,1.3024010132906172
127,250203_ARMC5mAC_TotalPolII,I10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1858,23.9065858841156,1.0698996787067938
128,250203_ARMC5mAC_TotalPolII,I11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2463,21.246901332720796,0.9508698991810841
129,250203_ARMC5mAC_TotalPolII,I12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4711,21.172037919300436,0.9475195110347552
130,250203_ARMC5mAC_TotalPolII,I13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2368,26.275264017275504,1.175905947686901
131,250203_ARMC5mAC_TotalPolII,I14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2470,22.027097819535726,0.9857863014903779
132,250203_ARMC5mAC_TotalPolII,I15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4293,24.037356924919976,1.0757521201728804
133,250203_ARMC5mAC_TotalPolII,I16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1782,24.063689070055574,1.0769305717408626
134,250203_ARMC5mAC_TotalPolII,I17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2647,21.0626274801034,0.9426230279354325
135,250203_ARMC5mAC_TotalPolII,I18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4281,20.03797709015413,0.8967664958355512
136,250203_ARMC5mAC_TotalPolII,I19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1791,29.57909336929214,1.3237633615124902
137,250203_ARMC5mAC_TotalPolII,I20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2109,24.438961178060083,1.0937252537472304
138,250203_ARMC5mAC_TotalPolII,I21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3263,26.386079628031922,1.1808653169133854
139,250203_ARMC5mAC_TotalPolII,I22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4377,30.38885894033541,1.3600030792407614
140,250203_ARMC5mAC_TotalPolII,J03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3937,19.21322938871174,0.8598562776611661
141,250203_ARMC5mAC_TotalPolII,J04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2256,27.518156473347943,1.2315295422003505
142,250203_ARMC5mAC_TotalPolII,J05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1962,20.38332806492207,0.9122221070523246
143,250203_ARMC5mAC_TotalPolII,J06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4534,22.543324812258476,1.0088891860398952
144,250203_ARMC5mAC_TotalPolII,J07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1829,30.694741418644952,1.373692343230684
145,250203_ARMC5mAC_TotalPolII,J08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2675,24.032897178378022,1.0755525315986072
146,250203_ARMC5mAC_TotalPolII,J09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,4705,27.330071591539337,1.2231121146516373
147,250203_ARMC5mAC_TotalPolII,J10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2007,28.87137482519435,1.2920905895568693
148,250203_ARMC5mAC_TotalPolII,J11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2306,22.288607389906105,0.9974897294358932
149,250203_ARMC5mAC_TotalPolII,J12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4484,22.277209123961143,0.9969796189110595
150,250203_ARMC5mAC_TotalPolII,J13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2520,30.651262409749933,1.3717465121583277
151,250203_ARMC5mAC_TotalPolII,J14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2020,27.17792097709659,1.2163028657569426
152,250203_ARMC5mAC_TotalPolII,J15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3990,28.236878915368436,1.2636947753927659
153,250203_ARMC5mAC_TotalPolII,J16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1903,27.263183822506477,1.2201186632677983
154,250203_ARMC5mAC_TotalPolII,J17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2421,23.231403761733077,1.039683020447548
155,250203_ARMC5mAC_TotalPolII,J18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3287,24.384453016464477,1.0912858312022995
156,250203_ARMC5mAC_TotalPolII,J19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1728,31.76747357574115,1.421700695229547
157,250203_ARMC5mAC_TotalPolII,J20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2357,26.88238663244198,1.2030767153594957
158,250203_ARMC5mAC_TotalPolII,J21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3461,100.1469611187944,4.481911471752743
159,250203_ARMC5mAC_TotalPolII,J22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4796,36.72921313015357,1.6437551358270157
160,250203_ARMC5mAC_TotalPolII,K03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3992,19.13226671109939,0.8562329270420279
161,250203_ARMC5mAC_TotalPolII,K04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1362,24.770905308720472,1.1085808638483001
162,250203_ARMC5mAC_TotalPolII,K05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2203,17.071673528572745,0.7640144900549422
163,250203_ARMC5mAC_TotalPolII,K06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4637,20.354174265025478,0.9109173769961953
164,250203_ARMC5mAC_TotalPolII,K07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1583,28.391079764626255,1.2705957791528584
165,250203_ARMC5mAC_TotalPolII,K08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2553,24.146804793472484,1.0806502783610503
166,250203_ARMC5mAC_TotalPolII,K09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4576,25.064212471734436,1.1217073404180702
167,250203_ARMC5mAC_TotalPolII,K10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2167,25.772519201251583,1.1534064356385123
168,250203_ARMC5mAC_TotalPolII,K11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2802,18.46123631924175,0.8262020726100696
169,250203_ARMC5mAC_TotalPolII,K12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4300,21.323623922092253,0.9543034916696133
170,250203_ARMC5mAC_TotalPolII,K13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1696,27.478256517682098,1.229743885730864
171,250203_ARMC5mAC_TotalPolII,K14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2113,21.960333333584032,0.9827983674367662
172,250203_ARMC5mAC_TotalPolII,K15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4211,23.95147905786237,1.0719087983862254
173,250203_ARMC5mAC_TotalPolII,K16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2002,24.38954960086639,1.0915139204008384
174,250203_ARMC5mAC_TotalPolII,K17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2564,18.017861600365848,0.8063595709843051
175,250203_ARMC5mAC_TotalPolII,K18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4379,20.830170947547202,0.9322198206058396
176,250203_ARMC5mAC_TotalPolII,K19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2451,29.78707896529437,1.333071412583316
177,250203_ARMC5mAC_TotalPolII,K20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2122,19.08400726592697,0.8540731554571256
178,250203_ARMC5mAC_TotalPolII,K21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2981,27.57831113547911,1.2342216645301063
179,250203_ARMC5mAC_TotalPolII,K22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4501,27.31375832343491,1.2223820413409525
180,250203_ARMC5mAC_TotalPolII,L03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4647,18.155955884895917,0.8125397521011802
181,250203_ARMC5mAC_TotalPolII,L04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1483,22.504345344440708,1.0071447244803673
182,250203_ARMC5mAC_TotalPolII,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2169,15.832872129081949,0.7085739840068841
183,250203_ARMC5mAC_TotalPolII,L06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3994,17.501723540555645,0.7832606664800782
