,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME HOURS,TIME_HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,EU_Intensity_BGS,EU_Intensity_FC
103,260127_ARMC5mAC_PhosphoEU,H06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1722,549.7108053799129,1.1081787927282045
104,260127_ARMC5mAC_PhosphoEU,H07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1584,651.1627307638995,1.3126988259741916
105,260127_ARMC5mAC_PhosphoEU,H08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,959,523.5319121804615,1.055403962805262
106,260127_ARMC5mAC_PhosphoEU,H09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1148,622.9169098560917,1.255757213390101
107,260127_ARMC5mAC_PhosphoEU,H10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1454,587.7564164479322,1.1848761014391478
108,260127_ARMC5mAC_PhosphoEU,H11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,946,404.2372458240601,0.8149142033755093
109,260127_ARMC5mAC_PhosphoEU,H12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1379,500.00220986273246,1.0079697176484943
110,260127_ARMC5mAC_PhosphoEU,H13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1463,619.9913734598842,1.2498595352657078
111,260127_ARMC5mAC_PhosphoEU,H14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1114,519.6541920632442,1.0475867484518606
112,260127_ARMC5mAC_PhosphoEU,H15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1351,620.4343881611735,1.2507526221252545
113,260127_ARMC5mAC_PhosphoEU,H16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1736,540.1908308193395,1.088987185410156
114,260127_ARMC5mAC_PhosphoEU,H17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1010,399.95269400074517,0.8062768445670698
115,260127_ARMC5mAC_PhosphoEU,H18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1493,522.6555981298087,1.0536373745606813
116,260127_ARMC5mAC_PhosphoEU,H19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1489,657.9232617245092,1.3263275867058502
117,260127_ARMC5mAC_PhosphoEU,H20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,770,486.0427878219392,0.9798284926389941
118,260127_ARMC5mAC_PhosphoEU,H21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1295,618.2203648368161,1.2462893049216517
119,260127_ARMC5mAC_PhosphoEU,H22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1506,433.398179099857,0.8737006189164347
120,260127_ARMC5mAC_PhosphoEU,I03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1675,616.9596750970209,1.2437478419920927
121,260127_ARMC5mAC_PhosphoEU,I04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1249,622.9318768365318,1.2557873857828439
122,260127_ARMC5mAC_PhosphoEU,I05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,742,489.1121859506443,0.9860161860213714
123,260127_ARMC5mAC_PhosphoEU,I06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1097,579.4413520129438,1.1681135092236747
124,260127_ARMC5mAC_PhosphoEU,I07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1520,579.5041507603366,1.1682401071355033
125,260127_ARMC5mAC_PhosphoEU,I08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,964,414.2864399799504,0.8351726806304168
126,260127_ARMC5mAC_PhosphoEU,I09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1294,524.4547999093102,1.0572644403493998
127,260127_ARMC5mAC_PhosphoEU,I10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1257,585.8995380994429,1.1811327636944042
128,260127_ARMC5mAC_PhosphoEU,I11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,832,434.4939623915192,0.875909641903361
129,260127_ARMC5mAC_PhosphoEU,I12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1096,525.3108547494428,1.0589901874330716
130,260127_ARMC5mAC_PhosphoEU,I13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1538,485.5468748240289,0.9788287664885454
131,260127_ARMC5mAC_PhosphoEU,I14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1082,388.039517838753,0.7822607090871954
132,260127_ARMC5mAC_PhosphoEU,I15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1536,522.714219502708,1.0537555511757521
133,260127_ARMC5mAC_PhosphoEU,I16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1521,560.6680843495183,1.1302679058787666
134,260127_ARMC5mAC_PhosphoEU,I17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,754,460.6742983504927,0.9286873803292649
135,260127_ARMC5mAC_PhosphoEU,I18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1244,542.3605681553797,1.093361225138061
136,260127_ARMC5mAC_PhosphoEU,I19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1277,525.2503466546005,1.0588682073176432
137,260127_ARMC5mAC_PhosphoEU,I20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,752,382.07343676199287,0.7702335041273195
138,260127_ARMC5mAC_PhosphoEU,I21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1154,527.6144690562269,1.0636341138329524
139,260127_ARMC5mAC_PhosphoEU,I22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1609,521.1348259195274,1.050571603439738
140,260127_ARMC5mAC_PhosphoEU,J03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1650,565.7826621010989,1.1405785392929015
141,260127_ARMC5mAC_PhosphoEU,J04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,932,646.9259412982915,1.3041577527606205
142,260127_ARMC5mAC_PhosphoEU,J05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1015,516.1914512555749,1.040606103556002
143,260127_ARMC5mAC_PhosphoEU,J06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1272,625.8974559277312,1.261765787198392
144,260127_ARMC5mAC_PhosphoEU,J07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1069,492.9733391586743,0.9938000026368301
145,260127_ARMC5mAC_PhosphoEU,J08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,795,408.04602634019545,0.8225924402826782
146,260127_ARMC5mAC_PhosphoEU,J09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1122,546.8921296714718,1.102496538326249
147,260127_ARMC5mAC_PhosphoEU,J10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,589.4411107024107,1.1882723280127803
148,260127_ARMC5mAC_PhosphoEU,J11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,746,454.6331865409438,0.9165089186248143
149,260127_ARMC5mAC_PhosphoEU,J12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1251,580.1823419175282,1.1696072933913677
150,260127_ARMC5mAC_PhosphoEU,J13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1030,555.1194056855226,1.1190821551841736
151,260127_ARMC5mAC_PhosphoEU,J14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,894,400.65594465985,0.8076945490377933
152,260127_ARMC5mAC_PhosphoEU,J15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1324,582.3606951091289,1.1739987020854996
153,260127_ARMC5mAC_PhosphoEU,J16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1402,619.7579113170968,1.2493888918055287
154,260127_ARMC5mAC_PhosphoEU,J17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,846,453.8629752733417,0.9149562262194193
155,260127_ARMC5mAC_PhosphoEU,J18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1308,585.7857391564312,1.1809033529314243
156,260127_ARMC5mAC_PhosphoEU,J19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1582,562.5302605863678,1.134021923798376
157,260127_ARMC5mAC_PhosphoEU,J20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,774,400.77985172567855,0.8079443370741145
158,260127_ARMC5mAC_PhosphoEU,J21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1324,526.9357501349057,1.0622658636412687
159,260127_ARMC5mAC_PhosphoEU,J22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1602,463.4516060871963,0.9342862397742195
160,260127_ARMC5mAC_PhosphoEU,K03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1800,600.2688975186483,1.2101003939785633
161,260127_ARMC5mAC_PhosphoEU,K04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1181,603.382995625872,1.216378199412123
162,260127_ARMC5mAC_PhosphoEU,K05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,696,511.538927561106,1.0312269390200006
163,260127_ARMC5mAC_PhosphoEU,K06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1062,597.8307896754748,1.2051853379532014
164,260127_ARMC5mAC_PhosphoEU,K07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1535,540.7968054016524,1.0902087880682798
165,260127_ARMC5mAC_PhosphoEU,K08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,904,416.23182716136535,0.839094446033226
166,260127_ARMC5mAC_PhosphoEU,K09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1206,542.9286707014724,1.094506480402308
167,260127_ARMC5mAC_PhosphoEU,K10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1628,613.4186970691161,1.236609476295736
168,260127_ARMC5mAC_PhosphoEU,K11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,526,439.0769719726129,0.8851486708162604
169,260127_ARMC5mAC_PhosphoEU,K12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1153,556.5387874589817,1.1219435302285397
170,260127_ARMC5mAC_PhosphoEU,K13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1643,532.2885042056358,1.0730566439676137
171,260127_ARMC5mAC_PhosphoEU,K14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,692,369.0269467305619,0.7439326866231417
172,260127_ARMC5mAC_PhosphoEU,K15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1197,515.1872590239016,1.0385817217827644
173,260127_ARMC5mAC_PhosphoEU,K16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1764,612.0256351038993,1.2338011601562293
174,260127_ARMC5mAC_PhosphoEU,K17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,818,440.4839599397278,0.8879850608080906
175,260127_ARMC5mAC_PhosphoEU,K18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1479,590.3576161875988,1.1901199393971018
176,260127_ARMC5mAC_PhosphoEU,K19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1240,512.4759573122602,1.0331159258985956
177,260127_ARMC5mAC_PhosphoEU,K20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,909,383.61914313634657,0.7733495407907425
178,260127_ARMC5mAC_PhosphoEU,K21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1166,516.6107299337527,1.0414513402420056
179,260127_ARMC5mAC_PhosphoEU,K22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1632,489.6456755903322,0.9870916640710229
180,260127_ARMC5mAC_PhosphoEU,L03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1503,582.3865737657991,1.1740508716594384
181,260127_ARMC5mAC_PhosphoEU,L04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1323,577.0240640576417,1.163240424645809
182,260127_ARMC5mAC_PhosphoEU,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,755,437.675202457301,0.8823228008607154
183,260127_ARMC5mAC_PhosphoEU,L06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1217,541.1668744722818,1.0909548216042821
184,260127_ARMC5mAC_PhosphoEU,L07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1139,462.04201640583926,0.9314446049072301
185,260127_ARMC5mAC_PhosphoEU,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,809,417.7363979873239,0.8421275562889586
186,260127_ARMC5mAC_PhosphoEU,L09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1301,478.1118220447686,0.9638402166325956
187,260127_ARMC5mAC_PhosphoEU,L10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1343,588.7112545173089,1.1868009886500541
188,260127_ARMC5mAC_PhosphoEU,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,749,448.67600045202505,0.9044996453424513
189,260127_ARMC5mAC_PhosphoEU,L12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1487,545.7796803309635,1.1002539177427155
190,260127_ARMC5mAC_PhosphoEU,L13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1126,434.8656876317996,0.8766590141623177
191,260127_ARMC5mAC_PhosphoEU,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,902,351.00144039446855,0.7075945181637437
192,260127_ARMC5mAC_PhosphoEU,L15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1319,469.3798553643891,0.9462371784545153
193,260127_ARMC5mAC_PhosphoEU,L16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1454,580.8850578019977,1.1710239197935797
194,260127_ARMC5mAC_PhosphoEU,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,832,439.57506246506307,0.8861527866444209
195,260127_ARMC5mAC_PhosphoEU,L18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1211,546.0168555153834,1.100732046436864
196,260127_ARMC5mAC_PhosphoEU,L19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1176,437.33499062737746,0.8816369574476576
197,260127_ARMC5mAC_PhosphoEU,L20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,862,383.31139196276274,0.7727291358056756
198,260127_ARMC5mAC_PhosphoEU,L21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1334,469.62680526594363,0.9467350122993129
199,260127_ARMC5mAC_PhosphoEU,L22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1530,458.08978387507125,0.9234771787048277
200,260127_ARMC5mAC_PhosphoEU,M03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1173,529.8703370825979,1.068181787048672
201,260127_ARMC5mAC_PhosphoEU,M04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1328,635.7651299376197,1.2816583324499924
202,260127_ARMC5mAC_PhosphoEU,M05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,814,446.17109436706755,0.8994499287024313
203,260127_ARMC5mAC_PhosphoEU,M06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,951,537.3320134989447,1.0832240083073226
204,260127_ARMC5mAC_PhosphoEU,M07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1528,479.4055943121323,0.9664483716393385
205,260127_ARMC5mAC_PhosphoEU,M08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,571,394.63999454477687,0.795566811561308
206,260127_ARMC5mAC_PhosphoEU,M09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1394,451.9197844919586,0.9110388886064803
207,260127_ARMC5mAC_PhosphoEU,M10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1411,524.5392335429808,1.05743465268889
208,260127_ARMC5mAC_PhosphoEU,M11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,653,437.3961183476805,0.8817601866849668
209,260127_ARMC5mAC_PhosphoEU,M12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1239,501.8190800296094,1.0116324016786582
210,260127_ARMC5mAC_PhosphoEU,M13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1304,413.2828187443338,0.83314944994556
211,260127_ARMC5mAC_PhosphoEU,M14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,906,325.2702283003356,0.6557221822466743
