,WELL,IF_647_Intensity,IF_488_Intensity,DAPI_Intensity,NucleusArea,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,EXPERIMENT
13,C16,1956.4035597717166,668.8639081622102,967.7458577254116,1490.49142030184,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4837,251010_PTEFB_SIRNA
14,C17,1939.451126778774,649.2311217011206,974.0043594706406,1524.1197916666667,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4800,251010_PTEFB_SIRNA
15,C18,1930.0299367915522,659.9439372128634,1006.9848202036695,1535.821554404145,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4825,251010_PTEFB_SIRNA
16,C19,2002.2587360281532,635.014090105359,1001.6935800958688,1495.7816700610997,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4910,251010_PTEFB_SIRNA
17,C20,1951.4461631173124,646.0016579104273,1084.7925379546891,1520.4181977252842,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4572,251010_PTEFB_SIRNA
18,C21,1918.773666625697,636.1519459638604,954.422909204426,1508.1890230015943,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4391,251010_PTEFB_SIRNA
19,C22,1918.5421384581678,703.1695596719106,1073.0463554866228,1487.7323681489142,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4835,251010_PTEFB_SIRNA
20,D03,2070.357098592744,560.715459686801,1302.0754819327794,1475.1310344827587,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2900,251010_PTEFB_SIRNA
21,D04,2049.449024519367,995.925509779975,1256.3765558472503,1536.7934121016829,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2793,251010_PTEFB_SIRNA
22,D05,2777.5923842755997,346.60140746373935,1381.6126889917898,1416.8430583501006,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2982,251010_PTEFB_SIRNA
23,D06,1926.1280830904038,1065.1635259411403,1874.55457362439,985.617050067659,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,739,251010_PTEFB_SIRNA
24,D07,2105.1957402996527,685.2943665757547,1388.667171287514,1633.8621229925577,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2553,251010_PTEFB_SIRNA
25,D08,1267.885323213164,1055.4326313712443,1376.6561879867477,1199.8492462311558,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,199,251010_PTEFB_SIRNA
26,D09,2251.2720290345287,1257.2206330021816,1559.9404535884396,1532.5181818181818,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1650,251010_PTEFB_SIRNA
27,D10,2153.519715952971,740.2092151648213,1481.2867052428496,1670.657486229344,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1997,251010_PTEFB_SIRNA
28,D11,2450.837677649513,1221.7084730173756,1678.9370649353987,1540.196734059098,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1286,251010_PTEFB_SIRNA
29,D12,1816.670073775293,513.6470099326604,1103.9508412769558,1768.9255827014883,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3561,251010_PTEFB_SIRNA
30,D13,2422.9390470573003,821.5099652326319,1550.8346238318495,1637.2865979381443,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,970,251010_PTEFB_SIRNA
31,D14,1917.5175418690758,582.0147013257356,1135.5524075494168,1587.0718861209964,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4215,251010_PTEFB_SIRNA
32,D15,1990.766207805639,846.7912695830339,1132.1979923864014,1809.9201759899433,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3182,251010_PTEFB_SIRNA
33,D16,2206.991364271473,1373.167026128427,1657.990324182835,1345.9242618741978,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,779,251010_PTEFB_SIRNA
34,D17,3170.6620191322663,1117.3892273934216,1406.97493878959,1205.0340798442064,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1027,251010_PTEFB_SIRNA
35,D18,2071.294654233394,532.4872734120179,1124.5952056198787,1597.5200809014736,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3461,251010_PTEFB_SIRNA
36,D19,1875.1226593162526,610.7270658809988,1053.4499314107088,1649.3673238159981,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4413,251010_PTEFB_SIRNA
37,D20,1945.1013813025545,577.943111426979,1109.505671981747,1496.0163787300876,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4457,251010_PTEFB_SIRNA
38,D21,2084.087867354916,612.5367601044168,1628.7934733259428,1424.7446682464456,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1688,251010_PTEFB_SIRNA
39,D22,1986.9275833026556,656.7338281999066,1009.9490183597553,1534.1986388770736,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4702,251010_PTEFB_SIRNA
40,E03,2012.074955025062,638.2746888219439,1100.5165899145993,1539.7099254426842,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4292,251010_PTEFB_SIRNA
41,E04,2123.4953141493584,560.5904994909453,1124.4864039812733,1509.6420118343194,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3380,251010_PTEFB_SIRNA
42,E05,2023.5143432249463,1054.7614070357577,1392.667537115591,1457.7069099378882,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2576,251010_PTEFB_SIRNA
43,E06,2676.455649114654,339.10444869550787,1289.76370997646,1486.0618811881188,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2828,251010_PTEFB_SIRNA
44,E07,1795.524203824295,1102.5087876175267,1813.9510322174388,945.8399071925754,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,431,251010_PTEFB_SIRNA
45,E08,2208.0595442292833,709.4114578109153,1434.785094300351,1676.7698098256735,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2524,251010_PTEFB_SIRNA
46,E09,1232.6426193326854,1096.1635034525816,1302.099882397227,1156.8522727272727,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,176,251010_PTEFB_SIRNA
47,E10,2428.846731398262,1328.4646355543612,1709.9993828662841,1290.4138309549944,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,911,251010_PTEFB_SIRNA
48,E11,2166.6403405915507,725.5056972359333,1528.2498837791752,1726.6632478632478,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1755,251010_PTEFB_SIRNA
49,E12,2407.346132360385,1182.2098836454409,1606.8905896914462,1596.5597897503285,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1522,251010_PTEFB_SIRNA
50,E13,1779.363564521611,520.6351662486126,1091.6917195518888,1736.062774122807,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3648,251010_PTEFB_SIRNA
51,E14,2377.396798012881,830.2279119613111,1581.1751118030247,1688.6969130028065,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1069,251010_PTEFB_SIRNA
52,E15,1696.077299301749,559.3112234484124,1036.985533556498,1596.8007537688443,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3980,251010_PTEFB_SIRNA
53,E16,1836.1512033138517,818.2839198010545,1089.5486456573576,1888.8428949691086,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3399,251010_PTEFB_SIRNA
54,E17,2117.242353689798,1323.0525141883977,1564.5456827898263,1287.5340632603406,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,822,251010_PTEFB_SIRNA
55,E18,3178.469780749326,1126.8186025802177,1335.6406741339765,1201.3697996918336,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,649,251010_PTEFB_SIRNA
56,E19,1981.0549104048264,508.91452874613395,1150.2146709703397,1586.8457142857144,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3675,251010_PTEFB_SIRNA
57,E20,1882.098368430241,577.3730034829413,962.3922244645241,1578.8688591983555,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4865,251010_PTEFB_SIRNA
58,E21,1796.117058957262,577.636186106219,1070.9633705987076,1436.847684729064,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5075,251010_PTEFB_SIRNA
59,E22,1932.9116949493955,590.9066443087354,1503.5324546808117,1333.0828157349897,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1449,251010_PTEFB_SIRNA
60,F03,1974.5768801505358,565.6911119998531,1494.2194224395355,1328.826388888889,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1584,251010_PTEFB_SIRNA
61,F04,1909.787948309445,605.1901602640513,997.2493559025311,1493.5308919803601,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4888,251010_PTEFB_SIRNA
62,F05,1974.7990358456873,525.563022805184,1148.3336002274568,1456.4300549786194,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3274,251010_PTEFB_SIRNA
63,F06,1977.9310042997365,995.5099063403019,1327.161007659493,1461.5701881331404,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2073,251010_PTEFB_SIRNA
64,F07,2516.8482984896477,338.2188513562481,1269.9209909529422,1433.890052356021,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3056,251010_PTEFB_SIRNA
65,F08,1791.127126127551,1031.7396158507242,1655.1443515638596,957.8076923076923,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,520,251010_PTEFB_SIRNA
66,F09,2020.8141908897296,663.8470359793191,1296.7714788729645,1603.0579606440072,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2795,251010_PTEFB_SIRNA
67,F10,1161.6523801929127,1021.3066989905789,1231.4834558879777,1213.128205128205,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,156,251010_PTEFB_SIRNA
68,F11,2046.570458747646,1155.2761513254802,1434.8235149349794,1487.8979942693409,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1745,251010_PTEFB_SIRNA
69,F12,2117.0582102731714,696.2412908678915,1416.7636076608958,1593.564429201372,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2041,251010_PTEFB_SIRNA
70,F13,2129.675915543622,952.4494931252109,1386.6014493999494,1566.1215242018538,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1942,251010_PTEFB_SIRNA
71,F14,1690.021344807717,508.35982520450847,1022.658648929608,1685.8177023618437,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4361,251010_PTEFB_SIRNA
72,F15,2427.9255001198158,807.7221410798477,1571.072775438815,1560.4349959116926,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1223,251010_PTEFB_SIRNA
73,F16,1747.3559644176698,565.5894137771,1064.3357764424577,1595.9426767063396,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4117,251010_PTEFB_SIRNA
74,F17,1772.5520506938265,776.4609272378297,1075.3331366540754,1782.0978464419475,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4272,251010_PTEFB_SIRNA
75,F18,2155.783304617562,1265.9502119803917,1590.0140442684458,1376.9347408829174,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1042,251010_PTEFB_SIRNA
76,F19,2703.8665862621015,967.2926592781748,1442.898860167465,1194.289383561644,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1168,251010_PTEFB_SIRNA
77,F20,1874.3722327473595,513.7364484799258,1122.8195554127535,1598.070232306861,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3702,251010_PTEFB_SIRNA
78,F21,1795.0131348312143,587.5668665536888,988.1123566783489,1616.8880896974827,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4727,251010_PTEFB_SIRNA
79,F22,1840.3593606243003,551.2484887614534,1085.43631010105,1467.8234618916438,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4356,251010_PTEFB_SIRNA
80,G03,1708.3405490738983,540.0006546742372,1025.7914756176683,1435.8249635340696,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4799,251010_PTEFB_SIRNA
81,G04,1936.9476668631548,524.8642324609517,1476.2679601545506,1310.5293501048218,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1908,251010_PTEFB_SIRNA
82,G05,1679.410932939214,614.1736026418862,1055.0695407544792,1546.693313003703,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4591,251010_PTEFB_SIRNA
83,G06,1884.7849358328224,530.7658710337862,1187.17958948501,1505.9991671293726,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3602,251010_PTEFB_SIRNA
84,G07,1775.0314423213913,853.3293299594953,1235.670443725595,1563.6068754254595,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2938,251010_PTEFB_SIRNA
85,G08,2417.0135361517323,329.91117242987053,1223.2828868244305,1494.668835393624,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3074,251010_PTEFB_SIRNA
86,G09,1675.350214695434,1019.6722764898917,1676.6536366975763,991.1155778894472,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,597,251010_PTEFB_SIRNA
87,G10,1955.5832866255705,656.5527639627857,1319.38239105941,1571.2367376398413,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2771,251010_PTEFB_SIRNA
88,G11,1209.1138951255234,1137.5796001588822,1306.1749270312575,1249.851145038168,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,262,251010_PTEFB_SIRNA
89,G12,2033.4075764977588,1108.4534141646923,1427.2408042616414,1459.1776208582291,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1841,251010_PTEFB_SIRNA
90,G13,1912.456393071593,657.5194934442136,1332.3686999759852,1576.8526740665993,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1982,251010_PTEFB_SIRNA
91,G14,2061.311579850682,1014.0180529062897,1459.752936553837,1556.595928439235,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1621,251010_PTEFB_SIRNA
92,G15,1491.674912643753,487.34953836245916,975.2436225527421,1739.7924440298507,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4288,251010_PTEFB_SIRNA
93,G16,2164.188783560833,743.2059683742792,1482.8237587734448,1688.3137393767706,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1412,251010_PTEFB_SIRNA
94,G17,1690.0582494528821,559.0985003965359,1073.3468464172881,1570.5401509951955,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4371,251010_PTEFB_SIRNA
95,G18,1683.496445648662,753.4243864673022,1011.3787092853565,1825.9911157564673,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3827,251010_PTEFB_SIRNA
96,G19,1979.2927549607962,1189.3750015150647,1419.9402012146688,1379.7472712006718,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1191,251010_PTEFB_SIRNA
97,G20,2853.4056893621346,1018.3411046158913,1260.5416248466936,1221.7329545454545,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,880,251010_PTEFB_SIRNA
98,G21,1704.7689108168126,482.9142052630605,1123.935782529849,1561.3193530701753,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3648,251010_PTEFB_SIRNA
99,G22,1631.0763797566983,531.4684879873297,972.8991607832878,1692.45222007722,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4144,251010_PTEFB_SIRNA
100,H03,1764.3336273739142,554.3489556622732,1000.7459365205139,1517.2371908127209,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4528,251010_PTEFB_SIRNA
101,H04,1720.1450328408384,555.7944447279417,995.1859327877928,1526.2463465553235,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4790,251010_PTEFB_SIRNA
102,H05,1724.5976017405314,552.55903811617,1027.304407241982,1608.2583973655323,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4555,251010_PTEFB_SIRNA
103,H06,1703.102355206799,530.5602916730853,999.8124957741513,1542.521199819576,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4434,251010_PTEFB_SIRNA
104,H07,1785.6403013329286,570.4778976615315,1001.4965688771928,1536.228552573691,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4546,251010_PTEFB_SIRNA
105,H08,1689.4782431183564,562.070867808463,999.5973699210275,1555.4073598630723,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4674,251010_PTEFB_SIRNA
106,H09,1697.3258699631747,574.4023554642598,1019.765469768389,1538.9926645091693,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4635,251010_PTEFB_SIRNA
107,H10,1655.5077364502658,568.7208128898966,967.2036362957218,1534.0485906604965,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4754,251010_PTEFB_SIRNA
108,H11,1731.9301495679856,575.9100771441285,985.4005497764606,1519.909197559831,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4262,251010_PTEFB_SIRNA
109,H12,1797.9696340348023,581.3576996284386,1011.8540597840716,1529.756005849175,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4787,251010_PTEFB_SIRNA
110,H13,1755.6301154436348,585.8548147013811,1009.8608280796255,1524.1962294749644,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4933,251010_PTEFB_SIRNA
111,H14,1713.250786526875,561.5309818642478,1013.0583794424214,1543.8468057366363,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4602,251010_PTEFB_SIRNA
112,H15,1665.1612237882327,565.1047250484615,981.609754611336,1542.9392415671487,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4773,251010_PTEFB_SIRNA
113,H16,1712.236402681357,548.2062736266706,1089.6634242817222,1550.5630076583893,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4309,251010_PTEFB_SIRNA
114,H17,1620.7784629942835,550.0674316348341,981.0995582819241,1554.8345421577517,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4412,251010_PTEFB_SIRNA
115,H18,1792.374209426424,546.4571125016912,931.6021217823348,1528.3181265206813,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4932,251010_PTEFB_SIRNA
116,H19,1656.5460274464635,199.73899199382504,958.1972953107506,1500.6110027311745,HCT116,No transfection,Total Pol II F12,No primary,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5126,251010_PTEFB_SIRNA
117,H20,156.76135728056698,557.5275873195642,953.0974241470902,1542.2469271290606,HCT116,No transfection,No primary,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4556,251010_PTEFB_SIRNA
