,WELL,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN
204,M07,1316.5662675469732,577.6789076095042,289.5000319003548,2117.6311224489796,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1960,250912_mACPOLR2A_Kinetic_pSer2,M,07
205,M08,1582.186314729107,1018.5141135665225,303.77380907546336,1972.792100932529,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1823,250912_mACPOLR2A_Kinetic_pSer2,M,08
206,M09,1179.9188638912422,428.3338234935328,306.5697764279808,1893.143310082435,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1577,250912_mACPOLR2A_Kinetic_pSer2,M,09
207,M10,1242.8282189280642,477.52500870939156,296.05030451298865,2045.833836858006,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1986,250912_mACPOLR2A_Kinetic_pSer2,M,10
208,M11,1345.7594889678169,601.0333537522412,298.1896507120301,2211.9206500956025,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2092,250912_mACPOLR2A_Kinetic_pSer2,M,11
209,M12,1753.621231446855,271.39335967068484,298.0656802891407,1635.4493150684932,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2190,250912_mACPOLR2A_Kinetic_pSer2,M,12
210,M13,1177.0006864269983,268.694723942706,292.2167549424265,1643.1515422440768,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2237,250912_mACPOLR2A_Kinetic_pSer2,M,13
211,M14,1333.4172956781326,1070.5159510238905,316.2416017755477,1922.7172533179457,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1733,250912_mACPOLR2A_Kinetic_pSer2,M,14
212,M15,554.528824913049,438.80546698306375,314.9874134081626,1976.9249667994688,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,1506,250912_mACPOLR2A_Kinetic_pSer2,M,15
213,M16,601.9384708846975,490.889502999326,311.3799959833221,2031.9846897663174,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,1241,250912_mACPOLR2A_Kinetic_pSer2,M,16
214,M17,746.5163577050625,622.1400594521607,311.5950117540785,2066.5024154589373,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1656,250912_mACPOLR2A_Kinetic_pSer2,M,17
215,M18,1271.6778164930029,1033.0485331938394,304.677534408454,2061.019822639541,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1917,250912_mACPOLR2A_Kinetic_pSer2,M,18
216,M19,536.0165367381296,432.6952297615886,317.97224681568883,2063.6847767617,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,1859,250912_mACPOLR2A_Kinetic_pSer2,M,19
217,M20,584.9168391047218,498.778586141409,303.5726086218733,1962.3380035026269,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,1713,250912_mACPOLR2A_Kinetic_pSer2,M,20
218,M21,749.2456903195406,612.6111062521667,309.7246711702549,2003.1104684788895,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1729,250912_mACPOLR2A_Kinetic_pSer2,M,21
219,M22,1131.5503430583858,269.3370575755087,307.0492683017867,1753.268930523029,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2562,250912_mACPOLR2A_Kinetic_pSer2,M,22
220,N03,1790.3280276669047,268.3975992855761,296.34179385802395,1698.6520127118645,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1888,250912_mACPOLR2A_Kinetic_pSer2,N,03
221,N04,1761.315053455097,269.72281210069065,287.5948144995595,1701.872110181997,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2033,250912_mACPOLR2A_Kinetic_pSer2,N,04
222,N05,1883.7137628383025,269.401910533212,286.246689166416,1699.1182136602451,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1142,250912_mACPOLR2A_Kinetic_pSer2,N,05
223,N06,1788.884451718996,271.95110254312726,283.2824269779581,1707.4543624161074,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1490,250912_mACPOLR2A_Kinetic_pSer2,N,06
224,N07,1851.9925401301273,269.0256566035247,283.31550716969974,1716.575,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1240,250912_mACPOLR2A_Kinetic_pSer2,N,07
225,N08,1790.830916322439,268.1889270889058,289.6817365718222,1653.7963898916967,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1385,250912_mACPOLR2A_Kinetic_pSer2,N,08
226,N09,203.33781702163228,276.54947568788606,287.16624181507393,1748.4922206506365,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-rat Alexa647,1414,250912_mACPOLR2A_Kinetic_pSer2,N,09
227,N10,1811.7017947028496,273.1009489643924,295.9625346483989,1672.7975384615384,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1625,250912_mACPOLR2A_Kinetic_pSer2,N,10
228,N11,179.4127875003005,273.0007173730363,293.18895945817445,1707.0605,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-rat Alexa647,2000,250912_mACPOLR2A_Kinetic_pSer2,N,11
229,N12,1837.8694822319765,269.68717195698275,292.37438183825276,1654.7054896142433,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1348,250912_mACPOLR2A_Kinetic_pSer2,N,12
230,N13,183.62841412333114,266.5286562930568,298.8407850994487,1694.632045929019,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1916,250912_mACPOLR2A_Kinetic_pSer2,N,13
231,N14,1170.0553536019963,270.33327823949605,293.8288683726418,1750.6822846943328,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2241,250912_mACPOLR2A_Kinetic_pSer2,N,14
232,N15,183.89977679747875,266.4460850086465,296.65546499073736,1669.1383526383527,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1554,250912_mACPOLR2A_Kinetic_pSer2,N,15
233,N16,1180.0587962244297,267.1334580452025,294.68948985463277,1706.2116136236739,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1791,250912_mACPOLR2A_Kinetic_pSer2,N,16
234,N17,185.13298778922294,269.18392836345737,298.98024500523184,1710.172324881822,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2327,250912_mACPOLR2A_Kinetic_pSer2,N,17
235,N18,1203.1146296058748,277.1355293144004,300.86791518595163,1666.3224092116918,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2258,250912_mACPOLR2A_Kinetic_pSer2,N,18
236,N19,185.5811791187186,272.5658355153622,305.99284496069765,1703.8005974607916,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-mouse Alexa647,2678,250912_mACPOLR2A_Kinetic_pSer2,N,19
237,N20,1178.513391457649,273.356752755213,301.86816215517854,1682.3569641367806,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2398,250912_mACPOLR2A_Kinetic_pSer2,N,20
238,N21,181.88089895728845,267.8954290872602,298.48698177014336,1766.9488636363637,HCT116 OsTIRF74G,Vehicle,0,480,No primary,Goat anti-mouse Alexa647,2640,250912_mACPOLR2A_Kinetic_pSer2,N,21
239,N22,1178.4092505594765,266.1928305784691,299.0661455681675,1713.562652705061,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2865,250912_mACPOLR2A_Kinetic_pSer2,N,22
