,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,DRUG_CONCENTRATION_LOG,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
61,260515_mACPOLR2A_CRC_EU,F04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3574,156.5023322545885,-1.5230626774185794,-0.00784817433302085
62,260515_mACPOLR2A_CRC_EU,F05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3569,223.0107982633176,64.98540333131052,0.3348626304140156
63,260515_mACPOLR2A_CRC_EU,F06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3681,256.80565708895955,98.78026215695246,0.5090038181378181
64,260515_mACPOLR2A_CRC_EU,F07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3651,292.57167078523617,134.54627585322908,0.6933021499447152
65,260515_mACPOLR2A_CRC_EU,F08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3960,343.17459452982973,185.14919959782264,0.9540534461298724
66,260515_mACPOLR2A_CRC_EU,F09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4016,348.1384959850236,190.11310105301652,0.9796318839511747
67,260515_mACPOLR2A_CRC_EU,F10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3615,225.30485794236105,67.27946301035396,0.34668366743266404
68,260515_mACPOLR2A_CRC_EU,F11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4000,260.4550510749964,102.4296561429893,0.5278087436585711
69,260515_mACPOLR2A_CRC_EU,F12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3819,294.3842531005623,136.35885816855523,0.7026421871044076
70,260515_mACPOLR2A_CRC_EU,F13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3680,338.98061123085756,180.95521629885047,0.9324423118225837
71,260515_mACPOLR2A_CRC_EU,F14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3335,347.8375423558123,189.8121474238052,0.9780811030258558
72,260515_mACPOLR2A_CRC_EU,F15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4027,156.7378995262103,-1.2874954057967898,-0.0066343221112755545
73,260515_mACPOLR2A_CRC_EU,F16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4369,156.40795688664622,-1.6174380453608705,-0.008334480216117827
74,260515_mACPOLR2A_CRC_EU,F17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3750,226.31263514481952,68.28724021281243,0.3518766324307581
75,260515_mACPOLR2A_CRC_EU,F18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3779,260.45815789626903,102.43276296426194,0.5278247527666208
76,260515_mACPOLR2A_CRC_EU,F19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3989,300.0838879713679,142.05849303936083,0.7320117782340796
77,260515_mACPOLR2A_CRC_EU,F20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4061,360.2184517732491,202.19305684124203,1.041878566485516
78,260515_mACPOLR2A_CRC_EU,F21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3492,357.20557313328163,199.18017820127454,1.0263535344817272
79,260515_mACPOLR2A_CRC_EU,F22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3265,156.15827218888037,-1.8671227431267141,-0.009621077980876405
80,260515_mACPOLR2A_CRC_EU,G03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3123,156.6805797542546,-1.34481517775248,-0.0069296845869680915
81,260515_mACPOLR2A_CRC_EU,G04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4268,157.79170608128118,-0.23368885072591183,-0.0012041729256268814
82,260515_mACPOLR2A_CRC_EU,G05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3375,206.60976249176966,48.58436755976257,0.25034989834747823
83,260515_mACPOLR2A_CRC_EU,G06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3597,227.35019676421103,69.32480183220395,0.3572230732509333
84,260515_mACPOLR2A_CRC_EU,G07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3870,262.2848191282312,104.25942419622413,0.5372373370340705
85,260515_mACPOLR2A_CRC_EU,G08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3767,294.28310159912417,136.25770666711708,0.7021209645512564
86,260515_mACPOLR2A_CRC_EU,G09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4101,348.94034202035283,190.91494708834574,0.9837637083119235
87,260515_mACPOLR2A_CRC_EU,G10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3723,202.23672118911088,44.21132625710379,0.2278160978561315
88,260515_mACPOLR2A_CRC_EU,G11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4001,233.85427218082341,75.82887724881633,0.3907378579682667
89,260515_mACPOLR2A_CRC_EU,G12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3906,264.44029256789526,106.41489763588817,0.5483442544154031
90,260515_mACPOLR2A_CRC_EU,G13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3877,302.6185858313709,144.59319089936383,0.7450727973121352
91,260515_mACPOLR2A_CRC_EU,G14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3619,356.29671802010574,198.27132308809865,1.0216703041213384
92,260515_mACPOLR2A_CRC_EU,G15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4138,157.2803064844174,-0.7450884475896942,-0.003839358758442422
93,260515_mACPOLR2A_CRC_EU,G16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4503,156.35459142656475,-1.6708035054423362,-0.008609466557974134
94,260515_mACPOLR2A_CRC_EU,G17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3682,205.93154540817372,47.90615047616663,0.24685512036715546
95,260515_mACPOLR2A_CRC_EU,G18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3815,227.64714100845416,69.62174607644707,0.35875319425682456
96,260515_mACPOLR2A_CRC_EU,G19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4088,258.72467817920995,100.69928324720286,0.5188923225889648
97,260515_mACPOLR2A_CRC_EU,G20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3678,307.7508076129735,149.72541268096643,0.7715185712483803
98,260515_mACPOLR2A_CRC_EU,G21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3572,352.379229394902,194.3538344628949,1.001483916434172
99,260515_mACPOLR2A_CRC_EU,G22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3365,156.6930100911801,-1.3323848408269896,-0.006865632428999924
100,260515_mACPOLR2A_CRC_EU,H03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3180,157.39456894055647,-0.6308259914506209,-0.0032505768988419434
101,260515_mACPOLR2A_CRC_EU,H04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3547,158.5088144997806,0.4834195677735238,0.002491007822679065
102,260515_mACPOLR2A_CRC_EU,H05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3660,196.7488934898615,38.72349855785441,0.19953792576784443
103,260515_mACPOLR2A_CRC_EU,H06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,205.84949384051205,47.824098908504965,0.24643231767042217
104,260515_mACPOLR2A_CRC_EU,H07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4036,231.52064975363982,73.49525482163273,0.3787129584631292
105,260515_mACPOLR2A_CRC_EU,H08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3621,262.49265601671664,104.46726108470955,0.5383082976438012
106,260515_mACPOLR2A_CRC_EU,H09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4082,301.544366449052,143.51897151704492,0.7395374630745201
107,260515_mACPOLR2A_CRC_EU,H10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3991,196.1878660253825,38.162471093375416,0.19664701299575385
108,260515_mACPOLR2A_CRC_EU,H11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4112,205.48617442577316,47.46077949376607,0.2445601727168903
109,260515_mACPOLR2A_CRC_EU,H12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3496,236.37140463467463,78.34600970266754,0.4037083644418488
110,260515_mACPOLR2A_CRC_EU,H13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3205,263.110793199707,105.08539826769993,0.5414934905093063
111,260515_mACPOLR2A_CRC_EU,H14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3652,303.5581975000304,145.53280256802333,0.7499145128175527
112,260515_mACPOLR2A_CRC_EU,H15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4185,158.37846115188472,0.35306621987763265,0.0018193113689823587
113,260515_mACPOLR2A_CRC_EU,H16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4323,157.81079755418193,-0.2145973778251573,-0.001105796667170325
114,260515_mACPOLR2A_CRC_EU,H17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4065,194.50626810889966,36.48087317689257,0.18798192402583028
115,260515_mACPOLR2A_CRC_EU,H18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3923,205.26215137912217,47.236756447115084,0.24340580661574512
116,260515_mACPOLR2A_CRC_EU,H19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3386,226.40352664817442,68.37813171616733,0.3523449863431057
117,260515_mACPOLR2A_CRC_EU,H20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3831,267.8508560418212,109.82546110981411,0.5659185125953557
118,260515_mACPOLR2A_CRC_EU,H21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3630,299.64677195198755,141.62137701998046,0.7297593674996325
119,260515_mACPOLR2A_CRC_EU,H22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3394,157.65922656144863,-0.3661683705584551,-0.0018868253092851203
120,260515_mACPOLR2A_CRC_EU,I03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3304,158.08555243481905,0.060157502811961194,0.00030998499044547864
121,260515_mACPOLR2A_CRC_EU,I04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3527,159.11150090804222,1.0861059760351282,0.005596584546675774
122,260515_mACPOLR2A_CRC_EU,I05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3807,197.40242223712914,39.377027305122056,0.20290548746851605
123,260515_mACPOLR2A_CRC_EU,I06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3874,197.38574432144904,39.36034938944195,0.20281954800475693
124,260515_mACPOLR2A_CRC_EU,I07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3596,205.3924236288429,47.3670286968358,0.24407708517947166
125,260515_mACPOLR2A_CRC_EU,I08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3655,232.66085987172937,74.63546493972228,0.3845883356985611
126,260515_mACPOLR2A_CRC_EU,I09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3703,262.6200924521054,104.5946975200983,0.5389649635684135
127,260515_mACPOLR2A_CRC_EU,I10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3952,194.71914686116267,36.69375192915558,0.18907886480464822
128,260515_mACPOLR2A_CRC_EU,I11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3974,198.36176617650804,40.33637124450095,0.20784888119301698
129,260515_mACPOLR2A_CRC_EU,I12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3644,209.93922432885216,51.913829396845074,0.2675062487196449
130,260515_mACPOLR2A_CRC_EU,I13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3833,233.83547627575103,75.81008134374395,0.3906410047382966
131,260515_mACPOLR2A_CRC_EU,I14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3390,266.2203312340607,108.19493630205363,0.5575165977330545
132,260515_mACPOLR2A_CRC_EU,I15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4632,158.304441467496,0.27904653548890224,0.0014378960826840093
133,260515_mACPOLR2A_CRC_EU,I16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4756,158.06716461498056,0.041769682973466615,0.0002152345787675591
134,260515_mACPOLR2A_CRC_EU,I17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3870,194.8498477950865,36.824452863079415,0.18975235233088808
135,260515_mACPOLR2A_CRC_EU,I18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3821,198.21127384251236,40.18587891050527,0.20707341076064897
136,260515_mACPOLR2A_CRC_EU,I19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3832,205.44306055349395,47.41766562148686,0.24433801167858535
137,260515_mACPOLR2A_CRC_EU,I20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3927,229.50949162304275,71.48409669103566,0.3683496819846128
138,260515_mACPOLR2A_CRC_EU,I21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3985,264.0390065752878,106.01361164328068,0.5462764718651009
139,260515_mACPOLR2A_CRC_EU,I22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3129,159.30373082059947,1.2783358885923803,0.006587124127310543
140,260515_mACPOLR2A_CRC_EU,J03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3545,158.1520031284976,0.12660819649050836,0.0006523981007340959
141,260515_mACPOLR2A_CRC_EU,J04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3449,160.02856223585803,2.003167303850944,0.010322100627844966
142,260515_mACPOLR2A_CRC_EU,J05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4156,324.7231184614926,166.69772352948553,0.8589750209062242
143,260515_mACPOLR2A_CRC_EU,J06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4125,195.73440475428296,37.709009822275874,0.194310376978322
144,260515_mACPOLR2A_CRC_EU,J07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3788,201.01867305827136,42.99327812626427,0.2215396299086397
145,260515_mACPOLR2A_CRC_EU,J08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4044,210.29097925303995,52.26558432103286,0.26931880312627193
146,260515_mACPOLR2A_CRC_EU,J09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4009,232.4690561191605,74.44366118715342,0.38359999207343903
147,260515_mACPOLR2A_CRC_EU,J10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4076,338.86963785323314,180.84424292122605,0.93187047822254
148,260515_mACPOLR2A_CRC_EU,J11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3983,196.50134051562154,38.47594558361445,0.19826231253977558
149,260515_mACPOLR2A_CRC_EU,J12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4172,200.63597736285269,42.6105824308456,0.21956764111351476
150,260515_mACPOLR2A_CRC_EU,J13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3592,209.38078718147938,51.35539224947229,0.26462868356648606
151,260515_mACPOLR2A_CRC_EU,J14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3613,233.79627161207227,75.77087668006519,0.39043898742162264
152,260515_mACPOLR2A_CRC_EU,J15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4395,159.81410283545347,1.7887079034463795,0.009217014943135763
153,260515_mACPOLR2A_CRC_EU,J16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4126,158.34968074863065,0.3242858166235578,0.0016710091188770313
154,260515_mACPOLR2A_CRC_EU,J17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4151,332.77402273610056,174.74862780409347,0.900460444469145
155,260515_mACPOLR2A_CRC_EU,J18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3969,195.96423940351184,37.93884447150475,0.19549468962786715
156,260515_mACPOLR2A_CRC_EU,J19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3643,196.89251783649644,38.86712290448935,0.2002780062173028
157,260515_mACPOLR2A_CRC_EU,J20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3975,205.62703277844767,47.60163784644058,0.24528600030392392
158,260515_mACPOLR2A_CRC_EU,J21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3747,233.95821259324808,75.93281766124099,0.3912734514727556
159,260515_mACPOLR2A_CRC_EU,J22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3168,159.43194560451073,1.4065506725036414,0.007247800796186481
160,260515_mACPOLR2A_CRC_EU,K03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3302,158.71438930544184,0.6889943734347526,0.0035503121686044177
161,260515_mACPOLR2A_CRC_EU,K04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3878,159.21928999545386,1.1938950634467744,0.006152009849748402
