,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,DRUG_CONCENTRATION_LOG,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,EU_647_Intensity,EU_647_Intensity_BGS,EU_647_Intensity_FC
49,260515_mACPOLR2A_CRC_EU,E12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3968,265.17150230328014,106.38580794038816,1.0794604253272686
50,260515_mACPOLR2A_CRC_EU,E13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3392,264.55921384421663,105.77351948132466,1.073247743643129
51,260515_mACPOLR2A_CRC_EU,E14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3789,256.65715505628924,97.87146069339727,0.9930682544300862
52,260515_mACPOLR2A_CRC_EU,E15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3784,342.92523377458474,184.13953941169277,1.868400958559172
60,260515_mACPOLR2A_CRC_EU,F03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3419,366.8858840789983,208.1001897161063,2.111521486282316
61,260515_mACPOLR2A_CRC_EU,F04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3574,341.41477644606294,182.62908208317097,1.8530748643944464
62,260515_mACPOLR2A_CRC_EU,F05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3569,247.90000027031132,89.11430590741935,0.9042123984382295
63,260515_mACPOLR2A_CRC_EU,F06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3681,255.88585200347762,97.10015764058565,0.985242106022107
64,260515_mACPOLR2A_CRC_EU,F07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3651,252.54228614775425,93.75659178486228,0.9513160862775253
65,260515_mACPOLR2A_CRC_EU,F08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3960,259.2786058443779,100.49291148148595,1.019667219437433
66,260515_mACPOLR2A_CRC_EU,F09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4016,261.06081719631396,102.27512283342199,1.0377507087789997
67,260515_mACPOLR2A_CRC_EU,F10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3615,245.95092520258265,87.16523083969068,0.8844358000146495
68,260515_mACPOLR2A_CRC_EU,F11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4000,252.98819809295463,94.20250373006266,0.9558406023510811
69,260515_mACPOLR2A_CRC_EU,F12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3819,254.0098115739335,95.22411721104152,0.9662065651053937
70,260515_mACPOLR2A_CRC_EU,F13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3680,251.29705031738106,92.51135595448909,0.9386811039889047
71,260515_mACPOLR2A_CRC_EU,F14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3335,252.95641965366192,94.17072529076995,0.9555181573909943
72,260515_mACPOLR2A_CRC_EU,F15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4027,315.8525982777597,157.0669039148677,1.593704180916537
80,260515_mACPOLR2A_CRC_EU,G03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3123,363.80745747644113,205.02176311354916,2.0802857439021185
81,260515_mACPOLR2A_CRC_EU,G04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4268,345.4249643977147,186.63927003482272,1.8937648706625558
82,260515_mACPOLR2A_CRC_EU,G05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3375,239.11635771893748,80.3306633560455,0.815087780145707
83,260515_mACPOLR2A_CRC_EU,G06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3597,244.06473080638236,85.27903644349038,0.8652972302693959
84,260515_mACPOLR2A_CRC_EU,G07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3870,257.85854076131574,99.07284639842376,1.0052583044869197
85,260515_mACPOLR2A_CRC_EU,G08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3767,253.891641203505,95.10594684061303,0.9650075307530364
86,260515_mACPOLR2A_CRC_EU,G09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4101,257.42778496112135,98.64209059822937,1.000887572635632
87,260515_mACPOLR2A_CRC_EU,G10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3723,231.96804940542285,73.18235504253087,0.7425563393279554
88,260515_mACPOLR2A_CRC_EU,G11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4001,245.0576209246048,86.27192656171283,0.8753717468808616
89,260515_mACPOLR2A_CRC_EU,G12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3906,249.58572236953916,90.80002800664718,0.9213168443172859
90,260515_mACPOLR2A_CRC_EU,G13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3877,251.50478437426645,92.71909001137448,0.9407889104505157
91,260515_mACPOLR2A_CRC_EU,G14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3619,256.1603689274276,97.37467456453564,0.9880275354061901
92,260515_mACPOLR2A_CRC_EU,G15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4138,321.8044743580928,163.01877999520084,1.654095832862929
100,260515_mACPOLR2A_CRC_EU,H03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3180,344.3026311283729,185.51693676548095,1.8823769386466476
101,260515_mACPOLR2A_CRC_EU,H04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3547,323.04120560023927,164.2555112373473,1.6666445220020947
102,260515_mACPOLR2A_CRC_EU,H05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3660,226.70076751149432,67.91507314860235,0.689111030563419
103,260515_mACPOLR2A_CRC_EU,H06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,231.22152961110712,72.43583524821514,0.7349816581718107
104,260515_mACPOLR2A_CRC_EU,H07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4036,240.4321841853027,81.64648982241073,0.8284390214864259
105,260515_mACPOLR2A_CRC_EU,H08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3621,250.71657478459227,91.9308804217003,0.9327912171924687
106,260515_mACPOLR2A_CRC_EU,H09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4082,253.17265430454205,94.38695994165008,0.9577122164739534
107,260515_mACPOLR2A_CRC_EU,H10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3991,222.6154893491203,63.829794986228336,0.6476591095965972
108,260515_mACPOLR2A_CRC_EU,H11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4112,227.80560126896395,69.01990690607198,0.7003214010145451
109,260515_mACPOLR2A_CRC_EU,H12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3496,237.354556273437,78.56886191054502,0.7972113831476433
110,260515_mACPOLR2A_CRC_EU,H13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3205,244.898728805418,86.11303444252601,0.873759522864528
111,260515_mACPOLR2A_CRC_EU,H14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3652,241.571761283538,82.78606692064602,0.8400019207393372
112,260515_mACPOLR2A_CRC_EU,H15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4185,321.97024404126495,163.18454967837297,1.6557778411699355
120,260515_mACPOLR2A_CRC_EU,I03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3304,332.6263066953248,173.8406123324328,1.7639012661601456
121,260515_mACPOLR2A_CRC_EU,I04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3527,325.4395007494657,166.65380638657373,1.6909792030273583
122,260515_mACPOLR2A_CRC_EU,I05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3807,225.374714851973,66.58902048908104,0.6756560275365556
123,260515_mACPOLR2A_CRC_EU,I06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3874,226.04566705337058,67.2599726904786,0.6824639501600387
124,260515_mACPOLR2A_CRC_EU,I07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3596,225.09036106892617,66.3046667060342,0.6727707869059336
125,260515_mACPOLR2A_CRC_EU,I08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3655,239.11531770424853,80.32962334135655,0.8150772274721858
126,260515_mACPOLR2A_CRC_EU,I09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3703,245.84188697811587,87.05619261522389,0.8833294264255539
127,260515_mACPOLR2A_CRC_EU,I10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3952,219.36465793349456,60.57896357060258,0.6146740345145438
128,260515_mACPOLR2A_CRC_EU,I11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3974,219.98531929056992,61.199624927677945,0.6209716731325462
129,260515_mACPOLR2A_CRC_EU,I12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3644,228.40308386117215,69.61738949828018,0.7063838526290696
130,260515_mACPOLR2A_CRC_EU,I13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3833,229.3373262830688,70.55163192017682,0.7158632911145526
131,260515_mACPOLR2A_CRC_EU,I14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3390,231.47342728853536,72.68773292564339,0.7375375777937965
132,260515_mACPOLR2A_CRC_EU,I15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4632,312.86190358018507,154.0762092172931,1.5633586241851651
140,260515_mACPOLR2A_CRC_EU,J03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3545,319.26324555820827,160.4775511953163,1.6283108529461117
141,260515_mACPOLR2A_CRC_EU,J04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3449,310.8245485868767,152.0388542239847,1.5426862795351004
142,260515_mACPOLR2A_CRC_EU,J05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4156,247.37155114598076,88.58585678308879,0.8988504058232623
143,260515_mACPOLR2A_CRC_EU,J06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4125,216.76104459761197,57.97535023472,0.5882560600370234
144,260515_mACPOLR2A_CRC_EU,J07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3788,220.73418616328496,61.948491800392986,0.6285701692908631
145,260515_mACPOLR2A_CRC_EU,J08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4044,227.9519490928981,69.16625473000613,0.7018063423552002
146,260515_mACPOLR2A_CRC_EU,J09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4009,234.7793863303435,75.99369196745153,0.7710820140534185
147,260515_mACPOLR2A_CRC_EU,J10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4076,245.39890403659115,86.61320967369917,0.878834629951019
148,260515_mACPOLR2A_CRC_EU,J11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3983,217.94829452573862,59.162600162846644,0.6003026791979502
149,260515_mACPOLR2A_CRC_EU,J12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4172,221.83392959653162,63.048235233639645,0.639728889962219
150,260515_mACPOLR2A_CRC_EU,J13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3592,221.50389870975334,62.71820434686137,0.6363801793746899
151,260515_mACPOLR2A_CRC_EU,J14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3613,226.69821211740248,67.9125177545105,0.6890851018531271
152,260515_mACPOLR2A_CRC_EU,J15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4395,297.6076295132425,138.82193515035053,1.4085787198807558
160,260515_mACPOLR2A_CRC_EU,K03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3302,324.08868054089874,165.30298617800676,1.6772728921470814
161,260515_mACPOLR2A_CRC_EU,K04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3878,333.08156777296017,174.2958734100682,1.7685206446845314
162,260515_mACPOLR2A_CRC_EU,K05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4076,259.1602501704959,100.37455580760391,1.0184663048742784
163,260515_mACPOLR2A_CRC_EU,K06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3764,257.0011355004464,98.21544113755445,0.9965585064077018
164,260515_mACPOLR2A_CRC_EU,K07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3967,219.66399391795855,60.878299555066576,0.6177112944213005
165,260515_mACPOLR2A_CRC_EU,K08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3938,222.6799541777216,63.89425981482964,0.6483132121752007
166,260515_mACPOLR2A_CRC_EU,K09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3747,224.64579086206388,65.8600964991719,0.6682598849926229
167,260515_mACPOLR2A_CRC_EU,K10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3962,246.89157860800253,88.10588424511056,0.8939802885583569
168,260515_mACPOLR2A_CRC_EU,K11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3870,250.74746120797542,91.96176684508345,0.9331046111720557
169,260515_mACPOLR2A_CRC_EU,K12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4015,214.94916753503412,56.16347317214215,0.5698715628707571
170,260515_mACPOLR2A_CRC_EU,K13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3980,211.01532527021203,52.22963090732006,0.5299562101882389
171,260515_mACPOLR2A_CRC_EU,K14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3563,222.98775699232388,64.20206262943191,0.651436382112996
172,260515_mACPOLR2A_CRC_EU,K15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4588,301.65452179159166,142.8688274286997,1.4496411524045396
180,260515_mACPOLR2A_CRC_EU,L03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3323,323.51248193881383,164.72678757592186,1.671426401904435
181,260515_mACPOLR2A_CRC_EU,L04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4283,324.4880360453669,165.70234168247495,1.6813250159317839
182,260515_mACPOLR2A_CRC_EU,L05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4251,248.22163178178593,89.43593741889396,0.9074758834358674
183,260515_mACPOLR2A_CRC_EU,L06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3586,248.34942856013194,89.56373419723997,0.9087725936585893
184,260515_mACPOLR2A_CRC_EU,L07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3810,253.3066812416254,94.52098687873342,0.9590721419876119
185,260515_mACPOLR2A_CRC_EU,L08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4035,221.27842816434256,62.49273380145058,0.6340924068272061
186,260515_mACPOLR2A_CRC_EU,L09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4018,222.23440471849548,63.44871035560351,0.6437923741229101
187,260515_mACPOLR2A_CRC_EU,L10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3995,250.66796102391115,91.88226666101917,0.9322979499813854
188,260515_mACPOLR2A_CRC_EU,L11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3773,252.09685214318716,93.31115778029519,0.9467964197041921
189,260515_mACPOLR2A_CRC_EU,L12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3933,238.68896847503825,79.90327411214628,0.8107512075902937
190,260515_mACPOLR2A_CRC_EU,L13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3871,211.16335403784527,52.37765967495329,0.5314582074899804
191,260515_mACPOLR2A_CRC_EU,L14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3598,218.43908074146472,59.65338637857275,0.6052825191543222
192,260515_mACPOLR2A_CRC_EU,L15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4256,301.9574060395068,143.17171167661482,1.452714415327566
200,260515_mACPOLR2A_CRC_EU,M03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4209,327.39173940557765,168.60604504268568,1.710787901300795
201,260515_mACPOLR2A_CRC_EU,M04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3636,318.96828177271834,160.18258740982637,1.6253179562477145
202,260515_mACPOLR2A_CRC_EU,M05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3769,249.29025534597824,90.50456098308626,0.9183188414342137
