,WELL,RFP_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,Alexa647_Intensity_BGS,Alexa647_Intensity_FC,TIME_IN_AUXIN,TIME_IN_AUXIN_HRS
105,H10,326.5293981786938,299.2043620443079,356.7263117982788,1772.568317677199,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1552,1102.2146852096416,1728.8865860679332,241029_mACmChPOLR2A_ActivePolII,54.6617547206541,0.09433412001790761,136.9367898848871,0.624024645676613,977.0605346596589,0.9959233647453226,60,1.0
106,H11,316.6317474794644,502.6559052641766,373.63789379228393,1782.6531724406384,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,2057,1085.393893589361,1728.96385775029,241029_mACmChPOLR2A_ActivePolII,258.1132979405228,0.4454465640660987,127.03913918565775,0.5789207844293214,960.2397430393781,0.9787778360970028,0,0.0
123,I08,317.75369198296283,355.56925788028724,322.0579304104132,1748.5666518056175,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,1670,1125.186005720957,1722.5728258558368,241029_mACmChPOLR2A_ActivePolII,111.02665055663343,0.19160748556866702,128.16108368915616,0.584033515798685,1000.0318551709742,1.0193381625032132,30,0.5
124,I09,321.7043497968019,515.530420019028,370.9129725604563,1799.3884,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,1538,1068.2844250991482,1756.1898610295557,241029_mACmChPOLR2A_ActivePolII,270.98781269537426,0.46766513400157095,132.11174150299524,0.6020367700340361,943.1302745491654,0.9613380574719125,0,0.0
125,I10,322.44920475127026,360.00727142818323,360.62052988974125,1758.2346613545817,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,1064,1097.6353787102455,1696.2,241029_mACmChPOLR2A_ActivePolII,115.46466410452942,0.19926651709460028,132.85659645746358,0.6054310941556494,972.4812281602627,0.9912556515634906,30,0.5
126,I11,325.9695220812161,525.5070515694002,381.9920460946783,1772.3955745341616,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,1633,1113.1858446616536,1717.6226267371305,241029_mACmChPOLR2A_ActivePolII,280.96444424574645,0.48488259734238176,136.37691378740942,0.6214732751965177,988.0316941116708,1.0071063300263952,0,0.0
142,J08,330.0972741086835,281.29629930871107,324.42012537395266,1764.5169811320754,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,1764,1009.0387168815472,1728.5662195352352,241029_mACmChPOLR2A_ActivePolII,36.75369198505726,0.06342875761193843,140.50466581487683,0.6402835525408791,883.8845663315644,0.9009485698386352,120,2.0
143,J09,319.16252508243724,509.07742525942194,357.5236641297672,1810.9512922465208,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1782,1109.4626504906103,1706.2434464976363,241029_mACmChPOLR2A_ActivePolII,264.53481793576816,0.45652868978680816,129.56991678863056,0.5904536062393623,984.3084999406275,1.003311257014141,0,0.0
144,J10,337.06177917635256,283.1807360115847,376.94844936120484,1770.7249575551782,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,1116,1134.2453245679162,1694.6300350262698,241029_mACmChPOLR2A_ActivePolII,38.6381286879309,0.06668087930110665,147.46917088254588,0.6720209900170938,1009.0911740179334,1.0285723777726972,120,2.0
145,J11,317.60997608917086,507.3186356865801,374.99156165035674,1809.2232243517474,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1775,1036.3941826238079,1722.5620544690184,241029_mACmChPOLR2A_ActivePolII,262.77602836292624,0.4534934073027641,128.01736779536418,0.5833785985936225,911.2400320738251,0.9288321517865005,0,0.0
162,K08,328.95884646961827,291.148838442539,331.2531839053851,1797.244567533021,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1688,1032.8699800898537,1739.3071744161582,241029_mACmChPOLR2A_ActivePolII,46.60623111888518,0.08043206483984318,139.3662381758116,0.6350957070780686,907.7158295398709,0.9252399120826604,90,1.5
