,WELL,IF_647_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,RFP_561_Intensity
191,L14,264.698232352796,391.49814557252597,974.1480327811887,1732.123010130246,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1382,241021_mACmChPOLR2A_TotalPolII,123.91286499410847
192,L15,277.3814541939429,274.50413376275526,990.3878948647484,1702.8245454545454,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1100,241021_mACmChPOLR2A_TotalPolII,136.5462986232212
193,L16,142.2337890864848,195.15674351278565,904.2866588664886,1735.7505441880714,HCT116 mChPOLR2A Clone 2,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2297,241021_mACmChPOLR2A_TotalPolII,125.06950118295646
194,L17,144.31697478603976,211.26286287422548,982.3878663655207,1885.985406532314,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1439,241021_mACmChPOLR2A_TotalPolII,123.62657399662069
195,L18,143.80434289181636,201.56920488317635,903.3356556095016,1730.9272300469484,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,852,241021_mACmChPOLR2A_TotalPolII,125.02539104841576
196,L19,140.82835370902833,195.15686752372437,900.0717500294323,1707.1157205240174,HCT116 mChPOLR2A Clone 2,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2290,241021_mACmChPOLR2A_TotalPolII,125.22744301396163
197,L20,145.62685148399436,211.15499461630066,991.5421476808277,1818.121659634318,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1422,241021_mACmChPOLR2A_TotalPolII,123.49961363166047
198,L21,144.28260961956312,202.07475388267463,919.2606803230348,1781.6312849162011,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,716,241021_mACmChPOLR2A_TotalPolII,125.19718483559338
199,L22,251.59773057547744,194.8241286253704,896.0525108940224,1664.0329603870578,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3307,241021_mACmChPOLR2A_TotalPolII,122.98928995505375
200,M03,251.24074163462646,193.83720536959248,836.2722064102937,1691.7997076023391,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2736,241021_mACmChPOLR2A_TotalPolII,123.26353240599919
201,M04,247.10660666490853,194.04718499097788,847.0096290320348,1727.7146739130435,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2208,241021_mACmChPOLR2A_TotalPolII,144.97590737996268
202,M05,179.85912652411352,250.14445298405494,884.4238889835942,1836.30319563523,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1283,241021_mACmChPOLR2A_TotalPolII,123.94657211909693
203,M06,239.02645375871532,206.43030971620502,885.6705176256868,1780.3162917518746,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1467,241021_mACmChPOLR2A_TotalPolII,138.3397067201131
204,M07,250.33689225942337,193.73468518564556,865.7264236550527,1724.14696485623,HCT116 mChPOLR2A Clone 2,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2817,241021_mACmChPOLR2A_TotalPolII,145.7231294585803
205,M08,269.45443556278315,396.0586063512387,917.0008247921617,1792.6466535433071,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1016,241021_mACmChPOLR2A_TotalPolII,124.48494641988044
206,M09,261.4867091860347,206.6413457587854,939.1585191795647,1775.265,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1000,241021_mACmChPOLR2A_TotalPolII,142.1203603295229
207,M10,250.47950496830686,195.67809681106277,875.0081161366875,1684.4188235294118,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2550,241021_mACmChPOLR2A_TotalPolII,145.57785675612183
208,M11,183.96574917317807,251.2466825449581,835.8322558966397,1678.9755244755245,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,286,241021_mACmChPOLR2A_TotalPolII,125.3048790591206
209,M12,261.8965554338493,205.43881497066684,886.2700507262998,1715.200985221675,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1015,241021_mACmChPOLR2A_TotalPolII,142.74380690442845
210,M13,255.40263937493995,194.7462014146856,902.6726280463854,1668.9925373134329,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2412,241021_mACmChPOLR2A_TotalPolII,144.76520932114585
211,M14,273.36290234129956,396.02246376245887,958.7927552890328,1970.806691449814,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1345,241021_mACmChPOLR2A_TotalPolII,124.43975606427263
212,M15,273.0345613016293,272.65536930210396,911.0685746740237,1787.336173508908,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1291,241021_mACmChPOLR2A_TotalPolII,136.54558348784073
213,M16,245.81796405214234,195.78570593981792,898.3542837596597,1695.9019859064701,HCT116 mChPOLR2A Clone 2,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3122,241021_mACmChPOLR2A_TotalPolII,145.205749431738
214,M17,255.9178165501056,384.3168069753823,929.6375188951872,1891.3103698332125,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1379,241021_mACmChPOLR2A_TotalPolII,123.82250915759191
215,M18,272.75711192060743,267.83764304711985,867.0779098310968,1730.3076233183856,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1115,241021_mACmChPOLR2A_TotalPolII,135.2447283935595
216,M19,245.9525270302802,194.51669182048607,933.0789527876616,1704.7312302839116,HCT116 mChPOLR2A Clone 2,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3170,241021_mACmChPOLR2A_TotalPolII,143.56967059890047
217,M20,201.50737049298334,287.09313421664024,906.7304309579218,1941.2754532775452,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1434,241021_mACmChPOLR2A_TotalPolII,124.23064892277368
218,M21,264.81500544744426,264.7898297186708,909.5919800990339,1842.2659846547315,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1173,241021_mACmChPOLR2A_TotalPolII,135.1349503054117
219,M22,254.86184700142337,195.24713460651896,905.4008454455065,1660.693269584406,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2719,241021_mACmChPOLR2A_TotalPolII,123.15827137768127
220,N03,136.91619885620528,199.77975849690168,852.4612035728386,1761.0818348623852,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,2725,241021_mACmChPOLR2A_TotalPolII,126.08680648576869
221,N04,251.54219068125505,195.02033811729666,865.7414692868758,1681.2402684563758,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2980,241021_mACmChPOLR2A_TotalPolII,123.39715103738985
222,N05,134.60920211809398,194.35233113024847,854.7985414024425,1707.9591545272779,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3501,241021_mACmChPOLR2A_TotalPolII,123.43780254399742
223,N06,254.2158140060126,193.166275451398,836.4602434934137,1740.908938172043,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2976,241021_mACmChPOLR2A_TotalPolII,123.30091659776602
224,N07,134.59969758562187,194.5311977163729,861.9581131913803,1666.8798032585305,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3253,241021_mACmChPOLR2A_TotalPolII,123.28348935921049
225,N08,249.3060956796745,193.87337936179728,847.1593717090935,1672.2819883399816,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3259,241021_mACmChPOLR2A_TotalPolII,123.25057798509943
226,N09,133.96738144360341,196.00575173189142,871.2279776640855,1661.1399647887324,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3408,241021_mACmChPOLR2A_TotalPolII,123.48715103082552
227,N10,252.85633582765755,197.3906958988565,878.391440230694,1712.1546357615894,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3020,241021_mACmChPOLR2A_TotalPolII,123.49283374756295
228,N11,133.95594427407278,195.75511838250725,808.3928806366462,1706.6898256570387,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3843,241021_mACmChPOLR2A_TotalPolII,122.92056601637817
229,N12,245.96814915352297,194.32177926494072,814.1514486352161,1686.6288578211554,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3791,241021_mACmChPOLR2A_TotalPolII,123.49549359088907
230,N13,133.89426306813084,195.65373061616037,864.2895156203248,1710.406283566058,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3724,241021_mACmChPOLR2A_TotalPolII,123.25678687889408
231,N14,244.56765149355215,194.47739737671384,836.3792810587729,1696.885403726708,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3220,241021_mACmChPOLR2A_TotalPolII,123.20464947135973
232,N15,133.92723256956043,195.25980491106708,867.8550870634484,1683.5643536653608,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3574,241021_mACmChPOLR2A_TotalPolII,123.14876358054399
233,N16,251.07715679387766,194.77481787341583,887.3657327618962,1713.437751004016,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2988,241021_mACmChPOLR2A_TotalPolII,123.18932031992927
234,N17,131.87941947637574,194.33222275753468,843.434102774449,1664.725,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3000,241021_mACmChPOLR2A_TotalPolII,123.10782478701111
235,N18,253.58506999882255,194.81922554312825,892.8489439807627,1684.7222038931045,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3031,241021_mACmChPOLR2A_TotalPolII,123.18056984211583
236,N19,135.2108175116105,195.2554015773716,904.695716817592,1696.015946137491,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,2822,241021_mACmChPOLR2A_TotalPolII,122.99725978115818
237,N20,259.0137336402139,195.43840285312154,906.572173936849,1686.6468018720748,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3205,241021_mACmChPOLR2A_TotalPolII,123.2751041156285
238,N21,133.53439772419264,194.61306387750417,841.4460945033964,1690.810195575505,HCT116 OsTIRF74G,No addition,No addition,No primary,Alexa647 goat anti-mouse,3119,241021_mACmChPOLR2A_TotalPolII,122.96966387115698
239,N22,255.50513631202855,195.21039537403104,801.4536241005732,1744.4422944022115,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2894,241021_mACmChPOLR2A_TotalPolII,123.16386383340888
