,EXPERIMENT,WELL,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,IF_488_Intensity_BGS,IF_488_FC
122,251010_PTEFB_SIRNA,C08,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4615,510.4267127868087,1.1941272477263012
123,251010_PTEFB_SIRNA,C09,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4772,486.2332051952977,1.137527297313512
124,251010_PTEFB_SIRNA,C10,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5133,503.84495825936483,1.178729439927105
125,251010_PTEFB_SIRNA,C11,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4518,481.8268103665189,1.1272186751401996
126,251010_PTEFB_SIRNA,C12,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4905,489.9676123783838,1.146263825515731
127,251010_PTEFB_SIRNA,C13,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4967,482.03709786015577,1.127710636120527
128,251010_PTEFB_SIRNA,C14,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4155,459.25603818105776,1.07441506319417
129,251010_PTEFB_SIRNA,C15,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4534,475.25997424951765,1.1118557684932278
130,251010_PTEFB_SIRNA,C16,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4837,469.43786546808246,1.0982351280350116
131,251010_PTEFB_SIRNA,C17,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4800,449.80507900699286,1.0523048413265041
132,251010_PTEFB_SIRNA,C18,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4825,460.5178945187356,1.0773671364258204
133,251010_PTEFB_SIRNA,C19,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4910,435.5880474112312,1.019044542864469
