,EXPERIMENT,WELL,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,IF_647_Intensity_BGS,IF_647_FC
93,250822_PTEFB_SIRNA,G16,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3681,1598.909068515562,1.014574102954164
94,250822_PTEFB_SIRNA,G17,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1589,1714.6156595855095,1.0879947327775126
95,250822_PTEFB_SIRNA,G18,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1152,2603.3857951079153,1.6519562367404999
96,250822_PTEFB_SIRNA,G19,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3852,1613.8296206133984,1.0240418119429544
97,250822_PTEFB_SIRNA,G20,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3413,1611.767600027867,1.0227333743794718
98,250822_PTEFB_SIRNA,G21,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3108,1417.8763664380378,0.8997013469404689
99,250822_PTEFB_SIRNA,G22,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3222,1571.7909311470112,0.9973665203365802
100,250822_PTEFB_SIRNA,H03,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2118,1626.4932879144733,1.0320774339461658
101,250822_PTEFB_SIRNA,H04,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2506,1656.3222297509449,1.0510051344025195
102,250822_PTEFB_SIRNA,H05,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3206,1483.1863506630814,0.9411432400185988
103,250822_PTEFB_SIRNA,H07,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3025,1573.2694700451975,0.9983047145752951
104,250822_PTEFB_SIRNA,H08,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3855,1509.8039660952747,0.9580332207133537
105,250822_PTEFB_SIRNA,H09,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3176,1516.5725156261449,0.9623281460495137
106,250822_PTEFB_SIRNA,H10,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3797,1516.0353028707693,0.9619872622806283
107,250822_PTEFB_SIRNA,H11,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3686,1561.2467122050307,0.9906757762004273
108,250822_PTEFB_SIRNA,H12,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3669,1520.6625202159155,0.9649234235543174
109,250822_PTEFB_SIRNA,H13,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3099,1490.1706403884898,0.9455750614538897
110,250822_PTEFB_SIRNA,H14,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3375,1533.5591573896836,0.97310687460188
111,250822_PTEFB_SIRNA,H15,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3241,1579.3109058188174,1.0021382560826095
112,250822_PTEFB_SIRNA,H16,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3591,1474.4317637944969,0.935588091640352
113,250822_PTEFB_SIRNA,H17,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3525,1470.5537034292704,0.9331273015343176
114,250822_PTEFB_SIRNA,H18,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3749,1459.8473412419844,0.9263336707857267
115,250822_PTEFB_SIRNA,H19,HCT116,No transfection,Total Pol II F12,No primary,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3119,1407.0205961895806,0.8928129105818394
116,250822_PTEFB_SIRNA,H21,HCT116,No transfection,Total Pol II F12,No primary,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2314,1459.2690620156845,0.925966728638213
117,251010_PTEFB_SIRNA,C03,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5047,2014.0743239248766,1.1696506263325712
118,251010_PTEFB_SIRNA,C04,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4982,1891.6273394708467,1.0985409406780249
119,251010_PTEFB_SIRNA,C05,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5024,1948.0542817865933,1.1313102420079924
120,251010_PTEFB_SIRNA,C06,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4877,1891.5392966667198,1.098489810826575
121,251010_PTEFB_SIRNA,C07,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4453,1919.8058427638991,1.1149052841554816
122,251010_PTEFB_SIRNA,C08,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4615,1876.731275900001,1.089890222142685
123,251010_PTEFB_SIRNA,C09,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4772,1934.4203075083108,1.1233924673933402
124,251010_PTEFB_SIRNA,C10,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5133,1894.2516585874716,1.1000649839876457
125,251010_PTEFB_SIRNA,C11,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4518,1925.2362962510017,1.118058957903768
126,251010_PTEFB_SIRNA,C12,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4905,1946.5367580462232,1.1304289574534385
127,251010_PTEFB_SIRNA,C13,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4967,1834.59345099034,1.065419162305215
128,251010_PTEFB_SIRNA,C14,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4155,1851.4333305436123,1.075198729738688
129,251010_PTEFB_SIRNA,C15,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4534,1971.177706652231,1.14473890650948
130,251010_PTEFB_SIRNA,C16,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4837,1799.226603914629,1.044880270397343
131,251010_PTEFB_SIRNA,C17,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4800,1782.2741709216866,1.0350353388411848
132,251010_PTEFB_SIRNA,C18,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4825,1772.8529809344648,1.029564090517102
