,WELL,IF_561_Intensity,GFP_Intensity,DAPI_Intensity_x,NucleusArea,CELL,EU,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,DAPI_Intensity_y,NucleusArea2,EXPERIMENT
169,K12,2964.3718638644073,200.41924079017969,474.7384758956249,1334.0581092801388,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1153,689.5062190367538,2212.6775331801573,1288.1224727838257,260127_ARMC5mAC_PhosphoEU
170,K13,2589.071624956772,179.26097201006917,423.34010294412644,1529.1892878880096,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1643,665.255935783408,1903.252659883676,1443.2126876239026,260127_ARMC5mAC_PhosphoEU
171,K14,5223.550607051691,178.6870760965867,431.32571142826805,1507.2124277456646,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,692,501.99437830833403,1886.7155950680565,1428.6526867627786,260127_ARMC5mAC_PhosphoEU
172,K15,4395.904953520587,180.42282772052423,442.2647814619761,1448.544695071011,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1197,648.1546906016737,2111.7473714850507,1358.037767379679,260127_ARMC5mAC_PhosphoEU
173,K16,2607.8226217062447,179.94709144220013,431.2846940734611,1497.0895691609978,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1764,744.9930666816714,1924.149105616002,1442.123392612859,260127_ARMC5mAC_PhosphoEU
174,K17,3257.530017025979,209.7452913408046,454.75550597661066,1336.6870415647923,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,818,573.4513915174999,2076.7269458135765,1360.5704779189352,260127_ARMC5mAC_PhosphoEU
175,K18,2799.580777768751,208.53909031026618,454.20178455677717,1367.0622041920217,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1479,723.3250477653709,2197.2248777371847,1291.583787247677,260127_ARMC5mAC_PhosphoEU
176,K19,2642.6365597258164,179.311662376047,429.1446226213197,1518.508064516129,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1240,645.4433888900323,1974.1214630291977,1465.469135802469,260127_ARMC5mAC_PhosphoEU
177,K20,5015.28244982787,179.88900012358812,442.49891721158974,1533.3795379537953,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,909,516.5865747141187,1920.909821545848,1461.623595505618,260127_ARMC5mAC_PhosphoEU
178,K21,4598.893994831541,180.84506796178943,451.30332328141003,1357.1252144082332,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1166,649.5781615115249,2197.6980864184793,1347.5835877862596,260127_ARMC5mAC_PhosphoEU
179,K22,2624.635711990972,178.9532946077653,431.46607933856313,1526.0919117647059,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1632,622.6131071681043,1891.7034956371465,1481.1870014771048,260127_ARMC5mAC_PhosphoEU
180,L03,2554.5788615657234,176.30105437860558,419.40840203779385,1590.0499001996009,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1503,715.3540053435712,1793.4743177276446,1481.3192404156216,260127_ARMC5mAC_PhosphoEU
181,L04,2625.58526013414,176.8331856476344,427.53678684120615,1476.824640967498,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1323,709.9914956354138,1807.9350035296031,1438.91280838121,260127_ARMC5mAC_PhosphoEU
182,L05,4999.523249638605,177.19611463450372,436.23917506554733,1433.369536423841,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,755,570.6426340350731,1842.5074499419381,1435.1954206602768,260127_ARMC5mAC_PhosphoEU
183,L06,4759.106425252451,180.10306346132782,438.2770002260946,1426.0353327855382,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1217,674.134306050054,1976.8227074519405,1334.1767838125666,260127_ARMC5mAC_PhosphoEU
184,L07,2803.2330040637507,179.76901286780875,458.842017722862,1513.3784021071115,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1139,595.0094479836114,1950.2059168885467,1462.104726976365,260127_ARMC5mAC_PhosphoEU
185,L08,3136.704781955727,180.64183977286064,460.9543445785622,1462.0741656365883,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,809,550.703829565096,2015.8146261659863,1428.0075642965205,260127_ARMC5mAC_PhosphoEU
186,L09,2937.696489938924,183.98469747929516,465.89889856589554,1449.6018447348195,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1301,611.0792536225407,2139.6126735922003,1355.466910643489,260127_ARMC5mAC_PhosphoEU
187,L10,2710.82152898786,180.85063510982837,436.67187121173976,1509.9702159344752,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1343,721.678686095081,1896.44513873419,1443.396848555588,260127_ARMC5mAC_PhosphoEU
188,L11,3172.2818982217273,208.90316676468723,461.6564127711268,1475.2870493991988,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,749,581.6434320297972,2029.6425907588978,1405.655601659751,260127_ARMC5mAC_PhosphoEU
189,L12,2856.774658560499,197.3070840729933,460.8066590844931,1389.9219905850707,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1487,678.7471119087356,2152.0760159616416,1307.7854581023803,260127_ARMC5mAC_PhosphoEU
190,L13,2670.948205379114,177.18350134668967,438.2813385483958,1578.7877442273534,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1126,567.8331192095717,1915.1441551699138,1495.6107460378817,260127_ARMC5mAC_PhosphoEU
191,L14,5309.187081510769,180.9464062766752,428.6203516840477,1491.5620842572062,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,902,483.96887197224066,1856.8503154507857,1452.297142857143,260127_ARMC5mAC_PhosphoEU
192,L15,4519.177104390458,179.72013478161165,440.69950603303727,1465.8938589840789,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1319,602.3472869421612,2064.582972824165,1384.3624726818607,260127_ARMC5mAC_PhosphoEU
193,L16,2659.774590999703,179.15347667649166,439.6893375025976,1476.292984869326,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1454,713.8524893797698,1906.757260226159,1425.5725513905684,260127_ARMC5mAC_PhosphoEU
194,L17,3098.5404013924917,206.89322267634083,458.15299720234685,1414.983173076923,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,832,572.5424940428352,2052.021426094446,1404.4966047985513,260127_ARMC5mAC_PhosphoEU
195,L18,2942.8955500934658,196.80546749728416,468.1264662705558,1331.132122213047,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1211,678.9842870931556,2176.859028923836,1312.1173989455185,260127_ARMC5mAC_PhosphoEU
196,L19,2663.976767029051,179.0642003602858,441.861851295337,1532.3001700680272,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1176,570.3024222051496,1949.1409108554467,1483.6674991080984,260127_ARMC5mAC_PhosphoEU
197,L20,5171.58776938314,179.39193814655013,441.4595049498524,1504.461716937355,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,862,516.2788235405349,1967.7375365606654,1464.569804456571,260127_ARMC5mAC_PhosphoEU
198,L21,4555.587600234784,180.25117347103745,451.7655354818226,1422.0712143928035,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1334,602.5942368437157,2140.571238625041,1385.9822755860491,260127_ARMC5mAC_PhosphoEU
199,L22,2672.6301600418424,178.22052819719343,441.2348058904864,1504.8307189542484,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1530,591.0572154528434,1889.8556660148486,1460.2751445086706,260127_ARMC5mAC_PhosphoEU
200,M03,2760.7054506808927,176.7566080923305,437.2727456937434,1527.854219948849,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1173,662.83776866037,1830.2924763242515,1427.0754557015684,260127_ARMC5mAC_PhosphoEU
201,M04,2588.533277403767,176.99845939814017,426.0400993601338,1456.2831325301204,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1328,768.7325615153918,1841.489951814021,1395.779365079365,260127_ARMC5mAC_PhosphoEU
202,M05,2981.813332572772,186.48832720506135,446.08239366213803,1406.022113022113,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,814,579.1385259448397,1841.1019293638756,1382.9297498669505,260127_ARMC5mAC_PhosphoEU
203,M06,2886.650581004403,194.02421956877936,457.80801710768884,1335.8906414300736,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,951,670.2994450767168,1996.208329558499,1304.6842105263158,260127_ARMC5mAC_PhosphoEU
204,M07,2582.475100301082,178.251918157355,433.7579901675917,1551.8763089005236,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1528,612.3730258899044,1837.874848260511,1455.2764227642276,260127_ARMC5mAC_PhosphoEU
205,M08,5502.060415012967,178.69549834894303,438.46505328298093,1496.6269702276707,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,571,527.607426122549,1777.110099732158,1508.1871689228958,260127_ARMC5mAC_PhosphoEU
206,M09,4481.423354997713,181.68727948758786,445.2861867963554,1426.2525107604017,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1394,584.8872160697307,2009.4132447175707,1353.3911925425907,260127_ARMC5mAC_PhosphoEU
207,M10,2715.2877436671874,179.83109877847707,444.56333329362167,1535.6378454996457,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1411,657.5066651207529,1879.5120603898692,1450.9804400977996,260127_ARMC5mAC_PhosphoEU
208,M11,3267.9252521523995,208.79019029439027,477.04197745269477,1380.509954058193,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,653,570.3635499254526,2014.5832467609332,1348.3080110497237,260127_ARMC5mAC_PhosphoEU
209,M12,2832.9540806044583,202.79398933421018,457.86534847619043,1395.0637610976594,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1239,634.7865116073815,2117.264553225281,1315.4284199363733,260127_ARMC5mAC_PhosphoEU
210,M13,2615.2972210219473,179.73110279416312,442.0428796592785,1547.980828220859,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1304,546.2502503221059,1913.6790516668186,1483.9625176803395,260127_ARMC5mAC_PhosphoEU
211,M14,5438.179449379651,178.6728124147346,442.03617685527894,1457.953642384106,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,906,458.23765987810765,1871.5826779302104,1471.3076923076924,260127_ARMC5mAC_PhosphoEU
212,M15,4658.5034588638055,179.7602976320436,439.43068906574035,1445.5608163265306,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1225,584.2312752602929,2067.3872233781576,1348.8994807121662,260127_ARMC5mAC_PhosphoEU
213,M16,2822.48559895837,178.66459813599133,437.75131845008457,1426.1850877192983,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1140,651.5855853513772,1872.8999451879556,1387.8895110115716,260127_ARMC5mAC_PhosphoEU
214,M17,3195.6539337162712,206.66371826880558,457.8640576633628,1420.5963020030817,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,649,536.4810738658405,1996.543371576937,1388.2453237410073,260127_ARMC5mAC_PhosphoEU
215,M18,2798.848790651955,205.42561722614428,452.97198719003416,1365.1344696969697,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1056,640.7304052772505,2065.857609061858,1297.1489547038327,260127_ARMC5mAC_PhosphoEU
216,M19,2678.1595954020977,179.0095650273206,436.79283645217123,1453.1193785772691,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1223,613.571684511323,1949.5882161556926,1453.0493630573249,260127_ARMC5mAC_PhosphoEU
217,M20,5144.747698743725,179.72399964031752,433.1507071460351,1567.8662280701753,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,912,481.3365065138991,1872.1470973429552,1533.2253374870197,260127_ARMC5mAC_PhosphoEU
218,M21,4630.815570102879,179.75506765381212,443.806910755006,1456.3821989528797,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1528,610.9220438170673,2056.630804805457,1378.6924046643555,260127_ARMC5mAC_PhosphoEU
219,M22,2650.5343996689267,178.26116110596504,431.1502744941301,1583.2834190231363,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1556,557.596605758937,1869.082390465507,1519.1759036144579,260127_ARMC5mAC_PhosphoEU
220,N03,2563.3340841298723,175.73964775186923,415.6881026596242,1619.6335671883432,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1853,206.80981077236243,1757.8755368020873,1498.0833815865662,260127_ARMC5mAC_PhosphoEU
221,N04,142.56432781276473,176.67837284986268,427.4996047715103,1551.2114803625377,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1324,208.65560399081414,1799.6960597477032,1450.084708470847,260127_ARMC5mAC_PhosphoEU
222,N05,2593.7167239875616,176.08369881936287,425.3614211593391,1535.2641744548287,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1605,212.77145166478738,1730.4947707005188,1426.5364441416893,260127_ARMC5mAC_PhosphoEU
223,N06,486.411806198997,177.46687496286768,423.044742030315,1618.7455303933255,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1678,207.03150167081725,1809.163011710968,1493.0632183908046,260127_ARMC5mAC_PhosphoEU
224,N07,2697.5300761343306,176.9239722210715,431.0814679581446,1569.6531746031746,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1260,213.17364719073763,1890.0347689099435,1468.637557685481,260127_ARMC5mAC_PhosphoEU
225,N08,142.88888239756923,178.2191087162366,436.55328629856166,1486.045784883721,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1376,209.50439205232914,1922.1659734701873,1425.9046833773086,260127_ARMC5mAC_PhosphoEU
226,N09,2605.302495354641,178.0715241034197,430.2305017279769,1634.9663386846194,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1931,208.9019141066163,1890.0310598922938,1489.5408426483234,260127_ARMC5mAC_PhosphoEU
227,N10,143.31595005371233,178.23110553004472,445.5717936928141,1489.895652173913,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1380,216.38844010001068,1951.547869585766,1408.7865853658536,260127_ARMC5mAC_PhosphoEU
228,N11,2831.581125108886,178.4173270511788,455.79717727064576,1472.7537901758642,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1649,215.20124914567447,1963.7526728194432,1445.3653123933084,260127_ARMC5mAC_PhosphoEU
229,N12,144.2979282558039,178.5147545335109,434.19962647851673,1548.4215080346107,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1618,210.38805539894355,1892.8195526785953,1467.997150997151,260127_ARMC5mAC_PhosphoEU
230,N13,2745.232859997748,178.0639685195784,445.55021126663894,1571.3421884882985,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1581,220.71961259747403,1959.5823941324893,1463.718773096822,260127_ARMC5mAC_PhosphoEU
231,N14,143.4364796853694,179.7825556336056,434.802134594376,1553.2683749157113,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1483,214.82922262206537,1924.4380170349382,1437.3210303729336,260127_ARMC5mAC_PhosphoEU
232,N15,2630.4348807332,178.8589470317858,429.33497911799185,1531.2366589327146,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1724,216.01852922848437,1946.50969449676,1437.761162721007,260127_ARMC5mAC_PhosphoEU
233,N16,142.30189792372997,177.9337176159944,419.8305198107659,1542.4830985915494,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1420,209.87658254841722,1859.7168764675287,1479.760213143872,260127_ARMC5mAC_PhosphoEU
234,N17,2770.5549639295323,179.19561708162715,452.90400430637555,1514.2081141998497,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1331,224.27095148439062,1992.3325326802687,1449.09967453214,260127_ARMC5mAC_PhosphoEU
235,N18,142.82990442276136,177.4452122046514,422.1497247790141,1629.4849368318755,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,2058,208.74267956307074,1819.3937863982405,1478.4363336992317,260127_ARMC5mAC_PhosphoEU
236,N19,2666.924427260013,178.66441170689322,433.2598000238487,1524.9189636163176,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1814,222.03739276305578,1962.3542957295476,1414.4020006251953,260127_ARMC5mAC_PhosphoEU
237,N20,142.13764349873676,176.9293647432308,430.44053034287697,1603.736607142857,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1568,208.159424167027,1879.503280824731,1507.5981161695447,260127_ARMC5mAC_PhosphoEU
238,N21,2614.4566430238583,178.66337793612607,432.37879014487316,1552.4125615763546,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1624,212.85260769634803,1962.6989395800272,1450.4864029666255,260127_ARMC5mAC_PhosphoEU
239,N22,142.357348476256,177.9392117097377,416.0502274353281,1604.7780068728523,HCT116 OsTIRF74G,No addition,No addition,No addition,No primary,Goat anti-rat Alexa568,1455,207.44079745844076,1813.7518777501346,1528.532894736842,260127_ARMC5mAC_PhosphoEU
